State,Year,Quarter,Entity_type,Registered_users,District&pincode.1,id
Meghalaya,2020,Q2,district,3590,South Garo Hills,17
Meghalaya,2020,Q2,district,3195,West Khasi Hills,17
Meghalaya,2020,Q2,pincode,14552,793001,17
Meghalaya,2020,Q2,pincode,8623,793002,17
Meghalaya,2020,Q2,pincode,7198,794001,17
Meghalaya,2020,Q2,pincode,6521,794105,17
Meghalaya,2020,Q2,pincode,6232,793011,17
Meghalaya,2020,Q2,pincode,6219,793101,17
Meghalaya,2020,Q2,pincode,6083,794104,17
Meghalaya,2020,Q2,pincode,5464,794101,17
Meghalaya,2020,Q2,pincode,5434,793210,17
Meghalaya,2020,Q2,pincode,4166,793007,17
Meghalaya,2020,Q3,district,65268,East Khasi Hills,17
Meghalaya,2020,Q3,district,34201,West Garo Hills,17
Meghalaya,2020,Q3,district,15427,Ribhoi,17
Meghalaya,2020,Q3,district,11084,East Jaintia Hills,17
Meghalaya,2020,Q3,district,6997,West Jaintia Hills,17
Meghalaya,2020,Q3,district,5242,North Garo Hills,17
Meghalaya,2020,Q3,district,5082,South West Garo Hills,17
Meghalaya,2020,Q3,district,5002,East Garo Hills,17
Meghalaya,2020,Q3,district,4370,South Garo Hills,17
Meghalaya,2020,Q3,district,3899,West Khasi Hills,17
Meghalaya,2020,Q3,pincode,16464,793001,17
Meghalaya,2020,Q3,pincode,9658,793002,17
Meghalaya,2020,Q3,pincode,8252,794001,17
Meghalaya,2020,Q3,pincode,7516,794105,17
Meghalaya,2020,Q3,pincode,7165,793011,17
Meghalaya,2020,Q3,pincode,7151,794104,17
Meghalaya,2020,Q3,pincode,6925,793101,17
Meghalaya,2020,Q3,pincode,6212,794101,17
Meghalaya,2020,Q3,pincode,6014,793210,17
Meghalaya,2020,Q3,pincode,4865,793150,17
Meghalaya,2020,Q4,district,72639,East Khasi Hills,17
Meghalaya,2020,Q4,district,37988,West Garo Hills,17
Meghalaya,2020,Q4,district,17198,Ribhoi,17
Meghalaya,2020,Q4,district,12337,East Jaintia Hills,17
Meghalaya,2020,Q4,district,7968,West Jaintia Hills,17
Meghalaya,2020,Q4,district,5914,North Garo Hills,17
Meghalaya,2020,Q4,district,5777,East Garo Hills,17
Meghalaya,2020,Q4,district,5772,South West Garo Hills,17
Meghalaya,2020,Q4,district,5006,South Garo Hills,17
Meghalaya,2020,Q4,district,4484,West Khasi Hills,17
Meghalaya,2020,Q4,pincode,18247,793001,17
Meghalaya,2020,Q4,pincode,10753,793002,17
Meghalaya,2020,Q4,pincode,9064,794001,17
Meghalaya,2020,Q4,pincode,8293,794105,17
Meghalaya,2020,Q4,pincode,8140,794104,17
Meghalaya,2020,Q4,pincode,8005,793011,17
Meghalaya,2020,Q4,pincode,7641,793101,17
Meghalaya,2020,Q4,pincode,6857,794101,17
Meghalaya,2020,Q4,pincode,6558,793210,17
Meghalaya,2020,Q4,pincode,5486,793150,17
Meghalaya,2021,Q1,district,78429,East Khasi Hills,17
Meghalaya,2021,Q1,district,40993,West Garo Hills,17
Meghalaya,2021,Q1,district,18641,Ribhoi,17
Meghalaya,2021,Q1,district,13460,East Jaintia Hills,17
Meghalaya,2021,Q1,district,8665,West Jaintia Hills,17
Meghalaya,2021,Q1,district,6392,North Garo Hills,17
Meghalaya,2021,Q1,district,6276,South West Garo Hills,17
Meghalaya,2021,Q1,district,6237,East Garo Hills,17
Meghalaya,2021,Q1,district,5439,South Garo Hills,17
Meghalaya,2021,Q1,district,4858,West Khasi Hills,17
Meghalaya,2021,Q1,pincode,19753,793001,17
Meghalaya,2021,Q1,pincode,11566,793002,17
Meghalaya,2021,Q1,pincode,9727,794001,17
Meghalaya,2021,Q1,pincode,9011,794105,17
Meghalaya,2021,Q1,pincode,8869,794104,17
Meghalaya,2021,Q1,pincode,8646,793011,17
Meghalaya,2021,Q1,pincode,8317,793101,17
Meghalaya,2021,Q1,pincode,7337,794101,17
Meghalaya,2021,Q1,pincode,7113,793210,17
Meghalaya,2021,Q1,pincode,5969,793150,17
Meghalaya,2021,Q2,district,84124,East Khasi Hills,17
Meghalaya,2021,Q2,district,44151,West Garo Hills,17
Meghalaya,2021,Q2,district,20098,Ribhoi,17
Meghalaya,2021,Q2,district,14530,East Jaintia Hills,17
Meghalaya,2021,Q2,district,9409,West Jaintia Hills,17
Meghalaya,2021,Q2,district,6951,North Garo Hills,17
Meghalaya,2021,Q2,district,6835,South West Garo Hills,17
Meghalaya,2021,Q2,district,6754,East Garo Hills,17
Meghalaya,2021,Q2,district,5922,South Garo Hills,17
Meghalaya,2021,Q2,district,5296,West Khasi Hills,17
Meghalaya,2021,Q2,pincode,21124,793001,17
Meghalaya,2021,Q2,pincode,12348,793002,17
Meghalaya,2021,Q2,pincode,10389,794001,17
Meghalaya,2021,Q2,pincode,9742,794105,17
Meghalaya,2021,Q2,pincode,9602,794104,17
Meghalaya,2021,Q2,pincode,9244,793011,17
Meghalaya,2021,Q2,pincode,8921,793101,17
Meghalaya,2021,Q2,pincode,7866,794101,17
Meghalaya,2021,Q2,pincode,7644,793210,17
Meghalaya,2021,Q2,pincode,6477,793150,17
Meghalaya,2021,Q3,district,90505,East Khasi Hills,17
Meghalaya,2021,Q3,district,47869,West Garo Hills,17
Meghalaya,2021,Q3,district,21875,Ribhoi,17
Meghalaya,2021,Q3,district,15847,East Jaintia Hills,17
Meghalaya,2021,Q3,district,10337,West Jaintia Hills,17
Meghalaya,2021,Q3,district,7584,North Garo Hills,17
Meghalaya,2021,Q3,district,7531,South West Garo Hills,17
Meghalaya,2021,Q3,district,7389,East Garo Hills,17
Meghalaya,2021,Q3,district,6442,South Garo Hills,17
Meghalaya,2021,Q3,district,5884,West Khasi Hills,17
Meghalaya,2021,Q3,pincode,22612,793001,17
Meghalaya,2021,Q3,pincode,13223,793002,17
Meghalaya,2021,Q3,pincode,11130,794001,17
Meghalaya,2021,Q3,pincode,10597,794105,17
Meghalaya,2021,Q3,pincode,10547,794104,17
Meghalaya,2021,Q3,pincode,9914,793011,17
Meghalaya,2021,Q3,pincode,9665,793101,17
Meghalaya,2021,Q3,pincode,8448,794101,17
Meghalaya,2021,Q3,pincode,8257,793210,17
Meghalaya,2021,Q3,pincode,7068,793150,17
Meghalaya,2021,Q4,district,96942,East Khasi Hills,17
Meghalaya,2021,Q4,district,51617,West Garo Hills,17
Meghalaya,2021,Q4,district,23562,Ribhoi,17
Meghalaya,2021,Q4,district,17115,East Jaintia Hills,17
Meghalaya,2021,Q4,district,11189,West Jaintia Hills,17
Meghalaya,2021,Q4,district,8212,North Garo Hills,17
Meghalaya,2021,Q4,district,8197,South West Garo Hills,17
Meghalaya,2021,Q4,district,8015,East Garo Hills,17
Meghalaya,2021,Q4,district,7005,South Garo Hills,17
Meghalaya,2021,Q4,district,6428,West Khasi Hills,17
Meghalaya,2021,Q4,pincode,24127,793001,17
Meghalaya,2021,Q4,pincode,14142,793002,17
Meghalaya,2021,Q4,pincode,11874,794001,17
Meghalaya,2021,Q4,pincode,11487,794105,17
Meghalaya,2021,Q4,pincode,11446,794104,17
Meghalaya,2021,Q4,pincode,10570,793011,17
Meghalaya,2021,Q4,pincode,10353,793101,17
Meghalaya,2021,Q4,pincode,9032,794101,17
Meghalaya,2021,Q4,pincode,8857,793210,17
Meghalaya,2021,Q4,pincode,7635,793150,17
Meghalaya,2022,Q1,district,102838,East Khasi Hills,17
Meghalaya,2022,Q1,district,55028,West Garo Hills,17
Meghalaya,2022,Q1,district,25112,Ribhoi,17
Meghalaya,2022,Q1,district,18301,East Jaintia Hills,17
Meghalaya,2022,Q1,district,11952,West Jaintia Hills,17
Meghalaya,2022,Q1,district,8795,North Garo Hills,17
Meghalaya,2022,Q1,district,8758,South West Garo Hills,17
Meghalaya,2022,Q1,district,8578,East Garo Hills,17
Meghalaya,2022,Q1,district,7508,South Garo Hills,17
Meghalaya,2022,Q1,district,6839,West Khasi Hills,17
Meghalaya,2022,Q1,pincode,25549,793001,17
Meghalaya,2022,Q1,pincode,14982,793002,17
Meghalaya,2022,Q1,pincode,12581,794001,17
Meghalaya,2022,Q1,pincode,12299,794104,17
Meghalaya,2022,Q1,pincode,12278,794105,17
Meghalaya,2022,Q1,pincode,11198,793011,17
Meghalaya,2022,Q1,pincode,11049,793101,17
Meghalaya,2022,Q1,pincode,9581,794101,17
Meghalaya,2022,Q1,pincode,9469,793210,17
Meghalaya,2022,Q1,pincode,8140,793150,17
Meghalaya,2022,Q2,district,108330,East Khasi Hills,17
Meghalaya,2022,Q2,district,58178,West Garo Hills,17
Meghalaya,2022,Q2,district,26541,Ribhoi,17
Meghalaya,2022,Q2,district,19314,East Jaintia Hills,17
Meghalaya,2022,Q2,district,12593,West Jaintia Hills,17
Meghalaya,2022,Q2,district,9312,North Garo Hills,17
Meghalaya,2022,Q2,district,9266,South West Garo Hills,17
Meghalaya,2022,Q2,district,9052,East Garo Hills,17
Meghalaya,2022,Q2,district,7922,South Garo Hills,17
Meghalaya,2022,Q2,district,7196,West Khasi Hills,17
Meghalaya,2022,Q2,pincode,26896,793001,17
Meghalaya,2022,Q2,pincode,15794,793002,17
Meghalaya,2022,Q2,pincode,13275,794001,17
Meghalaya,2022,Q2,pincode,13038,794104,17
Meghalaya,2022,Q2,pincode,13006,794105,17
Meghalaya,2022,Q2,pincode,11798,793011,17
Meghalaya,2022,Q2,pincode,11696,793101,17
Meghalaya,2022,Q2,pincode,10115,794101,17
Meghalaya,2022,Q2,pincode,10028,793210,17
Meghalaya,2022,Q2,pincode,8576,793150,17
Meghalaya,2022,Q3,district,113816,East Khasi Hills,17
Meghalaya,2022,Q3,district,61273,West Garo Hills,17
Meghalaya,2022,Q3,district,27844,Ribhoi,17
Meghalaya,2022,Q3,district,20320,East Jaintia Hills,17
Meghalaya,2022,Q3,district,13176,West Jaintia Hills,17
Meghalaya,2022,Q3,district,9773,North Garo Hills,17
Meghalaya,2022,Q3,district,9735,South West Garo Hills,17
Meghalaya,2022,Q3,district,9484,East Garo Hills,17
Meghalaya,2022,Q3,district,8265,South Garo Hills,17
Meghalaya,2022,Q3,district,7493,West Khasi Hills,17
Meghalaya,2022,Q3,pincode,28296,793001,17
Meghalaya,2022,Q3,pincode,16624,793002,17
Meghalaya,2022,Q3,pincode,13969,794001,17
Meghalaya,2022,Q3,pincode,13803,794104,17
Meghalaya,2022,Q3,pincode,13711,794105,17
Meghalaya,2022,Q3,pincode,12419,793011,17
Meghalaya,2022,Q3,pincode,12305,793101,17
Meghalaya,2022,Q3,pincode,10631,794101,17
Meghalaya,2022,Q3,pincode,10565,793210,17
Meghalaya,2022,Q3,pincode,8991,793150,17
Meghalaya,2022,Q4,district,118978,East Khasi Hills,17
Meghalaya,2022,Q4,district,63792,West Garo Hills,17
Meghalaya,2022,Q4,district,29041,Ribhoi,17
Meghalaya,2022,Q4,district,21201,East Jaintia Hills,17
Meghalaya,2022,Q4,district,13633,West Jaintia Hills,17
Meghalaya,2022,Q4,district,10145,North Garo Hills,17
Meghalaya,2022,Q4,district,10062,South West Garo Hills,17
Meghalaya,2022,Q4,district,9846,East Garo Hills,17
Meghalaya,2022,Q4,district,8553,South Garo Hills,17
Meghalaya,2022,Q4,district,7705,West Khasi Hills,17
Meghalaya,2022,Q4,pincode,29682,793001,17
Meghalaya,2022,Q4,pincode,17452,793002,17
Meghalaya,2022,Q4,pincode,14596,794001,17
Meghalaya,2022,Q4,pincode,14408,794104,17
Meghalaya,2022,Q4,pincode,14338,794105,17
Meghalaya,2022,Q4,pincode,13052,793011,17
Meghalaya,2022,Q4,pincode,12917,793101,17
Meghalaya,2022,Q4,pincode,11082,794101,17
Meghalaya,2022,Q4,pincode,11069,793210,17
Meghalaya,2022,Q4,pincode,9332,793150,17
Mizoram,2018,Q1,district,4550,Aizawl,15
Mizoram,2018,Q1,district,879,Lunglei,15
Mizoram,2018,Q1,district,486,Kolasib,15
Mizoram,2018,Q1,district,474,Lawngtlai,15
Mizoram,2018,Q1,district,358,Champhai,15
Mizoram,2018,Q1,district,316,Mamit,15
Mizoram,2018,Q1,district,299,Serchhip,15
Mizoram,2018,Q1,district,231,Saiha,15
Mizoram,2018,Q1,pincode,1339,796005,15
Mizoram,2018,Q1,pincode,1181,796009,15
Mizoram,2018,Q1,pincode,662,796012,15
Mizoram,2018,Q1,pincode,515,796701,15
Mizoram,2018,Q1,pincode,393,796017,15
Mizoram,2018,Q1,pincode,301,796014,15
Mizoram,2018,Q1,pincode,296,796008,15
Mizoram,2018,Q1,pincode,280,796321,15
Mizoram,2018,Q1,pincode,221,796081,15
Mizoram,2018,Q1,pincode,211,796181,15
Mizoram,2018,Q2,district,6211,Aizawl,15
Mizoram,2018,Q2,district,1241,Lunglei,15
Mizoram,2018,Q2,district,692,Kolasib,15
Mizoram,2018,Q2,district,607,Lawngtlai,15
Mizoram,2018,Q2,district,501,Champhai,15
Mizoram,2018,Q2,district,440,Serchhip,15
Mizoram,2018,Q2,district,435,Mamit,15
Mizoram,2018,Q2,district,295,Saiha,15
Mizoram,2018,Q2,pincode,1779,796005,15
Mizoram,2018,Q2,pincode,1576,796009,15
Mizoram,2018,Q2,pincode,856,796012,15
Mizoram,2018,Q2,pincode,710,796701,15
Mizoram,2018,Q2,pincode,615,796017,15
Mizoram,2018,Q2,pincode,454,796008,15
Mizoram,2018,Q2,pincode,413,796014,15
Mizoram,2018,Q2,pincode,375,796321,15
Mizoram,2018,Q2,pincode,315,796081,15
Mizoram,2018,Q2,pincode,315,796181,15
Mizoram,2018,Q3,district,8460,Aizawl,15
Mizoram,2018,Q3,district,1751,Lunglei,15
Mizoram,2018,Q3,district,1012,Kolasib,15
Mizoram,2018,Q3,district,922,Lawngtlai,15
Mizoram,2018,Q3,district,729,Champhai,15
Mizoram,2018,Q3,district,633,Serchhip,15
Mizoram,2018,Q3,district,599,Mamit,15
Mizoram,2018,Q3,district,396,Saiha,15
Mizoram,2018,Q3,pincode,2357,796005,15
Mizoram,2018,Q3,pincode,2149,796009,15
Mizoram,2018,Q3,pincode,1105,796012,15
Mizoram,2018,Q3,pincode,992,796701,15
Mizoram,2018,Q3,pincode,910,796017,15
Mizoram,2018,Q3,pincode,637,796008,15
Mizoram,2018,Q3,pincode,582,796014,15
Mizoram,2018,Q3,pincode,523,796321,15
Mizoram,2018,Q3,pincode,480,796081,15
Mizoram,2018,Q3,pincode,467,796181,15
Mizoram,2018,Q4,district,11131,Aizawl,15
Mizoram,2018,Q4,district,2391,Lunglei,15
Mizoram,2018,Q4,district,1393,Kolasib,15
Mizoram,2018,Q4,district,1254,Lawngtlai,15
Mizoram,2018,Q4,district,1001,Champhai,15
Mizoram,2018,Q4,district,857,Serchhip,15
Mizoram,2018,Q4,district,835,Mamit,15
Mizoram,2018,Q4,district,503,Saiha,15
Mizoram,2018,Q4,pincode,3120,796005,15
Mizoram,2018,Q4,pincode,2834,796009,15
Mizoram,2018,Q4,pincode,1421,796012,15
Mizoram,2018,Q4,pincode,1379,796701,15
Mizoram,2018,Q4,pincode,1233,796017,15
Mizoram,2018,Q4,pincode,874,796008,15
Mizoram,2018,Q4,pincode,718,796014,15
Mizoram,2018,Q4,pincode,694,796321,15
Mizoram,2018,Q4,pincode,651,796081,15
Mizoram,2018,Q4,pincode,627,796181,15
Mizoram,2019,Q1,district,13422,Aizawl,15
Mizoram,2019,Q1,district,2910,Lunglei,15
Mizoram,2019,Q1,district,1730,Kolasib,15
Mizoram,2019,Q1,district,1648,Lawngtlai,15
Mizoram,2019,Q1,district,1179,Champhai,15
Mizoram,2019,Q1,district,1096,Mamit,15
Mizoram,2019,Q1,district,1047,Serchhip,15
Mizoram,2019,Q1,district,638,Saiha,15
Mizoram,2019,Q1,pincode,3769,796005,15
Mizoram,2019,Q1,pincode,3457,796009,15
Mizoram,2019,Q1,pincode,1670,796012,15
Mizoram,2019,Q1,pincode,1651,796701,15
Mizoram,2019,Q1,pincode,1477,796017,15
Mizoram,2019,Q1,pincode,1074,796008,15
Mizoram,2019,Q1,pincode,864,796014,15
Mizoram,2019,Q1,pincode,807,796081,15
Mizoram,2019,Q1,pincode,803,796321,15
Mizoram,2019,Q1,pincode,752,796181,15
Mizoram,2019,Q2,district,15934,Aizawl,15
Mizoram,2019,Q2,district,3575,Lunglei,15
Mizoram,2019,Q2,district,2133,Lawngtlai,15
Mizoram,2019,Q2,district,2120,Kolasib,15
Mizoram,2019,Q2,district,1429,Champhai,15
Mizoram,2019,Q2,district,1428,Mamit,15
Mizoram,2019,Q2,district,1295,Serchhip,15
Mizoram,2019,Q2,district,782,Saiha,15
Mizoram,2019,Q2,pincode,4439,796005,15
Mizoram,2019,Q2,pincode,4143,796009,15
Mizoram,2019,Q2,pincode,2033,796701,15
Mizoram,2019,Q2,pincode,1919,796012,15
Mizoram,2019,Q2,pincode,1781,796017,15
Mizoram,2019,Q2,pincode,1267,796008,15
Mizoram,2019,Q2,pincode,1001,796014,15
Mizoram,2019,Q2,pincode,972,796081,15
Mizoram,2019,Q2,pincode,948,796321,15
Mizoram,2019,Q2,pincode,925,796181,15
Mizoram,2019,Q3,district,18992,Aizawl,15
Mizoram,2019,Q3,district,4197,Lunglei,15
Mizoram,2019,Q3,district,2647,Lawngtlai,15
Mizoram,2019,Q3,district,2497,Kolasib,15
Mizoram,2019,Q3,district,1733,Champhai,15
Mizoram,2019,Q3,district,1655,Mamit,15
Mizoram,2019,Q3,district,1512,Serchhip,15
Mizoram,2019,Q3,district,901,Saiha,15
Mizoram,2019,Q3,pincode,5357,796005,15
Mizoram,2019,Q3,pincode,5022,796009,15
Mizoram,2019,Q3,pincode,2408,796701,15
Mizoram,2019,Q3,pincode,2285,796012,15
Mizoram,2019,Q3,pincode,2046,796017,15
Mizoram,2019,Q3,pincode,1521,796008,15
Mizoram,2019,Q3,pincode,1182,796081,15
Mizoram,2019,Q3,pincode,1173,796772,15
Mizoram,2019,Q3,pincode,1168,796014,15
Mizoram,2019,Q3,pincode,1137,796321,15
Mizoram,2019,Q4,district,21865,Aizawl,15
Mizoram,2019,Q4,district,4926,Lunglei,15
Mizoram,2019,Q4,district,3255,Lawngtlai,15
Mizoram,2019,Q4,district,2929,Kolasib,15
Mizoram,2019,Q4,district,2067,Champhai,15
Mizoram,2019,Q4,district,1996,Mamit,15
Mizoram,2019,Q4,district,1735,Serchhip,15
Mizoram,2019,Q4,district,1036,Saiha,15
Mizoram,2019,Q4,pincode,6157,796005,15
Mizoram,2019,Q4,pincode,5779,796009,15
Mizoram,2019,Q4,pincode,2825,796701,15
Mizoram,2019,Q4,pincode,2628,796012,15
Mizoram,2019,Q4,pincode,2308,796017,15
Mizoram,2019,Q4,pincode,1752,796008,15
Mizoram,2019,Q4,pincode,1401,796772,15
Mizoram,2019,Q4,pincode,1369,796081,15
Mizoram,2019,Q4,pincode,1358,796014,15
Mizoram,2019,Q4,pincode,1339,796321,15
Mizoram,2020,Q1,district,25253,Aizawl,15
Mizoram,2020,Q1,district,5778,Lunglei,15
Mizoram,2020,Q1,district,3996,Lawngtlai,15
Mizoram,2020,Q1,district,3360,Kolasib,15
Mizoram,2020,Q1,district,2448,Champhai,15
Mizoram,2020,Q1,district,2379,Mamit,15
Mizoram,2020,Q1,district,1992,Serchhip,15
Mizoram,2020,Q1,district,1293,Saiha,15
Mizoram,2020,Q1,pincode,7161,796005,15
Mizoram,2020,Q1,pincode,6674,796009,15
Mizoram,2020,Q1,pincode,3352,796701,15
Mizoram,2020,Q1,pincode,3014,796012,15
Mizoram,2020,Q1,pincode,2613,796017,15
Mizoram,2020,Q1,pincode,2034,796008,15
Mizoram,2020,Q1,pincode,1698,796772,15
Mizoram,2020,Q1,pincode,1622,796081,15
Mizoram,2020,Q1,pincode,1591,796014,15
Mizoram,2020,Q1,pincode,1576,796321,15
Mizoram,2020,Q2,district,29637,Aizawl,15
Mizoram,2020,Q2,district,7006,Lunglei,15
Mizoram,2020,Q2,district,4977,Lawngtlai,15
Mizoram,2020,Q2,district,4022,Kolasib,15
Mizoram,2020,Q2,district,3052,Champhai,15
Mizoram,2020,Q2,district,2911,Mamit,15
Mizoram,2020,Q2,district,2379,Serchhip,15
Mizoram,2020,Q2,district,1590,Saiha,15
Mizoram,2020,Q2,pincode,8374,796005,15
Mizoram,2020,Q2,pincode,7831,796009,15
Mizoram,2020,Q2,pincode,3962,796701,15
Mizoram,2020,Q2,pincode,3500,796012,15
Mizoram,2020,Q2,pincode,3053,796017,15
Mizoram,2020,Q2,pincode,2433,796008,15
Mizoram,2020,Q2,pincode,2068,796772,15
Mizoram,2020,Q2,pincode,1939,796081,15
Mizoram,2020,Q2,pincode,1916,796321,15
Mizoram,2020,Q2,pincode,1830,796014,15
Mizoram,2020,Q3,district,36225,Aizawl,15
Mizoram,2020,Q3,district,8442,Lunglei,15
Mizoram,2020,Q3,district,6412,Lawngtlai,15
Mizoram,2020,Q3,district,4923,Kolasib,15
Mizoram,2020,Q3,district,3883,Champhai,15
Mizoram,2020,Q3,district,3597,Mamit,15
Mizoram,2020,Q3,district,2871,Serchhip,15
Mizoram,2020,Q3,district,1962,Saiha,15
Mizoram,2020,Q3,pincode,10284,796005,15
Mizoram,2020,Q3,pincode,9358,796009,15
Mizoram,2020,Q3,pincode,4775,796701,15
Mizoram,2020,Q3,pincode,4268,796012,15
Mizoram,2020,Q3,pincode,3702,796017,15
Mizoram,2020,Q3,pincode,3104,796008,15
Mizoram,2020,Q3,pincode,2679,796772,15
Mizoram,2020,Q3,pincode,2414,796081,15
Mizoram,2020,Q3,pincode,2410,796321,15
Mizoram,2020,Q3,pincode,2245,796014,15
Mizoram,2020,Q4,district,41500,Aizawl,15
Mizoram,2020,Q4,district,9794,Lunglei,15
Mizoram,2020,Q4,district,7618,Lawngtlai,15
Mizoram,2020,Q4,district,5599,Kolasib,15
Mizoram,2020,Q4,district,4550,Champhai,15
Mizoram,2020,Q4,district,4083,Mamit,15
Mizoram,2020,Q4,district,3313,Serchhip,15
Mizoram,2020,Q4,district,2274,Saiha,15
Mizoram,2020,Q4,pincode,11766,796005,15
Mizoram,2020,Q4,pincode,10691,796009,15
Mizoram,2020,Q4,pincode,5485,796701,15
Mizoram,2020,Q4,pincode,4956,796012,15
Mizoram,2020,Q4,pincode,4253,796017,15
Mizoram,2020,Q4,pincode,3552,796008,15
Mizoram,2020,Q4,pincode,3113,796772,15
Mizoram,2020,Q4,pincode,2781,796321,15
Mizoram,2020,Q4,pincode,2745,796081,15
Mizoram,2020,Q4,pincode,2507,796014,15
Mizoram,2021,Q1,district,45103,Aizawl,15
Mizoram,2021,Q1,district,10638,Lunglei,15
Mizoram,2021,Q1,district,8386,Lawngtlai,15
Mizoram,2021,Q1,district,6120,Kolasib,15
Mizoram,2021,Q1,district,4968,Champhai,15
Mizoram,2021,Q1,district,4467,Mamit,15
Mizoram,2021,Q1,district,3582,Serchhip,15
Mizoram,2021,Q1,district,2486,Saiha,15
Mizoram,2021,Q1,pincode,12750,796005,15
Mizoram,2021,Q1,pincode,11596,796009,15
Mizoram,2021,Q1,pincode,5955,796701,15
Mizoram,2021,Q1,pincode,5408,796012,15
Mizoram,2021,Q1,pincode,4636,796017,15
Mizoram,2021,Q1,pincode,3862,796008,15
Mizoram,2021,Q1,pincode,3400,796772,15
Mizoram,2021,Q1,pincode,3045,796321,15
Mizoram,2021,Q1,pincode,2988,796081,15
Mizoram,2021,Q1,pincode,2744,796014,15
Mizoram,2021,Q2,district,48525,Aizawl,15
Mizoram,2021,Q2,district,11491,Lunglei,15
Mizoram,2021,Q2,district,9096,Lawngtlai,15
Mizoram,2021,Q2,district,6624,Kolasib,15
Mizoram,2021,Q2,district,5366,Champhai,15
Mizoram,2021,Q2,district,4882,Mamit,15
Mizoram,2021,Q2,district,3884,Serchhip,15
Mizoram,2021,Q2,district,2684,Saiha,15
Mizoram,2021,Q2,pincode,13677,796005,15
Mizoram,2021,Q2,pincode,12453,796009,15
Mizoram,2021,Q2,pincode,6414,796701,15
Mizoram,2021,Q2,pincode,5816,796012,15
Mizoram,2021,Q2,pincode,4992,796017,15
Mizoram,2021,Q2,pincode,4149,796008,15
Mizoram,2021,Q2,pincode,3654,796772,15
Mizoram,2021,Q2,pincode,3287,796321,15
Mizoram,2021,Q2,pincode,3224,796081,15
Mizoram,2021,Q2,pincode,2970,796014,15
Mizoram,2021,Q3,district,52313,Aizawl,15
Mizoram,2021,Q3,district,12614,Lunglei,15
Mizoram,2021,Q3,district,9954,Lawngtlai,15
Mizoram,2021,Q3,district,7229,Kolasib,15
Mizoram,2021,Q3,district,5935,Champhai,15
Mizoram,2021,Q3,district,5392,Mamit,15
Mizoram,2021,Q3,district,4255,Serchhip,15
Mizoram,2021,Q3,district,2955,Saiha,15
Mizoram,2021,Q3,pincode,14719,796005,15
Mizoram,2021,Q3,pincode,13381,796009,15
Mizoram,2021,Q3,pincode,6966,796701,15
Mizoram,2021,Q3,pincode,6245,796012,15
Mizoram,2021,Q3,pincode,5386,796017,15
Mizoram,2021,Q3,pincode,4446,796008,15
Mizoram,2021,Q3,pincode,3960,796772,15
Mizoram,2021,Q3,pincode,3608,796321,15
