State,Year,Quarter,Entity_type,Registered_users,District&pincode.1,id
Manipur,2018,Q3,district,2326,Kakching,14
Manipur,2018,Q3,district,1346,Ukhrul,14
Manipur,2018,Q3,district,1268,Tamenglong,14
Manipur,2018,Q3,district,1086,Jiribam,14
Manipur,2018,Q3,pincode,10911,795004,14
Manipur,2018,Q3,pincode,4101,795001,14
Manipur,2018,Q3,pincode,3219,795138,14
Manipur,2018,Q3,pincode,2534,795133,14
Manipur,2018,Q3,pincode,2316,795002,14
Manipur,2018,Q3,pincode,2279,795008,14
Manipur,2018,Q3,pincode,2219,795103,14
Manipur,2018,Q3,pincode,2128,795130,14
Manipur,2018,Q3,pincode,2114,795149,14
Manipur,2018,Q3,pincode,2056,795148,14
Manipur,2018,Q4,district,28383,Imphal West,14
Manipur,2018,Q4,district,17777,Imphal East,14
Manipur,2018,Q4,district,8027,Thoubal,14
Manipur,2018,Q4,district,7049,Bishnupur,14
Manipur,2018,Q4,district,4951,Churachandpur,14
Manipur,2018,Q4,district,4249,Kangpokpi,14
Manipur,2018,Q4,district,3153,Kakching,14
Manipur,2018,Q4,district,1842,Ukhrul,14
Manipur,2018,Q4,district,1712,Tamenglong,14
Manipur,2018,Q4,district,1393,Jiribam,14
Manipur,2018,Q4,pincode,14342,795004,14
Manipur,2018,Q4,pincode,5526,795001,14
Manipur,2018,Q4,pincode,4221,795138,14
Manipur,2018,Q4,pincode,3508,795133,14
Manipur,2018,Q4,pincode,3077,795002,14
Manipur,2018,Q4,pincode,2985,795103,14
Manipur,2018,Q4,pincode,2877,795008,14
Manipur,2018,Q4,pincode,2734,795148,14
Manipur,2018,Q4,pincode,2679,795149,14
Manipur,2018,Q4,pincode,2549,795010,14
Manipur,2019,Q1,district,33668,Imphal West,14
Manipur,2019,Q1,district,21136,Imphal East,14
Manipur,2019,Q1,district,9529,Thoubal,14
Manipur,2019,Q1,district,8537,Bishnupur,14
Manipur,2019,Q1,district,6138,Churachandpur,14
Manipur,2019,Q1,district,5212,Kangpokpi,14
Manipur,2019,Q1,district,3850,Kakching,14
Manipur,2019,Q1,district,2368,Ukhrul,14
Manipur,2019,Q1,district,2148,Tamenglong,14
Manipur,2019,Q1,district,1759,Jiribam,14
Manipur,2019,Q1,pincode,16916,795004,14
Manipur,2019,Q1,pincode,6562,795001,14
Manipur,2019,Q1,pincode,4947,795138,14
Manipur,2019,Q1,pincode,4247,795133,14
Manipur,2019,Q1,pincode,3738,795002,14
Manipur,2019,Q1,pincode,3612,795103,14
Manipur,2019,Q1,pincode,3437,795008,14
Manipur,2019,Q1,pincode,3259,795148,14
Manipur,2019,Q1,pincode,3182,795149,14
Manipur,2019,Q1,pincode,3025,795010,14
Manipur,2019,Q2,district,39303,Imphal West,14
Manipur,2019,Q2,district,24652,Imphal East,14
Manipur,2019,Q2,district,10915,Thoubal,14
Manipur,2019,Q2,district,10014,Bishnupur,14
Manipur,2019,Q2,district,7662,Churachandpur,14
Manipur,2019,Q2,district,6407,Kangpokpi,14
Manipur,2019,Q2,district,4599,Kakching,14
Manipur,2019,Q2,district,2981,Ukhrul,14
Manipur,2019,Q2,district,2628,Tamenglong,14
Manipur,2019,Q2,district,2175,Chandel,14
Manipur,2019,Q2,pincode,19706,795004,14
Manipur,2019,Q2,pincode,7662,795001,14
Manipur,2019,Q2,pincode,5616,795138,14
Manipur,2019,Q2,pincode,4966,795133,14
Manipur,2019,Q2,pincode,4424,795002,14
Manipur,2019,Q2,pincode,4265,795103,14
Manipur,2019,Q2,pincode,3990,795008,14
Manipur,2019,Q2,pincode,3777,795148,14
Manipur,2019,Q2,pincode,3589,795149,14
Manipur,2019,Q2,pincode,3558,795010,14
Manipur,2019,Q3,district,45268,Imphal West,14
Manipur,2019,Q3,district,28331,Imphal East,14
Manipur,2019,Q3,district,12427,Thoubal,14
Manipur,2019,Q3,district,11647,Bishnupur,14
Manipur,2019,Q3,district,9071,Churachandpur,14
Manipur,2019,Q3,district,7621,Kangpokpi,14
Manipur,2019,Q3,district,5355,Kakching,14
Manipur,2019,Q3,district,3488,Ukhrul,14
Manipur,2019,Q3,district,3085,Tamenglong,14
Manipur,2019,Q3,district,2581,Chandel,14
Manipur,2019,Q3,pincode,22710,795004,14
Manipur,2019,Q3,pincode,8963,795001,14
Manipur,2019,Q3,pincode,6388,795138,14
Manipur,2019,Q3,pincode,5752,795133,14
Manipur,2019,Q3,pincode,5070,795002,14
Manipur,2019,Q3,pincode,5001,795103,14
Manipur,2019,Q3,pincode,4684,795008,14
Manipur,2019,Q3,pincode,4254,795148,14
Manipur,2019,Q3,pincode,4102,795010,14
Manipur,2019,Q3,pincode,3974,795149,14
Manipur,2019,Q4,district,51063,Imphal West,14
Manipur,2019,Q4,district,31935,Imphal East,14
Manipur,2019,Q4,district,14194,Thoubal,14
Manipur,2019,Q4,district,13387,Bishnupur,14
Manipur,2019,Q4,district,10431,Churachandpur,14
Manipur,2019,Q4,district,8850,Kangpokpi,14
Manipur,2019,Q4,district,6126,Kakching,14
Manipur,2019,Q4,district,4091,Ukhrul,14
Manipur,2019,Q4,district,3651,Tamenglong,14
Manipur,2019,Q4,district,3029,Chandel,14
Manipur,2019,Q4,pincode,25471,795004,14
Manipur,2019,Q4,pincode,10002,795001,14
Manipur,2019,Q4,pincode,7206,795138,14
Manipur,2019,Q4,pincode,6672,795133,14
Manipur,2019,Q4,pincode,5745,795103,14
Manipur,2019,Q4,pincode,5696,795002,14
Manipur,2019,Q4,pincode,5365,795008,14
Manipur,2019,Q4,pincode,4925,795148,14
Manipur,2019,Q4,pincode,4709,795010,14
Manipur,2019,Q4,pincode,4512,795149,14
Manipur,2020,Q1,district,57485,Imphal West,14
Manipur,2020,Q1,district,36105,Imphal East,14
Manipur,2020,Q1,district,16244,Thoubal,14
Manipur,2020,Q1,district,15333,Bishnupur,14
Manipur,2020,Q1,district,12420,Churachandpur,14
Manipur,2020,Q1,district,10241,Kangpokpi,14
Manipur,2020,Q1,district,7075,Kakching,14
Manipur,2020,Q1,district,4892,Ukhrul,14
Manipur,2020,Q1,district,4169,Tamenglong,14
Manipur,2020,Q1,district,3471,Chandel,14
Manipur,2020,Q1,pincode,28400,795004,14
Manipur,2020,Q1,pincode,11267,795001,14
Manipur,2020,Q1,pincode,8206,795138,14
Manipur,2020,Q1,pincode,7649,795133,14
Manipur,2020,Q1,pincode,6635,795103,14
Manipur,2020,Q1,pincode,6376,795002,14
Manipur,2020,Q1,pincode,6066,795008,14
Manipur,2020,Q1,pincode,5614,795148,14
Manipur,2020,Q1,pincode,5397,795010,14
Manipur,2020,Q1,pincode,5197,795149,14
Manipur,2020,Q2,district,67897,Imphal West,14
Manipur,2020,Q2,district,43144,Imphal East,14
Manipur,2020,Q2,district,20186,Thoubal,14
Manipur,2020,Q2,district,19027,Bishnupur,14
Manipur,2020,Q2,district,15469,Churachandpur,14
Manipur,2020,Q2,district,12965,Kangpokpi,14
Manipur,2020,Q2,district,9028,Kakching,14
Manipur,2020,Q2,district,6223,Ukhrul,14
Manipur,2020,Q2,district,5158,Tamenglong,14
Manipur,2020,Q2,district,4278,Chandel,14
Manipur,2020,Q2,pincode,32442,795004,14
Manipur,2020,Q2,pincode,13115,795001,14
Manipur,2020,Q2,pincode,10076,795138,14
Manipur,2020,Q2,pincode,9675,795133,14
Manipur,2020,Q2,pincode,8426,795103,14
Manipur,2020,Q2,pincode,7522,795002,14
Manipur,2020,Q2,pincode,7283,795008,14
Manipur,2020,Q2,pincode,6862,795148,14
Manipur,2020,Q2,pincode,6744,795149,14
Manipur,2020,Q2,pincode,6572,795010,14
Manipur,2020,Q3,district,79723,Imphal West,14
Manipur,2020,Q3,district,51383,Imphal East,14
Manipur,2020,Q3,district,24183,Thoubal,14
Manipur,2020,Q3,district,22965,Bishnupur,14
Manipur,2020,Q3,district,19501,Churachandpur,14
Manipur,2020,Q3,district,15966,Kangpokpi,14
Manipur,2020,Q3,district,10752,Kakching,14
Manipur,2020,Q3,district,7657,Ukhrul,14
Manipur,2020,Q3,district,6475,Tamenglong,14
Manipur,2020,Q3,district,5252,Chandel,14
Manipur,2020,Q3,pincode,37728,795004,14
Manipur,2020,Q3,pincode,15470,795001,14
Manipur,2020,Q3,pincode,12056,795138,14
Manipur,2020,Q3,pincode,11530,795133,14
Manipur,2020,Q3,pincode,10017,795103,14
Manipur,2020,Q3,pincode,8812,795002,14
Manipur,2020,Q3,pincode,8766,795008,14
Manipur,2020,Q3,pincode,8207,795148,14
Manipur,2020,Q3,pincode,8206,795149,14
Manipur,2020,Q3,pincode,8105,795010,14
Manipur,2020,Q4,district,88777,Imphal West,14
Manipur,2020,Q4,district,57282,Imphal East,14
Manipur,2020,Q4,district,26858,Thoubal,14
Manipur,2020,Q4,district,25629,Bishnupur,14
Manipur,2020,Q4,district,21960,Churachandpur,14
Manipur,2020,Q4,district,17814,Kangpokpi,14
Manipur,2020,Q4,district,11913,Kakching,14
Manipur,2020,Q4,district,8651,Ukhrul,14
Manipur,2020,Q4,district,7322,Tamenglong,14
Manipur,2020,Q4,district,5987,Chandel,14
Manipur,2020,Q4,pincode,41917,795004,14
Manipur,2020,Q4,pincode,17273,795001,14
Manipur,2020,Q4,pincode,13264,795138,14
Manipur,2020,Q4,pincode,12893,795133,14
Manipur,2020,Q4,pincode,11106,795103,14
Manipur,2020,Q4,pincode,9845,795008,14
Manipur,2020,Q4,pincode,9803,795002,14
Manipur,2020,Q4,pincode,9237,795148,14
Manipur,2020,Q4,pincode,9058,795149,14
Manipur,2020,Q4,pincode,9055,795010,14
Manipur,2021,Q1,district,96101,Imphal West,14
Manipur,2021,Q1,district,62004,Imphal East,14
Manipur,2021,Q1,district,29072,Thoubal,14
Manipur,2021,Q1,district,27615,Bishnupur,14
Manipur,2021,Q1,district,23827,Churachandpur,14
Manipur,2021,Q1,district,19239,Kangpokpi,14
Manipur,2021,Q1,district,12888,Kakching,14
Manipur,2021,Q1,district,9372,Ukhrul,14
Manipur,2021,Q1,district,7960,Tamenglong,14
Manipur,2021,Q1,district,6467,Chandel,14
Manipur,2021,Q1,pincode,45367,795004,14
Manipur,2021,Q1,pincode,18706,795001,14
Manipur,2021,Q1,pincode,14339,795138,14
Manipur,2021,Q1,pincode,13896,795133,14
Manipur,2021,Q1,pincode,12018,795103,14
Manipur,2021,Q1,pincode,10659,795008,14
Manipur,2021,Q1,pincode,10577,795002,14
Manipur,2021,Q1,pincode,10038,795148,14
Manipur,2021,Q1,pincode,9835,795010,14
Manipur,2021,Q1,pincode,9752,795149,14
Manipur,2021,Q2,district,102833,Imphal West,14
Manipur,2021,Q2,district,66388,Imphal East,14
Manipur,2021,Q2,district,31139,Thoubal,14
Manipur,2021,Q2,district,29671,Bishnupur,14
Manipur,2021,Q2,district,25573,Churachandpur,14
Manipur,2021,Q2,district,20703,Kangpokpi,14
Manipur,2021,Q2,district,13816,Kakching,14
Manipur,2021,Q2,district,10142,Ukhrul,14
Manipur,2021,Q2,district,8580,Tamenglong,14
Manipur,2021,Q2,district,6980,Chandel,14
Manipur,2021,Q2,pincode,48527,795004,14
Manipur,2021,Q2,pincode,19987,795001,14
Manipur,2021,Q2,pincode,15383,795138,14
Manipur,2021,Q2,pincode,14912,795133,14
Manipur,2021,Q2,pincode,12882,795103,14
Manipur,2021,Q2,pincode,11401,795008,14
Manipur,2021,Q2,pincode,11348,795002,14
Manipur,2021,Q2,pincode,10740,795148,14
Manipur,2021,Q2,pincode,10542,795010,14
Manipur,2021,Q2,pincode,10473,795149,14
Manipur,2021,Q3,district,110506,Imphal West,14
Manipur,2021,Q3,district,71436,Imphal East,14
Manipur,2021,Q3,district,33478,Thoubal,14
Manipur,2021,Q3,district,31996,Bishnupur,14
Manipur,2021,Q3,district,27600,Churachandpur,14
Manipur,2021,Q3,district,22416,Kangpokpi,14
Manipur,2021,Q3,district,14924,Kakching,14
Manipur,2021,Q3,district,11045,Ukhrul,14
Manipur,2021,Q3,district,9326,Tamenglong,14
Manipur,2021,Q3,district,7597,Chandel,14
Manipur,2021,Q3,pincode,52013,795004,14
Manipur,2021,Q3,pincode,21440,795001,14
Manipur,2021,Q3,pincode,16512,795138,14
Manipur,2021,Q3,pincode,16112,795133,14
Manipur,2021,Q3,pincode,13914,795103,14
Manipur,2021,Q3,pincode,12242,795008,14
Manipur,2021,Q3,pincode,12236,795002,14
Manipur,2021,Q3,pincode,11534,795148,14
Manipur,2021,Q3,pincode,11378,795010,14
Manipur,2021,Q3,pincode,11323,795149,14
Manipur,2021,Q4,district,118056,Imphal West,14
Manipur,2021,Q4,district,76421,Imphal East,14
Manipur,2021,Q4,district,35832,Thoubal,14
Manipur,2021,Q4,district,34316,Bishnupur,14
Manipur,2021,Q4,district,29651,Churachandpur,14
Manipur,2021,Q4,district,24082,Kangpokpi,14
Manipur,2021,Q4,district,15985,Kakching,14
Manipur,2021,Q4,district,11949,Ukhrul,14
Manipur,2021,Q4,district,10063,Tamenglong,14
Manipur,2021,Q4,district,8184,Chandel,14
Manipur,2021,Q4,pincode,55504,795004,14
Manipur,2021,Q4,pincode,22870,795001,14
Manipur,2021,Q4,pincode,17655,795138,14
Manipur,2021,Q4,pincode,17290,795133,14
Manipur,2021,Q4,pincode,14898,795103,14
Manipur,2021,Q4,pincode,13103,795002,14
Manipur,2021,Q4,pincode,13084,795008,14
Manipur,2021,Q4,pincode,12351,795148,14
Manipur,2021,Q4,pincode,12210,795010,14
Manipur,2021,Q4,pincode,12180,795149,14
Manipur,2022,Q1,district,125131,Imphal West,14
Manipur,2022,Q1,district,81134,Imphal East,14
Manipur,2022,Q1,district,38088,Thoubal,14
Manipur,2022,Q1,district,36514,Bishnupur,14
Manipur,2022,Q1,district,31533,Churachandpur,14
Manipur,2022,Q1,district,25589,Kangpokpi,14
Manipur,2022,Q1,district,17014,Kakching,14
Manipur,2022,Q1,district,12728,Ukhrul,14
Manipur,2022,Q1,district,10719,Tamenglong,14
Manipur,2022,Q1,district,8724,Chandel,14
Manipur,2022,Q1,pincode,58698,795004,14
Manipur,2022,Q1,pincode,24200,795001,14
Manipur,2022,Q1,pincode,18698,795138,14
Manipur,2022,Q1,pincode,18416,795133,14
Manipur,2022,Q1,pincode,15858,795103,14
Manipur,2022,Q1,pincode,13936,795002,14
Manipur,2022,Q1,pincode,13884,795008,14
Manipur,2022,Q1,pincode,13156,795148,14
Manipur,2022,Q1,pincode,12970,795010,14
Manipur,2022,Q1,pincode,12932,795149,14
Manipur,2022,Q2,district,131901,Imphal West,14
Manipur,2022,Q2,district,85559,Imphal East,14
Manipur,2022,Q2,district,40196,Thoubal,14
Manipur,2022,Q2,district,38512,Bishnupur,14
Manipur,2022,Q2,district,33293,Churachandpur,14
Manipur,2022,Q2,district,27002,Kangpokpi,14
Manipur,2022,Q2,district,18011,Kakching,14
Manipur,2022,Q2,district,13435,Ukhrul,14
Manipur,2022,Q2,district,11310,Tamenglong,14
Manipur,2022,Q2,district,9201,Chandel,14
Manipur,2022,Q2,pincode,61814,795004,14
Manipur,2022,Q2,pincode,25501,795001,14
Manipur,2022,Q2,pincode,19715,795138,14
Manipur,2022,Q2,pincode,19429,795133,14
Manipur,2022,Q2,pincode,16787,795103,14
Manipur,2022,Q2,pincode,14709,795002,14
Manipur,2022,Q2,pincode,14659,795008,14
Manipur,2022,Q2,pincode,13885,795148,14
Manipur,2022,Q2,pincode,13673,795010,14
Manipur,2022,Q2,pincode,13652,795149,14
Manipur,2022,Q3,district,138892,Imphal West,14
Manipur,2022,Q3,district,90100,Imphal East,14
Manipur,2022,Q3,district,42321,Thoubal,14
Manipur,2022,Q3,district,40486,Bishnupur,14
Manipur,2022,Q3,district,35081,Churachandpur,14
Manipur,2022,Q3,district,28377,Kangpokpi,14
Manipur,2022,Q3,district,18979,Kakching,14
Manipur,2022,Q3,district,14002,Ukhrul,14
Manipur,2022,Q3,district,11830,Tamenglong,14
Manipur,2022,Q3,district,9647,Chandel,14
Manipur,2022,Q3,pincode,65086,795004,14
Manipur,2022,Q3,pincode,26851,795001,14
Manipur,2022,Q3,pincode,20753,795138,14
Manipur,2022,Q3,pincode,20419,795133,14
Manipur,2022,Q3,pincode,17684,795103,14
Manipur,2022,Q3,pincode,15491,795002,14
Manipur,2022,Q3,pincode,15410,795008,14
Manipur,2022,Q3,pincode,14636,795148,14
Manipur,2022,Q3,pincode,14379,795149,14
Manipur,2022,Q3,pincode,14377,795010,14
Manipur,2022,Q4,district,145422,Imphal West,14
Manipur,2022,Q4,district,94344,Imphal East,14
Manipur,2022,Q4,district,44264,Thoubal,14
Manipur,2022,Q4,district,42189,Bishnupur,14
Manipur,2022,Q4,district,36722,Churachandpur,14
Manipur,2022,Q4,district,29563,Kangpokpi,14
Manipur,2022,Q4,district,19797,Kakching,14
Manipur,2022,Q4,district,14415,Ukhrul,14
Manipur,2022,Q4,district,12297,Tamenglong,14
Manipur,2022,Q4,district,9973,Chandel,14
Manipur,2022,Q4,pincode,68237,795004,14
Manipur,2022,Q4,pincode,28149,795001,14
Manipur,2022,Q4,pincode,21736,795138,14
Manipur,2022,Q4,pincode,21231,795133,14
Manipur,2022,Q4,pincode,18448,795103,14
Manipur,2022,Q4,pincode,16213,795002,14
Manipur,2022,Q4,pincode,16111,795008,14
Manipur,2022,Q4,pincode,15321,795148,14
Manipur,2022,Q4,pincode,15025,795149,14
Manipur,2022,Q4,pincode,15009,795010,14
Meghalaya,2018,Q1,district,9310,East Khasi Hills,17
Meghalaya,2018,Q1,district,3671,West Garo Hills,17
Meghalaya,2018,Q1,district,1891,Ribhoi,17
Meghalaya,2018,Q1,district,1419,East Jaintia Hills,17
Meghalaya,2018,Q1,district,736,West Jaintia Hills,17
Meghalaya,2018,Q1,district,343,South Garo Hills,17
Meghalaya,2018,Q1,district,299,South West Garo Hills,17
Meghalaya,2018,Q1,district,299,West Khasi Hills,17
Meghalaya,2018,Q1,district,254,North Garo Hills,17
Meghalaya,2018,Q1,district,236,East Garo Hills,17
Meghalaya,2018,Q1,pincode,2493,793001,17
Meghalaya,2018,Q1,pincode,1386,793002,17
Meghalaya,2018,Q1,pincode,1033,794001,17
Meghalaya,2018,Q1,pincode,999,793210,17
Meghalaya,2018,Q1,pincode,943,793011,17
Meghalaya,2018,Q1,pincode,908,793101,17
Meghalaya,2018,Q1,pincode,855,794105,17
Meghalaya,2018,Q1,pincode,752,794101,17
Meghalaya,2018,Q1,pincode,646,793007,17
Meghalaya,2018,Q1,pincode,613,793004,17
Meghalaya,2018,Q2,district,12907,East Khasi Hills,17
Meghalaya,2018,Q2,district,5289,West Garo Hills,17
Meghalaya,2018,Q2,district,2869,Ribhoi,17
Meghalaya,2018,Q2,district,2051,East Jaintia Hills,17
Meghalaya,2018,Q2,district,1023,West Jaintia Hills,17
Meghalaya,2018,Q2,district,530,South Garo Hills,17
Meghalaya,2018,Q2,district,485,South West Garo Hills,17
Meghalaya,2018,Q2,district,472,West Khasi Hills,17
Meghalaya,2018,Q2,district,445,North Garo Hills,17
Meghalaya,2018,Q2,district,437,East Garo Hills,17
Meghalaya,2018,Q2,pincode,3410,793001,17
Meghalaya,2018,Q2,pincode,1857,793002,17
Meghalaya,2018,Q2,pincode,1430,793210,17
Meghalaya,2018,Q2,pincode,1415,794001,17
Meghalaya,2018,Q2,pincode,1379,793101,17
Meghalaya,2018,Q2,pincode,1320,793011,17
Meghalaya,2018,Q2,pincode,1233,794105,17
Meghalaya,2018,Q2,pincode,1144,794101,17
Meghalaya,2018,Q2,pincode,895,793007,17
Meghalaya,2018,Q2,pincode,878,793004,17
Meghalaya,2018,Q3,district,17543,East Khasi Hills,17
Meghalaya,2018,Q3,district,7529,West Garo Hills,17
Meghalaya,2018,Q3,district,3889,Ribhoi,17
Meghalaya,2018,Q3,district,2886,East Jaintia Hills,17
Meghalaya,2018,Q3,district,1465,West Jaintia Hills,17
Meghalaya,2018,Q3,district,821,South Garo Hills,17
Meghalaya,2018,Q3,district,810,South West Garo Hills,17
Meghalaya,2018,Q3,district,737,North Garo Hills,17
Meghalaya,2018,Q3,district,730,West Khasi Hills,17
Meghalaya,2018,Q3,district,694,East Garo Hills,17
Meghalaya,2018,Q3,pincode,4591,793001,17
Meghalaya,2018,Q3,pincode,2453,793002,17
Meghalaya,2018,Q3,pincode,2006,794001,17
Meghalaya,2018,Q3,pincode,1964,793210,17
Meghalaya,2018,Q3,pincode,1851,793101,17
Meghalaya,2018,Q3,pincode,1798,793011,17
Meghalaya,2018,Q3,pincode,1690,794105,17
Meghalaya,2018,Q3,pincode,1597,794101,17
Meghalaya,2018,Q3,pincode,1242,794104,17
Meghalaya,2018,Q3,pincode,1209,793007,17
Meghalaya,2018,Q4,district,22845,East Khasi Hills,17
Meghalaya,2018,Q4,district,10445,West Garo Hills,17
Meghalaya,2018,Q4,district,5207,Ribhoi,17
Meghalaya,2018,Q4,district,3735,East Jaintia Hills,17
Meghalaya,2018,Q4,district,1861,West Jaintia Hills,17
Meghalaya,2018,Q4,district,1115,South West Garo Hills,17
Meghalaya,2018,Q4,district,1092,North Garo Hills,17
Meghalaya,2018,Q4,district,1067,East Garo Hills,17
Meghalaya,2018,Q4,district,1057,South Garo Hills,17
Meghalaya,2018,Q4,district,957,West Khasi Hills,17
Meghalaya,2018,Q4,pincode,5880,793001,17
Meghalaya,2018,Q4,pincode,3195,793002,17
Meghalaya,2018,Q4,pincode,2785,794001,17
Meghalaya,2018,Q4,pincode,2480,793101,17
Meghalaya,2018,Q4,pincode,2438,793210,17
Meghalaya,2018,Q4,pincode,2340,793011,17
Meghalaya,2018,Q4,pincode,2307,794105,17
Meghalaya,2018,Q4,pincode,2184,794101,17
Meghalaya,2018,Q4,pincode,1774,794104,17
Meghalaya,2018,Q4,pincode,1600,793004,17
Meghalaya,2019,Q1,district,27937,East Khasi Hills,17
Meghalaya,2019,Q1,district,12932,West Garo Hills,17
Meghalaya,2019,Q1,district,6543,Ribhoi,17
Meghalaya,2019,Q1,district,4643,East Jaintia Hills,17
Meghalaya,2019,Q1,district,2276,West Jaintia Hills,17
Meghalaya,2019,Q1,district,1482,North Garo Hills,17
Meghalaya,2019,Q1,district,1434,South West Garo Hills,17
Meghalaya,2019,Q1,district,1424,East Garo Hills,17
Meghalaya,2019,Q1,district,1296,South Garo Hills,17
Meghalaya,2019,Q1,district,1191,West Khasi Hills,17
Meghalaya,2019,Q1,pincode,7108,793001,17
Meghalaya,2019,Q1,pincode,4005,793002,17
Meghalaya,2019,Q1,pincode,3368,794001,17
Meghalaya,2019,Q1,pincode,3084,793101,17
Meghalaya,2019,Q1,pincode,2994,793210,17
Meghalaya,2019,Q1,pincode,2947,793011,17
Meghalaya,2019,Q1,pincode,2884,794105,17
Meghalaya,2019,Q1,pincode,2675,794101,17
Meghalaya,2019,Q1,pincode,2322,794104,17
Meghalaya,2019,Q1,pincode,1970,793007,17
Meghalaya,2019,Q2,district,33377,East Khasi Hills,17
Meghalaya,2019,Q2,district,15673,West Garo Hills,17
Meghalaya,2019,Q2,district,7894,Ribhoi,17
Meghalaya,2019,Q2,district,5580,East Jaintia Hills,17
Meghalaya,2019,Q2,district,2846,West Jaintia Hills,17
Meghalaya,2019,Q2,district,1965,North Garo Hills,17
Meghalaya,2019,Q2,district,1902,South West Garo Hills,17
Meghalaya,2019,Q2,district,1855,East Garo Hills,17
Meghalaya,2019,Q2,district,1640,South Garo Hills,17
Meghalaya,2019,Q2,district,1566,West Khasi Hills,17
Meghalaya,2019,Q2,pincode,8597,793001,17
Meghalaya,2019,Q2,pincode,4984,793002,17
Meghalaya,2019,Q2,pincode,4119,794001,17
Meghalaya,2019,Q2,pincode,3703,793101,17
Meghalaya,2019,Q2,pincode,3445,793210,17
Meghalaya,2019,Q2,pincode,3435,794105,17
Meghalaya,2019,Q2,pincode,3426,793011,17
Meghalaya,2019,Q2,pincode,3166,794101,17
Meghalaya,2019,Q2,pincode,2826,794104,17
Meghalaya,2019,Q2,pincode,2315,793007,17
Meghalaya,2019,Q3,district,38761,East Khasi Hills,17
Meghalaya,2019,Q3,district,18509,West Garo Hills,17
Meghalaya,2019,Q3,district,9007,Ribhoi,17
Meghalaya,2019,Q3,district,6371,East Jaintia Hills,17
Meghalaya,2019,Q3,district,3346,West Jaintia Hills,17
Meghalaya,2019,Q3,district,2403,North Garo Hills,17
Meghalaya,2019,Q3,district,2313,East Garo Hills,17
Meghalaya,2019,Q3,district,2306,South West Garo Hills,17
Meghalaya,2019,Q3,district,2020,South Garo Hills,17
Meghalaya,2019,Q3,district,1838,West Khasi Hills,17
Meghalaya,2019,Q3,pincode,10069,793001,17
Meghalaya,2019,Q3,pincode,5866,793002,17
Meghalaya,2019,Q3,pincode,4860,794001,17
Meghalaya,2019,Q3,pincode,4254,793101,17
Meghalaya,2019,Q3,pincode,4074,793011,17
Meghalaya,2019,Q3,pincode,4031,794105,17
Meghalaya,2019,Q3,pincode,3890,793210,17
Meghalaya,2019,Q3,pincode,3736,794101,17
Meghalaya,2019,Q3,pincode,3358,794104,17
Meghalaya,2019,Q3,pincode,2747,793007,17
Meghalaya,2019,Q4,district,43484,East Khasi Hills,17
Meghalaya,2019,Q4,district,21300,West Garo Hills,17
Meghalaya,2019,Q4,district,10308,Ribhoi,17
Meghalaya,2019,Q4,district,7343,East Jaintia Hills,17
Meghalaya,2019,Q4,district,3946,West Jaintia Hills,17
Meghalaya,2019,Q4,district,2871,North Garo Hills,17
Meghalaya,2019,Q4,district,2788,East Garo Hills,17
Meghalaya,2019,Q4,district,2757,South West Garo Hills,17
Meghalaya,2019,Q4,district,2434,South Garo Hills,17
Meghalaya,2019,Q4,district,2180,West Khasi Hills,17
Meghalaya,2019,Q4,pincode,11243,793001,17
Meghalaya,2019,Q4,pincode,6629,793002,17
Meghalaya,2019,Q4,pincode,5473,794001,17
Meghalaya,2019,Q4,pincode,4803,793101,17
Meghalaya,2019,Q4,pincode,4678,794105,17
Meghalaya,2019,Q4,pincode,4575,793011,17
Meghalaya,2019,Q4,pincode,4376,793210,17
Meghalaya,2019,Q4,pincode,4209,794101,17
Meghalaya,2019,Q4,pincode,3989,794104,17
Meghalaya,2019,Q4,pincode,3067,793007,17
Meghalaya,2020,Q1,district,49251,East Khasi Hills,17
Meghalaya,2020,Q1,district,24124,West Garo Hills,17
Meghalaya,2020,Q1,district,11689,Ribhoi,17
Meghalaya,2020,Q1,district,8368,East Jaintia Hills,17
Meghalaya,2020,Q1,district,4530,West Jaintia Hills,17
Meghalaya,2020,Q1,district,3311,North Garo Hills,17
Meghalaya,2020,Q1,district,3251,East Garo Hills,17
Meghalaya,2020,Q1,district,3234,South West Garo Hills,17
Meghalaya,2020,Q1,district,2810,South Garo Hills,17
Meghalaya,2020,Q1,district,2522,West Khasi Hills,17
Meghalaya,2020,Q1,pincode,12683,793001,17
Meghalaya,2020,Q1,pincode,7456,793002,17
Meghalaya,2020,Q1,pincode,6105,794001,17
Meghalaya,2020,Q1,pincode,5466,793101,17
Meghalaya,2020,Q1,pincode,5314,794105,17
Meghalaya,2020,Q1,pincode,5248,793011,17
Meghalaya,2020,Q1,pincode,4873,793210,17
Meghalaya,2020,Q1,pincode,4682,794101,17
Meghalaya,2020,Q1,pincode,4673,794104,17
Meghalaya,2020,Q1,pincode,3524,793007,17
Meghalaya,2020,Q2,district,57322,East Khasi Hills,17
Meghalaya,2020,Q2,district,29492,West Garo Hills,17
Meghalaya,2020,Q2,district,13550,Ribhoi,17
Meghalaya,2020,Q2,district,9695,East Jaintia Hills,17
Meghalaya,2020,Q2,district,5717,West Jaintia Hills,17
Meghalaya,2020,Q2,district,4318,North Garo Hills,17
Meghalaya,2020,Q2,district,4266,South West Garo Hills,17
Meghalaya,2020,Q2,district,4132,East Garo Hills,17
