,State,Year,Quater,District,Transaction_count,Transaction_amount,id
337,Arunanchal Pradesh,2018,Q1,Upper Subansiri District,735,1358367.5018580484,12
338,Arunanchal Pradesh,2018,Q1,East Kameng District,529,473824.76595106337,12
339,Arunanchal Pradesh,2018,Q1,Lohit District,3747,11496949.54576835,12
340,Arunanchal Pradesh,2018,Q1,Lepa Rada District,288,403149.46702687367,12
341,Arunanchal Pradesh,2018,Q1,Tawang District,2334,5055665.022950603,12
342,Arunanchal Pradesh,2018,Q1,Namsai District,1400,2162984.705083958,12
343,Arunanchal Pradesh,2018,Q2,Lower Dibang Valley District,1827,2561237.506207262,12
344,Arunanchal Pradesh,2018,Q2,Lower Subansiri District,1666,4113742.04406352,12
345,Arunanchal Pradesh,2018,Q2,Longding District,4634,10271170.165521314,12
346,Arunanchal Pradesh,2018,Q2,West Siang District,2579,7610989.567485569,12
347,Arunanchal Pradesh,2018,Q2,Kamle District,12,23654.058373191845,12
348,Arunanchal Pradesh,2018,Q2,Upper Siang District,240,494895.0927715976,12
349,Arunanchal Pradesh,2018,Q2,Tirap District,1903,3126393.764954633,12
350,Arunanchal Pradesh,2018,Q2,Papum Pare District,25363,66520931.20355793,12
351,Arunanchal Pradesh,2018,Q2,Kurung Kumey District,83,123737.2220411206,12
352,Arunanchal Pradesh,2018,Q2,Anjaw District,7,7871.020814692305,12
353,Arunanchal Pradesh,2018,Q2,Siang District,336,740232.6309634304,12
354,Arunanchal Pradesh,2018,Q2,Lower Siang District,2292,2179451.657976534,12
355,Arunanchal Pradesh,2018,Q2,Kra Daadi District,247,987135.9959717204,12
356,Arunanchal Pradesh,2018,Q2,Changlang District,6066,13294258.50337311,12
357,Arunanchal Pradesh,2018,Q2,Pakke Kessang District,48,58359.57138935899,12
358,Arunanchal Pradesh,2018,Q2,Dibang Valley District,68,65769.2036735354,12
359,Arunanchal Pradesh,2018,Q2,West Kameng District,10466,25521321.34140157,12
360,Arunanchal Pradesh,2018,Q2,East Siang District,6363,15285584.202916935,12
361,Arunanchal Pradesh,2018,Q2,Upper Subansiri District,1285,2911910.368920728,12
362,Arunanchal Pradesh,2018,Q2,East Kameng District,522,1825297.4617279812,12
363,Arunanchal Pradesh,2018,Q2,Lohit District,6962,20520618.88189012,12
364,Arunanchal Pradesh,2018,Q2,Lepa Rada District,511,731444.7370576829,12
365,Arunanchal Pradesh,2018,Q2,Tawang District,5447,13722374.811357912,12
366,Arunanchal Pradesh,2018,Q2,Namsai District,3230,6271811.327635023,12
367,Arunanchal Pradesh,2018,Q3,Lower Dibang Valley District,2824,6074558.207066888,12
368,Arunanchal Pradesh,2018,Q3,Lower Subansiri District,2346,5154231.737357968,12
369,Arunanchal Pradesh,2018,Q3,Longding District,5288,18327334.050755527,12
370,Arunanchal Pradesh,2018,Q3,West Siang District,3337,12966152.792519316,12
371,Arunanchal Pradesh,2018,Q3,Kamle District,93,30504.94301319112,12
372,Arunanchal Pradesh,2018,Q3,Upper Siang District,250,743956.1055720671,12
373,Arunanchal Pradesh,2018,Q3,Tirap District,3322,7479257.007852319,12
374,Arunanchal Pradesh,2018,Q3,Papum Pare District,43282,101080479.2917223,12
375,Arunanchal Pradesh,2018,Q3,Kurung Kumey District,255,303027.4066451341,12
376,Arunanchal Pradesh,2018,Q3,Anjaw District,13,95403.67678261214,12
377,Arunanchal Pradesh,2018,Q3,Siang District,615,2141734.499956036,12
378,Arunanchal Pradesh,2018,Q3,Lower Siang District,2625,3045590.882295873,12
379,Arunanchal Pradesh,2018,Q3,Kra Daadi District,436,1606758.4080739785,12
380,Arunanchal Pradesh,2018,Q3,Changlang District,10162,20494174.9497154,12
381,Arunanchal Pradesh,2018,Q3,Pakke Kessang District,165,305164.81707575504,12
382,Arunanchal Pradesh,2018,Q3,Dibang Valley District,29,196466.66696677107,12
383,Arunanchal Pradesh,2018,Q3,West Kameng District,17026,48528147.45054105,12
384,Arunanchal Pradesh,2018,Q3,East Siang District,10539,24885270.773230057,12
385,Arunanchal Pradesh,2018,Q3,Upper Subansiri District,1601,4223297.613673143,12
386,Arunanchal Pradesh,2018,Q3,East Kameng District,1029,3132863.590645522,12
387,Arunanchal Pradesh,2018,Q3,Lohit District,11595,32702331.664437763,12
388,Arunanchal Pradesh,2018,Q3,Lepa Rada District,523,1777602.4370017413,12
389,Arunanchal Pradesh,2018,Q3,Tawang District,8715,25733824.994109266,12
390,Arunanchal Pradesh,2018,Q3,Namsai District,5076,10698272.774381302,12
391,Arunanchal Pradesh,2018,Q4,Lower Dibang Valley District,4227,10951332.393937867,12
392,Arunanchal Pradesh,2018,Q4,Lower Subansiri District,3735,8884930.591487257,12
393,Arunanchal Pradesh,2018,Q4,Longding District,6581,22545311.85089966,12
394,Arunanchal Pradesh,2018,Q4,West Siang District,3813,14013986.244825875,12
395,Arunanchal Pradesh,2018,Q4,Kamle District,247,361497.05682825705,12
396,Arunanchal Pradesh,2018,Q4,Upper Siang District,1041,2157332.9473089008,12
397,Arunanchal Pradesh,2018,Q4,Tirap District,5725,10811742.670586083,12
398,Arunanchal Pradesh,2018,Q4,Papum Pare District,55224,154875448.20778143,12
399,Arunanchal Pradesh,2018,Q4,Kurung Kumey District,444,759686.7195777439,12
400,Arunanchal Pradesh,2018,Q4,Anjaw District,273,495578.19942643447,12
401,Arunanchal Pradesh,2018,Q4,Siang District,822,2176630.237443937,12
402,Arunanchal Pradesh,2018,Q4,Lower Siang District,2883,4533291.201383284,12
403,Arunanchal Pradesh,2018,Q4,Kra Daadi District,750,3254327.442489025,12
404,Arunanchal Pradesh,2018,Q4,Changlang District,13950,32343047.41395236,12
405,Arunanchal Pradesh,2018,Q4,Pakke Kessang District,297,462143.5189972004,12
406,Arunanchal Pradesh,2018,Q4,Dibang Valley District,40,97205.28808666342,12
407,Arunanchal Pradesh,2018,Q4,West Kameng District,25439,89194886.84322134,12
408,Arunanchal Pradesh,2018,Q4,Shi Yomi District,61,42483.80153055695,12
409,Arunanchal Pradesh,2018,Q4,East Siang District,12893,34272134.344916776,12
410,Arunanchal Pradesh,2018,Q4,Upper Subansiri District,2686,8771042.079749444,12
411,Arunanchal Pradesh,2018,Q4,East Kameng District,1750,5936855.710462087,12
412,Arunanchal Pradesh,2018,Q4,Lohit District,14268,40510521.949797615,12
413,Arunanchal Pradesh,2018,Q4,Lepa Rada District,932,3023578.1893019043,12
414,Arunanchal Pradesh,2018,Q4,Tawang District,11104,35921510.89403269,12
415,Arunanchal Pradesh,2018,Q4,Namsai District,7244,17643523.29373534,12
416,Arunanchal Pradesh,2019,Q1,Lower Dibang Valley District,6314,13738776.18143886,12
417,Arunanchal Pradesh,2019,Q1,Lower Subansiri District,4994,12615032.122891838,12
418,Arunanchal Pradesh,2019,Q1,Longding District,7287,25349462.05524537,12
419,Arunanchal Pradesh,2019,Q1,West Siang District,5921,19426751.30123389,12
420,Arunanchal Pradesh,2019,Q1,Kamle District,391,725807.1059240355,12
421,Arunanchal Pradesh,2019,Q1,Upper Siang District,1154,2756678.3077581595,12
422,Arunanchal Pradesh,2019,Q1,Tirap District,6877,14075747.836402504,12
423,Arunanchal Pradesh,2019,Q1,Papum Pare District,70941,188556716.3567257,12
424,Arunanchal Pradesh,2019,Q1,Kurung Kumey District,740,2076644.1215012984,12
425,Arunanchal Pradesh,2019,Q1,Anjaw District,2116,4643030.795590812,12
426,Arunanchal Pradesh,2019,Q1,Siang District,1282,2552682.037255951,12
427,Arunanchal Pradesh,2019,Q1,Lower Siang District,3565,6923301.927893572,12
428,Arunanchal Pradesh,2019,Q1,Kra Daadi District,1070,3797175.484244661,12
429,Arunanchal Pradesh,2019,Q1,Changlang District,17589,40239141.669717625,12
430,Arunanchal Pradesh,2019,Q1,Pakke Kessang District,545,1682922.8373646357,12
431,Arunanchal Pradesh,2019,Q1,Dibang Valley District,102,301591.38639926765,12
432,Arunanchal Pradesh,2019,Q1,West Kameng District,34289,101333633.67604163,12
433,Arunanchal Pradesh,2019,Q1,Shi Yomi District,19,212989.63045272,12
434,Arunanchal Pradesh,2019,Q1,East Siang District,15621,39284373.05409969,12
435,Arunanchal Pradesh,2019,Q1,Upper Subansiri District,3880,14105451.8532433,12
436,Arunanchal Pradesh,2019,Q1,East Kameng District,2688,9107597.731491327,12
437,Arunanchal Pradesh,2019,Q1,Lohit District,15896,42834776.7780453,12
438,Arunanchal Pradesh,2019,Q1,Lepa Rada District,1523,4054526.308789035,12
439,Arunanchal Pradesh,2019,Q1,Tawang District,13102,39489779.13784294,12
440,Arunanchal Pradesh,2019,Q1,Namsai District,8600,20065516.616355177,12
441,Arunanchal Pradesh,2019,Q2,Lower Dibang Valley District,5819,13737167.7479776,12
442,Arunanchal Pradesh,2019,Q2,Lower Subansiri District,5579,14746949.652010633,12
443,Arunanchal Pradesh,2019,Q2,Longding District,6744,23464027.892812617,12
444,Arunanchal Pradesh,2019,Q2,West Siang District,8041,24549832.97718149,12
445,Arunanchal Pradesh,2019,Q2,Kamle District,414,1136776.6962042823,12
446,Arunanchal Pradesh,2019,Q2,Upper Siang District,1079,3993676.3296563537,12
447,Arunanchal Pradesh,2019,Q2,Tirap District,6868,18633793.43372325,12
448,Arunanchal Pradesh,2019,Q2,Papum Pare District,86433,246640891.34861863,12
449,Arunanchal Pradesh,2019,Q2,Kurung Kumey District,1427,4036511.93386158,12
450,Arunanchal Pradesh,2019,Q2,Anjaw District,2473,5220589.920801567,12
451,Arunanchal Pradesh,2019,Q2,Siang District,1654,5373179.351887872,12
452,Arunanchal Pradesh,2019,Q2,Lower Siang District,3791,7075961.239041175,12
453,Arunanchal Pradesh,2019,Q2,Kra Daadi District,1447,4315353.218765283,12
454,Arunanchal Pradesh,2019,Q2,Changlang District,18631,48891048.26477764,12
455,Arunanchal Pradesh,2019,Q2,Pakke Kessang District,687,1750138.0587616218,12
456,Arunanchal Pradesh,2019,Q2,Dibang Valley District,98,214966.6162180208,12
457,Arunanchal Pradesh,2019,Q2,West Kameng District,37430,122521180.7559504,12
458,Arunanchal Pradesh,2019,Q2,Shi Yomi District,13,65209.39364354455,12
459,Arunanchal Pradesh,2019,Q2,East Siang District,16494,46549881.23941852,12
460,Arunanchal Pradesh,2019,Q2,Upper Subansiri District,4827,18395806.566284098,12
461,Arunanchal Pradesh,2019,Q2,East Kameng District,2309,8996397.735290494,12
462,Arunanchal Pradesh,2019,Q2,Lohit District,18693,48893746.8310222,12
463,Arunanchal Pradesh,2019,Q2,Lepa Rada District,2108,5045595.906781289,12
464,Arunanchal Pradesh,2019,Q2,Tawang District,15960,55915834.5871187,12
465,Arunanchal Pradesh,2019,Q2,Namsai District,9637,22491356.65721929,12
466,Arunanchal Pradesh,2019,Q3,Lower Dibang Valley District,8405,15177864.63915902,12
467,Arunanchal Pradesh,2019,Q3,Lower Subansiri District,8828,21059967.49943525,12
468,Arunanchal Pradesh,2019,Q3,Longding District,10269,26620415.01923828,12
469,Arunanchal Pradesh,2019,Q3,West Siang District,11889,30014806.81680297,12
470,Arunanchal Pradesh,2019,Q3,Kamle District,677,968784.5134103608,12
471,Arunanchal Pradesh,2019,Q3,Upper Siang District,1419,3927440.441775221,12
472,Arunanchal Pradesh,2019,Q3,Tirap District,11249,21737827.19336869,12
473,Arunanchal Pradesh,2019,Q3,Papum Pare District,117940,301518075.7016427,12
474,Arunanchal Pradesh,2019,Q3,Kurung Kumey District,1579,3674797.099413435,12
475,Arunanchal Pradesh,2019,Q3,Anjaw District,4230,9665384.074972186,12
476,Arunanchal Pradesh,2019,Q3,Siang District,2640,6888800.898705382,12
477,Arunanchal Pradesh,2019,Q3,Lower Siang District,5348,9507511.569068512,12
478,Arunanchal Pradesh,2019,Q3,Kra Daadi District,2187,5520848.186492377,12
479,Arunanchal Pradesh,2019,Q3,Changlang District,29218,58354823.443366826,12
480,Arunanchal Pradesh,2019,Q3,Pakke Kessang District,977,2145842.2925678995,12
481,Arunanchal Pradesh,2019,Q3,Dibang Valley District,202,675909.9962923382,12
482,Arunanchal Pradesh,2019,Q3,West Kameng District,53939,147186019.8759076,12
483,Arunanchal Pradesh,2019,Q3,Shi Yomi District,27,30367.754712275346,12
484,Arunanchal Pradesh,2019,Q3,East Siang District,22611,58040119.9573143,12
485,Arunanchal Pradesh,2019,Q3,Upper Subansiri District,7803,22099628.49449406,12
486,Arunanchal Pradesh,2019,Q3,East Kameng District,3814,10631335.871797243,12
487,Arunanchal Pradesh,2019,Q3,Lohit District,24505,54539458.21434432,12
488,Arunanchal Pradesh,2019,Q3,Lepa Rada District,2928,4930337.942058578,12
489,Arunanchal Pradesh,2019,Q3,Tawang District,24097,72221026.28393415,12
490,Arunanchal Pradesh,2019,Q3,Namsai District,13453,25507641.015596066,12
491,Arunanchal Pradesh,2019,Q4,Lower Dibang Valley District,10376,21103089.24170351,12
492,Arunanchal Pradesh,2019,Q4,Lower Subansiri District,11806,29634357.48680521,12
493,Arunanchal Pradesh,2019,Q4,Longding District,11018,29245021.393976457,12
494,Arunanchal Pradesh,2019,Q4,West Siang District,14581,39460255.46641725,12
495,Arunanchal Pradesh,2019,Q4,Kamle District,999,1620922.3277442688,12
496,Arunanchal Pradesh,2019,Q4,Upper Siang District,4165,12739585.638734035,12
497,Arunanchal Pradesh,2019,Q4,Tirap District,16459,38467790.7269052,12
498,Arunanchal Pradesh,2019,Q4,Papum Pare District,143272,378838002.3434037,12
499,Arunanchal Pradesh,2019,Q4,Kurung Kumey District,1343,4526789.748638094,12
500,Arunanchal Pradesh,2019,Q4,Anjaw District,5417,11887950.534618177,12
501,Arunanchal Pradesh,2019,Q4,Siang District,4756,8833695.424992222,12
502,Arunanchal Pradesh,2019,Q4,Lower Siang District,6628,11985865.259161524,12
503,Arunanchal Pradesh,2019,Q4,Kra Daadi District,2830,7804936.327522229,12
504,Arunanchal Pradesh,2019,Q4,Changlang District,33963,71874990.9639822,12
505,Arunanchal Pradesh,2019,Q4,Pakke Kessang District,1194,2287739.012092396,12
506,Arunanchal Pradesh,2019,Q4,Dibang Valley District,267,1240493.0270471391,12
507,Arunanchal Pradesh,2019,Q4,West Kameng District,66740,198205637.5005544,12
508,Arunanchal Pradesh,2019,Q4,Shi Yomi District,232,170772.72677991798,12
509,Arunanchal Pradesh,2019,Q4,East Siang District,26605,72075285.44344108,12
510,Arunanchal Pradesh,2019,Q4,Upper Subansiri District,9285,28319761.873849638,12
511,Arunanchal Pradesh,2019,Q4,East Kameng District,5646,19408662.74847077,12
512,Arunanchal Pradesh,2019,Q4,Lohit District,29281,67502324.59236205,12
513,Arunanchal Pradesh,2019,Q4,Lepa Rada District,4245,8888753.875914622,12
514,Arunanchal Pradesh,2019,Q4,Tawang District,30077,91949243.6071119,12
515,Arunanchal Pradesh,2019,Q4,Namsai District,18290,32501252.235055383,12
516,Arunanchal Pradesh,2020,Q1,Lower Dibang Valley District,14400,29552510.9414332,12
517,Arunanchal Pradesh,2020,Q1,Lower Subansiri District,15770,34273250.7179902,12
518,Arunanchal Pradesh,2020,Q1,Longding District,13240,35267439.983279385,12
519,Arunanchal Pradesh,2020,Q1,West Siang District,19728,47929440.73153875,12
520,Arunanchal Pradesh,2020,Q1,Kamle District,1434,3418975.8263023924,12
521,Arunanchal Pradesh,2020,Q1,Upper Siang District,7055,17820679.64619372,12
522,Arunanchal Pradesh,2020,Q1,Tirap District,18369,40877851.79372531,12
523,Arunanchal Pradesh,2020,Q1,Papum Pare District,180373,457430754.1595316,12
524,Arunanchal Pradesh,2020,Q1,Kurung Kumey District,2294,5942677.061635139,12
525,Arunanchal Pradesh,2020,Q1,Anjaw District,5025,12808735.858744403,12
526,Arunanchal Pradesh,2020,Q1,Siang District,5136,11962344.13711079,12
527,Arunanchal Pradesh,2020,Q1,Lower Siang District,8047,15520255.403975137,12
528,Arunanchal Pradesh,2020,Q1,Kra Daadi District,3407,10045462.795181291,12
529,Arunanchal Pradesh,2020,Q1,Changlang District,43858,93461363.58699805,12
530,Arunanchal Pradesh,2020,Q1,Pakke Kessang District,2044,3425821.315796173,12
531,Arunanchal Pradesh,2020,Q1,Dibang Valley District,397,878784.5955219769,12
532,Arunanchal Pradesh,2020,Q1,West Kameng District,75363,198712422.2374845,12
533,Arunanchal Pradesh,2020,Q1,Shi Yomi District,117,566189.9936512378,12
534,Arunanchal Pradesh,2020,Q1,East Siang District,33743,82011539.42531273,12
535,Arunanchal Pradesh,2020,Q1,Upper Subansiri District,12313,33686711.81345673,12
536,Arunanchal Pradesh,2020,Q1,East Kameng District,7379,20456070.89377439,12
537,Arunanchal Pradesh,2020,Q1,Lohit District,36985,83701268.27182505,12
538,Arunanchal Pradesh,2020,Q1,Lepa Rada District,5721,11137993.767266007,12
539,Arunanchal Pradesh,2020,Q1,Tawang District,31865,84425193.41571434,12
540,Arunanchal Pradesh,2020,Q1,Namsai District,23112,46444942.9567038,12
541,Arunanchal Pradesh,2020,Q2,Lower Dibang Valley District,26234,42360072.52689613,12
542,Arunanchal Pradesh,2020,Q2,Lower Subansiri District,25703,46133123.51739679,12
543,Arunanchal Pradesh,2020,Q2,Longding District,20664,54678022.50234371,12
544,Arunanchal Pradesh,2020,Q2,West Siang District,32777,72790231.05472675,12
545,Arunanchal Pradesh,2020,Q2,Kamle District,2397,4126243.0778709752,12
546,Arunanchal Pradesh,2020,Q2,Upper Siang District,10899,28048492.10512026,12
547,Arunanchal Pradesh,2020,Q2,Tirap District,28830,63497030.840810165,12
548,Arunanchal Pradesh,2020,Q2,Papum Pare District,221728,535085907.3404856,12
549,Arunanchal Pradesh,2020,Q2,Kurung Kumey District,3847,11359743.457053192,12
550,Arunanchal Pradesh,2020,Q2,Anjaw District,7617,18795023.531477228,12
551,Arunanchal Pradesh,2020,Q2,Siang District,9827,18585670.46796793,12
552,Arunanchal Pradesh,2020,Q2,Lower Siang District,13321,23571085.32253689,12
553,Arunanchal Pradesh,2020,Q2,Kra Daadi District,5264,15730996.227462549,12
554,Arunanchal Pradesh,2020,Q2,Changlang District,69279,128572447.99797386,12
555,Arunanchal Pradesh,2020,Q2,Pakke Kessang District,3558,4635272.064395212,12
556,Arunanchal Pradesh,2020,Q2,Dibang Valley District,966,2559724.836918968,12
557,Arunanchal Pradesh,2020,Q2,West Kameng District,95421,251395972.22505817,12
558,Arunanchal Pradesh,2020,Q2,Shi Yomi District,302,1222863.4358782358,12
559,Arunanchal Pradesh,2020,Q2,East Siang District,55680,112693868.8099896,12
560,Arunanchal Pradesh,2020,Q2,Upper Subansiri District,18056,43140688.970285244,12
561,Arunanchal Pradesh,2020,Q2,East Kameng District,11791,40506284.272980645,12
562,Arunanchal Pradesh,2020,Q2,Lohit District,56541,114730675.47714493,12
563,Arunanchal Pradesh,2020,Q2,Lepa Rada District,8601,16064862.366431035,12
564,Arunanchal Pradesh,2020,Q2,Tawang District,44499,121561732.24171816,12
565,Arunanchal Pradesh,2020,Q2,Namsai District,34972,54870798.31404532,12
566,Arunanchal Pradesh,2020,Q3,Lower Dibang Valley District,27655,63469161.328603886,12
567,Arunanchal Pradesh,2020,Q3,Lower Subansiri District,26596,59707234.22223007,12
568,Arunanchal Pradesh,2020,Q3,Longding District,21445,63273209.984560445,12
569,Arunanchal Pradesh,2020,Q3,West Siang District,34295,92449732.96070343,12
570,Arunanchal Pradesh,2020,Q3,Kamle District,2618,5300885.9328534985,12
571,Arunanchal Pradesh,2020,Q3,Upper Siang District,12707,40210852.98915006,12
