,State,Year,Quater,District,Registered_user,App_opening,id
8258,Manipur,2020,Q4,Imphal East District,57282,660654,14
8259,Manipur,2020,Q4,Thoubal District,26858,319570,14
8260,Manipur,2020,Q4,Kakching District,11913,132864,14
8261,Manipur,2020,Q4,Jiribam District,4621,65672,14
8262,Manipur,2020,Q4,Ukhrul District,8651,120435,14
8263,Manipur,2020,Q4,Tamenglong District,7322,110430,14
8264,Manipur,2020,Q4,Kamjong District,1333,27975,14
8265,Manipur,2020,Q4,Chandel District,5987,120650,14
8266,Manipur,2020,Q4,Bishnupur District,25629,335291,14
8267,Manipur,2020,Q4,Senapati District,1513,113530,14
8268,Manipur,2020,Q4,Pherzawl District,533,9387,14
8269,Manipur,2020,Q4,Churachandpur District,21960,300081,14
8270,Manipur,2020,Q4,Tengnoupal District,5537,88105,14
8271,Manipur,2020,Q4,Imphal West District,88777,1055039,14
8272,Manipur,2021,Q1,Kangpokpi District,19239,252420,14
8273,Manipur,2021,Q1,Noney District,3286,55982,14
8274,Manipur,2021,Q1,Imphal East District,62004,693766,14
8275,Manipur,2021,Q1,Thoubal District,29072,314602,14
8276,Manipur,2021,Q1,Kakching District,12888,123152,14
8277,Manipur,2021,Q1,Jiribam District,5045,68826,14
8278,Manipur,2021,Q1,Ukhrul District,9372,97569,14
8279,Manipur,2021,Q1,Tamenglong District,7960,102778,14
8280,Manipur,2021,Q1,Kamjong District,1481,28955,14
8281,Manipur,2021,Q1,Chandel District,6467,107475,14
8282,Manipur,2021,Q1,Bishnupur District,27615,304856,14
8283,Manipur,2021,Q1,Senapati District,1655,102591,14
8284,Manipur,2021,Q1,Pherzawl District,607,9375,14
8285,Manipur,2021,Q1,Churachandpur District,23827,278146,14
8286,Manipur,2021,Q1,Tengnoupal District,6049,83331,14
8287,Manipur,2021,Q1,Imphal West District,96101,1085403,14
8288,Manipur,2021,Q2,Kangpokpi District,20703,699332,14
8289,Manipur,2021,Q2,Noney District,3566,233348,14
8290,Manipur,2021,Q2,Imphal East District,66388,698750,14
8291,Manipur,2021,Q2,Thoubal District,31139,379556,14
8292,Manipur,2021,Q2,Kakching District,13816,179017,14
8293,Manipur,2021,Q2,Jiribam District,5468,145822,14
8294,Manipur,2021,Q2,Ukhrul District,10142,369390,14
8295,Manipur,2021,Q2,Tamenglong District,8580,377885,14
8296,Manipur,2021,Q2,Kamjong District,1619,186560,14
8297,Manipur,2021,Q2,Chandel District,6980,399269,14
8298,Manipur,2021,Q2,Bishnupur District,29671,486636,14
8299,Manipur,2021,Q2,Senapati District,1769,1295855,14
8300,Manipur,2021,Q2,Pherzawl District,663,77344,14
8301,Manipur,2021,Q2,Churachandpur District,25573,552013,14
8302,Manipur,2021,Q2,Tengnoupal District,6499,242939,14
8303,Manipur,2021,Q2,Imphal West District,102833,945286,14
8304,Manipur,2021,Q3,Kangpokpi District,22416,874800,14
8305,Manipur,2021,Q3,Noney District,3902,300472,14
8306,Manipur,2021,Q3,Imphal East District,71436,954175,14
8307,Manipur,2021,Q3,Thoubal District,33478,486022,14
8308,Manipur,2021,Q3,Kakching District,14924,239828,14
8309,Manipur,2021,Q3,Jiribam District,5941,184052,14
8310,Manipur,2021,Q3,Ukhrul District,11045,513136,14
8311,Manipur,2021,Q3,Tamenglong District,9326,574128,14
8312,Manipur,2021,Q3,Kamjong District,1791,242167,14
8313,Manipur,2021,Q3,Chandel District,7597,522067,14
8314,Manipur,2021,Q3,Bishnupur District,31996,674139,14
8315,Manipur,2021,Q3,Senapati District,1958,1711032,14
8316,Manipur,2021,Q3,Pherzawl District,778,100880,14
8317,Manipur,2021,Q3,Churachandpur District,27600,839576,14
8318,Manipur,2021,Q3,Tengnoupal District,7055,355522,14
8319,Manipur,2021,Q3,Imphal West District,110506,1171776,14
8320,Manipur,2021,Q4,Kangpokpi District,24082,578502,14
8321,Manipur,2021,Q4,Noney District,4235,106691,14
8322,Manipur,2021,Q4,Imphal East District,76421,1343041,14
8323,Manipur,2021,Q4,Thoubal District,35832,671715,14
8324,Manipur,2021,Q4,Kakching District,15985,254045,14
8325,Manipur,2021,Q4,Jiribam District,6397,142268,14
8326,Manipur,2021,Q4,Ukhrul District,11949,228837,14
8327,Manipur,2021,Q4,Tamenglong District,10063,231717,14
8328,Manipur,2021,Q4,Kamjong District,1996,47690,14
8329,Manipur,2021,Q4,Chandel District,8184,224700,14
8330,Manipur,2021,Q4,Bishnupur District,34316,600342,14
8331,Manipur,2021,Q4,Senapati District,2157,232274,14
8332,Manipur,2021,Q4,Pherzawl District,865,17410,14
8333,Manipur,2021,Q4,Churachandpur District,29651,620822,14
8334,Manipur,2021,Q4,Tengnoupal District,7557,215328,14
8335,Manipur,2021,Q4,Imphal West District,118056,2087912,14
8336,Manipur,2022,Q1,Kangpokpi District,25589,1969108,14
8337,Manipur,2022,Q1,Noney District,4525,821300,14
8338,Manipur,2022,Q1,Imphal East District,81134,1040166,14
8339,Manipur,2022,Q1,Thoubal District,38088,521538,14
8340,Manipur,2022,Q1,Kakching District,17014,331592,14
8341,Manipur,2022,Q1,Jiribam District,6842,373094,14
8342,Manipur,2022,Q1,Ukhrul District,12728,1325142,14
8343,Manipur,2022,Q1,Tamenglong District,10719,2895585,14
8344,Manipur,2022,Q1,Kamjong District,2128,830279,14
8345,Manipur,2022,Q1,Chandel District,8724,1216929,14
8346,Manipur,2022,Q1,Bishnupur District,36514,1296613,14
8347,Manipur,2022,Q1,Senapati District,2286,5363948,14
8348,Manipur,2022,Q1,Pherzawl District,918,309373,14
8349,Manipur,2022,Q1,Churachandpur District,31533,2171488,14
8350,Manipur,2022,Q1,Tengnoupal District,8027,930673,14
8351,Manipur,2022,Q1,Imphal West District,125131,1240919,14
8352,Manipur,2022,Q2,Kangpokpi District,27002,2652308,14
8353,Manipur,2022,Q2,Noney District,4807,782172,14
8354,Manipur,2022,Q2,Imphal East District,85559,1009956,14
8355,Manipur,2022,Q2,Thoubal District,40196,729093,14
8356,Manipur,2022,Q2,Kakching District,18011,298365,14
8357,Manipur,2022,Q2,Jiribam District,7232,574516,14
8358,Manipur,2022,Q2,Ukhrul District,13435,1538651,14
8359,Manipur,2022,Q2,Tamenglong District,11310,2791772,14
8360,Manipur,2022,Q2,Kamjong District,2243,651682,14
8361,Manipur,2022,Q2,Chandel District,9201,1642357,14
8362,Manipur,2022,Q2,Bishnupur District,38512,1216775,14
8363,Manipur,2022,Q2,Senapati District,2402,7596610,14
8364,Manipur,2022,Q2,Pherzawl District,964,283123,14
8365,Manipur,2022,Q2,Churachandpur District,33293,1675207,14
8366,Manipur,2022,Q2,Tengnoupal District,8495,1241856,14
8367,Manipur,2022,Q2,Imphal West District,131901,1552457,14
8368,Manipur,2022,Q3,Kangpokpi District,28377,2498405,14
8369,Manipur,2022,Q3,Noney District,4992,776128,14
8370,Manipur,2022,Q3,Imphal East District,90100,1520203,14
8371,Manipur,2022,Q3,Thoubal District,42321,605201,14
8372,Manipur,2022,Q3,Kakching District,18979,463388,14
8373,Manipur,2022,Q3,Jiribam District,7633,390013,14
8374,Manipur,2022,Q3,Ukhrul District,14002,1741319,14
8375,Manipur,2022,Q3,Tamenglong District,11830,1854644,14
8376,Manipur,2022,Q3,Kamjong District,2326,588199,14
8377,Manipur,2022,Q3,Chandel District,9647,1296492,14
8378,Manipur,2022,Q3,Bishnupur District,40486,1279672,14
8379,Manipur,2022,Q3,Senapati District,2492,8069839,14
8380,Manipur,2022,Q3,Pherzawl District,992,549638,14
8381,Manipur,2022,Q3,Churachandpur District,35081,1521481,14
8382,Manipur,2022,Q3,Tengnoupal District,8913,1270292,14
8383,Manipur,2022,Q3,Imphal West District,138892,1586429,14
8384,Manipur,2022,Q4,Kangpokpi District,29563,997497,14
8385,Manipur,2022,Q4,Noney District,5121,153249,14
8386,Manipur,2022,Q4,Imphal East District,94344,2264733,14
8387,Manipur,2022,Q4,Thoubal District,44264,1137408,14
8388,Manipur,2022,Q4,Kakching District,19797,442534,14
8389,Manipur,2022,Q4,Jiribam District,8001,231713,14
8390,Manipur,2022,Q4,Ukhrul District,14415,369769,14
8391,Manipur,2022,Q4,Tamenglong District,12297,355040,14
8392,Manipur,2022,Q4,Kamjong District,2341,96400,14
8393,Manipur,2022,Q4,Chandel District,9973,371016,14
8394,Manipur,2022,Q4,Bishnupur District,42189,976227,14
8395,Manipur,2022,Q4,Senapati District,2553,489136,14
8396,Manipur,2022,Q4,Pherzawl District,995,27901,14
8397,Manipur,2022,Q4,Churachandpur District,36722,715234,14
8398,Manipur,2022,Q4,Tengnoupal District,9295,356200,14
8399,Manipur,2022,Q4,Imphal West District,145422,3478675,14
8400,Meghalaya,2018,Q1,North Garo Hills District,254,0,17
8401,Meghalaya,2018,Q1,South West Khasi Hills District,55,0,17
8402,Meghalaya,2018,Q1,West Garo Hills District,3671,0,17
8403,Meghalaya,2018,Q1,South Garo Hills District,343,0,17
8404,Meghalaya,2018,Q1,East Jaintia Hills District,1419,0,17
8405,Meghalaya,2018,Q1,South West Garo Hills District,299,0,17
8406,Meghalaya,2018,Q1,East Khasi Hills District,9310,0,17
8407,Meghalaya,2018,Q1,East Garo Hills District,236,0,17
8408,Meghalaya,2018,Q1,Ribhoi District,1891,0,17
8409,Meghalaya,2018,Q1,West Jaintia Hills District,736,0,17
8410,Meghalaya,2018,Q1,West Khasi Hills District,299,0,17
8411,Meghalaya,2018,Q2,North Garo Hills District,445,0,17
8412,Meghalaya,2018,Q2,South West Khasi Hills District,110,0,17
8413,Meghalaya,2018,Q2,West Garo Hills District,5289,0,17
8414,Meghalaya,2018,Q2,South Garo Hills District,530,0,17
8415,Meghalaya,2018,Q2,East Jaintia Hills District,2051,0,17
8416,Meghalaya,2018,Q2,South West Garo Hills District,485,0,17
8417,Meghalaya,2018,Q2,East Khasi Hills District,12907,0,17
8418,Meghalaya,2018,Q2,East Garo Hills District,437,0,17
8419,Meghalaya,2018,Q2,Ribhoi District,2869,0,17
8420,Meghalaya,2018,Q2,West Jaintia Hills District,1023,0,17
8421,Meghalaya,2018,Q2,West Khasi Hills District,472,0,17
8422,Meghalaya,2018,Q3,North Garo Hills District,737,0,17
8423,Meghalaya,2018,Q3,South West Khasi Hills District,177,0,17
8424,Meghalaya,2018,Q3,West Garo Hills District,7529,0,17
8425,Meghalaya,2018,Q3,South Garo Hills District,821,0,17
8426,Meghalaya,2018,Q3,East Jaintia Hills District,2886,0,17
8427,Meghalaya,2018,Q3,South West Garo Hills District,810,0,17
8428,Meghalaya,2018,Q3,East Khasi Hills District,17543,0,17
8429,Meghalaya,2018,Q3,East Garo Hills District,694,0,17
8430,Meghalaya,2018,Q3,Ribhoi District,3889,0,17
8431,Meghalaya,2018,Q3,West Jaintia Hills District,1465,0,17
8432,Meghalaya,2018,Q3,West Khasi Hills District,730,0,17
8433,Meghalaya,2018,Q4,North Garo Hills District,1092,0,17
8434,Meghalaya,2018,Q4,South West Khasi Hills District,253,0,17
8435,Meghalaya,2018,Q4,West Garo Hills District,10445,0,17
8436,Meghalaya,2018,Q4,South Garo Hills District,1057,0,17
8437,Meghalaya,2018,Q4,East Jaintia Hills District,3735,0,17
8438,Meghalaya,2018,Q4,South West Garo Hills District,1115,0,17
8439,Meghalaya,2018,Q4,East Khasi Hills District,22845,0,17
8440,Meghalaya,2018,Q4,East Garo Hills District,1067,0,17
8441,Meghalaya,2018,Q4,Ribhoi District,5207,0,17
8442,Meghalaya,2018,Q4,West Jaintia Hills District,1861,0,17
8443,Meghalaya,2018,Q4,West Khasi Hills District,957,0,17
8444,Meghalaya,2019,Q1,North Garo Hills District,1482,0,17
8445,Meghalaya,2019,Q1,South West Khasi Hills District,329,0,17
8446,Meghalaya,2019,Q1,West Garo Hills District,12932,0,17
8447,Meghalaya,2019,Q1,South Garo Hills District,1296,0,17
8448,Meghalaya,2019,Q1,East Jaintia Hills District,4643,0,17
8449,Meghalaya,2019,Q1,South West Garo Hills District,1434,0,17
8450,Meghalaya,2019,Q1,East Khasi Hills District,27937,0,17
8451,Meghalaya,2019,Q1,East Garo Hills District,1424,0,17
8452,Meghalaya,2019,Q1,Ribhoi District,6543,0,17
8453,Meghalaya,2019,Q1,West Jaintia Hills District,2276,0,17
8454,Meghalaya,2019,Q1,West Khasi Hills District,1191,0,17
8455,Meghalaya,2019,Q2,North Garo Hills District,1965,8905,17
8456,Meghalaya,2019,Q2,South West Khasi Hills District,448,2506,17
8457,Meghalaya,2019,Q2,West Garo Hills District,15673,72876,17
8458,Meghalaya,2019,Q2,South Garo Hills District,1640,7558,17
8459,Meghalaya,2019,Q2,East Jaintia Hills District,5580,38147,17
8460,Meghalaya,2019,Q2,South West Garo Hills District,1902,9442,17
8461,Meghalaya,2019,Q2,East Khasi Hills District,33377,175058,17
8462,Meghalaya,2019,Q2,East Garo Hills District,1855,9573,17
8463,Meghalaya,2019,Q2,Ribhoi District,7894,51958,17
8464,Meghalaya,2019,Q2,West Jaintia Hills District,2846,11316,17
8465,Meghalaya,2019,Q2,West Khasi Hills District,1566,8425,17
8466,Meghalaya,2019,Q3,North Garo Hills District,2403,32901,17
8467,Meghalaya,2019,Q3,South West Khasi Hills District,521,10278,17
8468,Meghalaya,2019,Q3,West Garo Hills District,18509,258510,17
8469,Meghalaya,2019,Q3,South Garo Hills District,2020,27451,17
8470,Meghalaya,2019,Q3,East Jaintia Hills District,6371,131205,17
8471,Meghalaya,2019,Q3,South West Garo Hills District,2306,36115,17
8472,Meghalaya,2019,Q3,East Khasi Hills District,38761,608108,17
8473,Meghalaya,2019,Q3,East Garo Hills District,2313,32036,17
8474,Meghalaya,2019,Q3,Ribhoi District,9007,185794,17
8475,Meghalaya,2019,Q3,West Jaintia Hills District,3346,38914,17
8476,Meghalaya,2019,Q3,West Khasi Hills District,1838,26502,17
8477,Meghalaya,2019,Q4,North Garo Hills District,2871,39381,17
8478,Meghalaya,2019,Q4,South West Khasi Hills District,619,12271,17
8479,Meghalaya,2019,Q4,West Garo Hills District,21300,279541,17
8480,Meghalaya,2019,Q4,South Garo Hills District,2434,30886,17
8481,Meghalaya,2019,Q4,East Jaintia Hills District,7343,145362,17
8482,Meghalaya,2019,Q4,South West Garo Hills District,2757,41158,17
8483,Meghalaya,2019,Q4,East Khasi Hills District,43484,626975,17
8484,Meghalaya,2019,Q4,East Garo Hills District,2788,37883,17
8485,Meghalaya,2019,Q4,Ribhoi District,10308,204050,17
8486,Meghalaya,2019,Q4,West Jaintia Hills District,3946,47102,17
8487,Meghalaya,2019,Q4,West Khasi Hills District,2180,25933,17
8488,Meghalaya,2020,Q1,North Garo Hills District,3311,45211,17
8489,Meghalaya,2020,Q1,South West Khasi Hills District,724,14636,17
8490,Meghalaya,2020,Q1,West Garo Hills District,24124,338577,17
8491,Meghalaya,2020,Q1,South Garo Hills District,2810,43923,17
8492,Meghalaya,2020,Q1,East Jaintia Hills District,8368,174603,17
8493,Meghalaya,2020,Q1,South West Garo Hills District,3234,50775,17
8494,Meghalaya,2020,Q1,East Khasi Hills District,49251,671640,17
8495,Meghalaya,2020,Q1,East Garo Hills District,3251,47574,17
8496,Meghalaya,2020,Q1,Ribhoi District,11689,234367,17
8497,Meghalaya,2020,Q1,West Jaintia Hills District,4530,59509,17
8498,Meghalaya,2020,Q1,West Khasi Hills District,2522,35396,17
8499,Meghalaya,2020,Q2,North Garo Hills District,4318,75310,17
8500,Meghalaya,2020,Q2,South West Khasi Hills District,934,21859,17
8501,Meghalaya,2020,Q2,West Garo Hills District,29492,479767,17
8502,Meghalaya,2020,Q2,South Garo Hills District,3590,61880,17
8503,Meghalaya,2020,Q2,East Jaintia Hills District,9695,208825,17
8504,Meghalaya,2020,Q2,South West Garo Hills District,4266,89389,17
8505,Meghalaya,2020,Q2,East Khasi Hills District,57322,821770,17
8506,Meghalaya,2020,Q2,East Garo Hills District,4132,73258,17
8507,Meghalaya,2020,Q2,Ribhoi District,13550,231180,17
8508,Meghalaya,2020,Q2,West Jaintia Hills District,5717,87706,17
8509,Meghalaya,2020,Q2,West Khasi Hills District,3195,54309,17
8510,Meghalaya,2020,Q3,North Garo Hills District,5242,81708,17
8511,Meghalaya,2020,Q3,South West Khasi Hills District,1169,22236,17
8512,Meghalaya,2020,Q3,West Garo Hills District,34201,541797,17
8513,Meghalaya,2020,Q3,South Garo Hills District,4370,72019,17
8514,Meghalaya,2020,Q3,East Jaintia Hills District,11084,213957,17
8515,Meghalaya,2020,Q3,South West Garo Hills District,5082,86439,17
8516,Meghalaya,2020,Q3,East Khasi Hills District,65268,878005,17
8517,Meghalaya,2020,Q3,East Garo Hills District,5002,81354,17
8518,Meghalaya,2020,Q3,Ribhoi District,15427,256534,17
8519,Meghalaya,2020,Q3,West Jaintia Hills District,6997,95731,17
8520,Meghalaya,2020,Q3,West Khasi Hills District,3899,54754,17
8521,Meghalaya,2020,Q4,North Garo Hills District,5914,92098,17
8522,Meghalaya,2020,Q4,South West Khasi Hills District,1364,26083,17
8523,Meghalaya,2020,Q4,West Garo Hills District,37988,606770,17
8524,Meghalaya,2020,Q4,South Garo Hills District,5006,78371,17
8525,Meghalaya,2020,Q4,East Jaintia Hills District,12337,244254,17
8526,Meghalaya,2020,Q4,South West Garo Hills District,5772,90481,17
8527,Meghalaya,2020,Q4,East Khasi Hills District,72639,1022983,17
8528,Meghalaya,2020,Q4,East Garo Hills District,5777,92633,17
8529,Meghalaya,2020,Q4,Ribhoi District,17198,324447,17
8530,Meghalaya,2020,Q4,West Jaintia Hills District,7968,105256,17
8531,Meghalaya,2020,Q4,West Khasi Hills District,4484,62541,17
8532,Meghalaya,2021,Q1,North Garo Hills District,6392,87414,17
8533,Meghalaya,2021,Q1,South West Khasi Hills District,1479,25803,17
8534,Meghalaya,2021,Q1,West Garo Hills District,40993,624759,17
8535,Meghalaya,2021,Q1,South Garo Hills District,5439,81330,17
8536,Meghalaya,2021,Q1,East Jaintia Hills District,13460,304466,17
8537,Meghalaya,2021,Q1,South West Garo Hills District,6276,81312,17
8538,Meghalaya,2021,Q1,East Khasi Hills District,78429,1079909,17
8539,Meghalaya,2021,Q1,East Garo Hills District,6237,84371,17
8540,Meghalaya,2021,Q1,Ribhoi District,18641,402509,17
8541,Meghalaya,2021,Q1,West Jaintia Hills District,8665,98578,17
8542,Meghalaya,2021,Q1,West Khasi Hills District,4858,68575,17
8543,Meghalaya,2021,Q2,North Garo Hills District,6951,373360,17
8544,Meghalaya,2021,Q2,South West Khasi Hills District,1616,186895,17
8545,Meghalaya,2021,Q2,West Garo Hills District,44151,1729335,17
8546,Meghalaya,2021,Q2,South Garo Hills District,5922,423241,17
8547,Meghalaya,2021,Q2,East Jaintia Hills District,14530,750075,17
8548,Meghalaya,2021,Q2,South West Garo Hills District,6835,368339,17
8549,Meghalaya,2021,Q2,East Khasi Hills District,84124,1511469,17
8550,Meghalaya,2021,Q2,East Garo Hills District,6754,388838,17
8551,Meghalaya,2021,Q2,Ribhoi District,20098,773596,17
8552,Meghalaya,2021,Q2,West Jaintia Hills District,9409,426978,17
8553,Meghalaya,2021,Q2,West Khasi Hills District,5296,358678,17
8554,Meghalaya,2021,Q3,North Garo Hills District,7584,514829,17
8555,Meghalaya,2021,Q3,South West Khasi Hills District,1802,266385,17
8556,Meghalaya,2021,Q3,West Garo Hills District,47869,2349399,17
8557,Meghalaya,2021,Q3,South Garo Hills District,6442,552240,17
8558,Meghalaya,2021,Q3,East Jaintia Hills District,15847,986899,17
8559,Meghalaya,2021,Q3,South West Garo Hills District,7531,527856,17
8560,Meghalaya,2021,Q3,East Khasi Hills District,90505,2044296,17
8561,Meghalaya,2021,Q3,East Garo Hills District,7389,652951,17
8562,Meghalaya,2021,Q3,Ribhoi District,21875,973925,17
8563,Meghalaya,2021,Q3,West Jaintia Hills District,10337,591674,17
8564,Meghalaya,2021,Q3,West Khasi Hills District,5884,492502,17
8565,Meghalaya,2021,Q4,North Garo Hills District,8212,217752,17
8566,Meghalaya,2021,Q4,South West Khasi Hills District,1986,47102,17
8567,Meghalaya,2021,Q4,West Garo Hills District,51617,1414661,17
8568,Meghalaya,2021,Q4,South Garo Hills District,7005,153237,17
8569,Meghalaya,2021,Q4,East Jaintia Hills District,17115,672885,17
8570,Meghalaya,2021,Q4,South West Garo Hills District,8197,209067,17
8571,Meghalaya,2021,Q4,East Khasi Hills District,96942,1850500,17
8572,Meghalaya,2021,Q4,East Garo Hills District,8015,210176,17
8573,Meghalaya,2021,Q4,Ribhoi District,23562,898927,17
8574,Meghalaya,2021,Q4,West Jaintia Hills District,11189,221642,17
8575,Meghalaya,2021,Q4,West Khasi Hills District,6428,152645,17
8576,Meghalaya,2022,Q1,North Garo Hills District,8795,1305426,17
8577,Meghalaya,2022,Q1,South West Khasi Hills District,2130,919454,17
8578,Meghalaya,2022,Q1,West Garo Hills District,55028,5145619,17
8579,Meghalaya,2022,Q1,South Garo Hills District,7508,1362153,17
8580,Meghalaya,2022,Q1,East Jaintia Hills District,18301,2282567,17
8581,Meghalaya,2022,Q1,South West Garo Hills District,8758,1573185,17
8582,Meghalaya,2022,Q1,East Khasi Hills District,102838,3580903,17
8583,Meghalaya,2022,Q1,East Garo Hills District,8578,1693715,17
8584,Meghalaya,2022,Q1,Ribhoi District,25112,2465091,17
8585,Meghalaya,2022,Q1,West Jaintia Hills District,11952,1483829,17
8586,Meghalaya,2022,Q1,West Khasi Hills District,6839,1822164,17
8587,Meghalaya,2022,Q2,North Garo Hills District,9312,1591079,17
8588,Meghalaya,2022,Q2,South West Khasi Hills District,2239,967828,17
8589,Meghalaya,2022,Q2,West Garo Hills District,58178,5515309,17
8590,Meghalaya,2022,Q2,South Garo Hills District,7922,1552068,17
8591,Meghalaya,2022,Q2,East Jaintia Hills District,19314,2579775,17
8592,Meghalaya,2022,Q2,South West Garo Hills District,9266,2085169,17
8593,Meghalaya,2022,Q2,East Khasi Hills District,108330,4295381,17
8594,Meghalaya,2022,Q2,East Garo Hills District,9052,1824456,17
8595,Meghalaya,2022,Q2,Ribhoi District,26541,3111276,17
8596,Meghalaya,2022,Q2,West Jaintia Hills District,12593,1661994,17
8597,Meghalaya,2022,Q2,West Khasi Hills District,7196,2274657,17
8598,Meghalaya,2022,Q3,North Garo Hills District,9773,1455727,17
8599,Meghalaya,2022,Q3,South West Khasi Hills District,2308,1476090,17
8600,Meghalaya,2022,Q3,West Garo Hills District,61273,6088916,17
8601,Meghalaya,2022,Q3,South Garo Hills District,8265,1884547,17
8602,Meghalaya,2022,Q3,East Jaintia Hills District,20320,2781426,17
8603,Meghalaya,2022,Q3,South West Garo Hills District,9735,1989507,17
8604,Meghalaya,2022,Q3,East Khasi Hills District,113816,5964535,17
8605,Meghalaya,2022,Q3,East Garo Hills District,9484,2483744,17
8606,Meghalaya,2022,Q3,Ribhoi District,27844,4219195,17
8607,Meghalaya,2022,Q3,West Jaintia Hills District,13176,1931694,17
8608,Meghalaya,2022,Q3,West Khasi Hills District,7493,2320754,17
8609,Meghalaya,2022,Q4,North Garo Hills District,10145,337500,17
8610,Meghalaya,2022,Q4,South West Khasi Hills District,2366,71535,17
8611,Meghalaya,2022,Q4,West Garo Hills District,63792,2577134,17
8612,Meghalaya,2022,Q4,South Garo Hills District,8553,345912,17
8613,Meghalaya,2022,Q4,East Jaintia Hills District,21201,1128114,17
8614,Meghalaya,2022,Q4,South West Garo Hills District,10062,354549,17
8615,Meghalaya,2022,Q4,East Khasi Hills District,118978,2783731,17
8616,Meghalaya,2022,Q4,East Garo Hills District,9846,353379,17
8617,Meghalaya,2022,Q4,Ribhoi District,29041,1539014,17
8618,Meghalaya,2022,Q4,West Jaintia Hills District,13633,372211,17
8619,Meghalaya,2022,Q4,West Khasi Hills District,7705,242845,17
8620,Mizoram,2018,Q1,Serchhip District,299,0,15
8621,Mizoram,2018,Q1,Aizawl District,4550,0,15
8622,Mizoram,2018,Q1,Lunglei District,879,0,15
8623,Mizoram,2018,Q1,Mamit District,316,0,15
8624,Mizoram,2018,Q1,Lawngtlai District,474,0,15
8625,Mizoram,2018,Q1,Kolasib District,486,0,15
8626,Mizoram,2018,Q1,Champhai District,358,0,15
8627,Mizoram,2018,Q1,Saiha District,231,0,15
8628,Mizoram,2018,Q2,Serchhip District,440,0,15
8629,Mizoram,2018,Q2,Aizawl District,6211,0,15
8630,Mizoram,2018,Q2,Lunglei District,1241,0,15
8631,Mizoram,2018,Q2,Mamit District,435,0,15
8632,Mizoram,2018,Q2,Lawngtlai District,607,0,15
8633,Mizoram,2018,Q2,Kolasib District,692,0,15
8634,Mizoram,2018,Q2,Champhai District,501,0,15
8635,Mizoram,2018,Q2,Saiha District,295,0,15
8636,Mizoram,2018,Q3,Serchhip District,633,0,15
8637,Mizoram,2018,Q3,Aizawl District,8460,0,15
8638,Mizoram,2018,Q3,Lunglei District,1751,0,15
8639,Mizoram,2018,Q3,Mamit District,599,0,15
8640,Mizoram,2018,Q3,Lawngtlai District,922,0,15
8641,Mizoram,2018,Q3,Kolasib District,1012,0,15
8642,Mizoram,2018,Q3,Champhai District,729,0,15
8643,Mizoram,2018,Q3,Saiha District,396,0,15
8644,Mizoram,2018,Q4,Serchhip District,857,0,15
8645,Mizoram,2018,Q4,Aizawl District,11131,0,15
8646,Mizoram,2018,Q4,Lunglei District,2391,0,15
8647,Mizoram,2018,Q4,Mamit District,835,0,15
8648,Mizoram,2018,Q4,Lawngtlai District,1254,0,15
8649,Mizoram,2018,Q4,Kolasib District,1393,0,15
8650,Mizoram,2018,Q4,Champhai District,1001,0,15
8651,Mizoram,2018,Q4,Saiha District,503,0,15
8652,Mizoram,2019,Q1,Serchhip District,1047,0,15
8653,Mizoram,2019,Q1,Aizawl District,13422,0,15
8654,Mizoram,2019,Q1,Lunglei District,2910,0,15
8655,Mizoram,2019,Q1,Mamit District,1096,0,15
8656,Mizoram,2019,Q1,Lawngtlai District,1648,0,15
8657,Mizoram,2019,Q1,Kolasib District,1730,0,15
8658,Mizoram,2019,Q1,Champhai District,1179,0,15
8659,Mizoram,2019,Q1,Saiha District,638,0,15
8660,Mizoram,2019,Q2,Serchhip District,1295,6610,15
8661,Mizoram,2019,Q2,Aizawl District,15934,70288,15
8662,Mizoram,2019,Q2,Lunglei District,3575,18099,15
8663,Mizoram,2019,Q2,Mamit District,1428,8927,15
8664,Mizoram,2019,Q2,Lawngtlai District,2133,10945,15
8665,Mizoram,2019,Q2,Kolasib District,2120,10299,15
8666,Mizoram,2019,Q2,Champhai District,1429,4109,15
8667,Mizoram,2019,Q2,Saiha District,782,3748,15
8668,Mizoram,2019,Q3,Serchhip District,1512,24464,15
8669,Mizoram,2019,Q3,Aizawl District,18992,240545,15
8670,Mizoram,2019,Q3,Lunglei District,4197,61478,15
8671,Mizoram,2019,Q3,Mamit District,1655,30424,15
8672,Mizoram,2019,Q3,Lawngtlai District,2647,34294,15
8673,Mizoram,2019,Q3,Kolasib District,2497,35460,15
8674,Mizoram,2019,Q3,Champhai District,1733,16362,15
8675,Mizoram,2019,Q3,Saiha District,901,14807,15
8676,Mizoram,2019,Q4,Serchhip District,1735,27104,15
8677,Mizoram,2019,Q4,Aizawl District,21865,272225,15
8678,Mizoram,2019,Q4,Lunglei District,4926,69976,15
8679,Mizoram,2019,Q4,Mamit District,1996,38555,15
8680,Mizoram,2019,Q4,Lawngtlai District,3255,40784,15
8681,Mizoram,2019,Q4,Kolasib District,2929,45961,15
8682,Mizoram,2019,Q4,Champhai District,2067,21506,15
8683,Mizoram,2019,Q4,Saiha District,1036,13057,15
8684,Mizoram,2020,Q1,Serchhip District,1992,32938,15
8685,Mizoram,2020,Q1,Aizawl District,25253,311082,15
8686,Mizoram,2020,Q1,Lunglei District,5778,88472,15
8687,Mizoram,2020,Q1,Mamit District,2379,47970,15
