,State,Year,Quater,District,Registered_user,App_opening,id
3512,Gujarat,2020,Q4,Patan District,227441,4369785,24
3513,Gujarat,2020,Q4,Kachchh District,466855,8257809,24
3514,Gujarat,2020,Q4,Surendranagar District,216954,3173754,24
3515,Gujarat,2020,Q4,Morbi District,188790,2691060,24
3516,Gujarat,2021,Q1,Anand District,395164,5855859,24
3517,Gujarat,2021,Q1,Jamnagar District,267315,3413685,24
3518,Gujarat,2021,Q1,Devbhumi Dwarka District,91653,1125352,24
3519,Gujarat,2021,Q1,Rajkot District,677301,7803138,24
3520,Gujarat,2021,Q1,Aravallis District,146811,2774336,24
3521,Gujarat,2021,Q1,Chhotaudepur District,61097,970270,24
3522,Gujarat,2021,Q1,Botad District,126302,1642524,24
3523,Gujarat,2021,Q1,Bharuch District,548541,12399575,24
3524,Gujarat,2021,Q1,Bhavnagar District,450462,5750612,24
3525,Gujarat,2021,Q1,Junagadh District,192500,2001820,24
3526,Gujarat,2021,Q1,Mahesana District,500511,9595361,24
3527,Gujarat,2021,Q1,The Dangs District,17658,350858,24
3528,Gujarat,2021,Q1,Kheda District,304909,4828751,24
3529,Gujarat,2021,Q1,Surat District,2458596,41476549,24
3530,Gujarat,2021,Q1,Porbandar District,67063,725183,24
3531,Gujarat,2021,Q1,Gandhinagar District,615315,13654781,24
3532,Gujarat,2021,Q1,Panch Mahals District,197602,3236700,24
3533,Gujarat,2021,Q1,Narmada District,54427,1070694,24
3534,Gujarat,2021,Q1,Gir Somnath District,163763,2007742,24
3535,Gujarat,2021,Q1,Valsad District,489062,10057529,24
3536,Gujarat,2021,Q1,Mahisagar District,88343,1262035,24
3537,Gujarat,2021,Q1,Sabar Kantha District,259578,5343748,24
3538,Gujarat,2021,Q1,Tapi District,102144,1963282,24
3539,Gujarat,2021,Q1,Vadodara District,1053954,20042908,24
3540,Gujarat,2021,Q1,Banas Kantha District,598384,12443664,24
3541,Gujarat,2021,Q1,Amreli District,189252,2198433,24
3542,Gujarat,2021,Q1,Ahmadabad District,2999575,63813424,24
3543,Gujarat,2021,Q1,Dohad District,144445,2338472,24
3544,Gujarat,2021,Q1,Navsari District,216841,3189672,24
3545,Gujarat,2021,Q1,Patan District,246083,4877445,24
3546,Gujarat,2021,Q1,Kachchh District,505517,9800171,24
3547,Gujarat,2021,Q1,Surendranagar District,234429,3456434,24
3548,Gujarat,2021,Q1,Morbi District,205529,3261867,24
3549,Gujarat,2021,Q2,Anand District,422965,5154924,24
3550,Gujarat,2021,Q2,Jamnagar District,287113,5057707,24
3551,Gujarat,2021,Q2,Devbhumi Dwarka District,98957,3134118,24
3552,Gujarat,2021,Q2,Rajkot District,726817,9593985,24
3553,Gujarat,2021,Q2,Aravallis District,158083,5332899,24
3554,Gujarat,2021,Q2,Chhotaudepur District,66155,3188155,24
3555,Gujarat,2021,Q2,Botad District,135845,3457428,24
3556,Gujarat,2021,Q2,Bharuch District,588777,12729351,24
3557,Gujarat,2021,Q2,Bhavnagar District,483224,7322593,24
3558,Gujarat,2021,Q2,Junagadh District,207118,4070018,24
3559,Gujarat,2021,Q2,Mahesana District,536645,9759520,24
3560,Gujarat,2021,Q2,The Dangs District,19033,1976849,24
3561,Gujarat,2021,Q2,Kheda District,327251,5529938,24
3562,Gujarat,2021,Q2,Surat District,2633443,29247704,24
3563,Gujarat,2021,Q2,Porbandar District,72172,1437404,24
3564,Gujarat,2021,Q2,Gandhinagar District,658428,9936713,24
3565,Gujarat,2021,Q2,Panch Mahals District,212616,4678402,24
3566,Gujarat,2021,Q2,Narmada District,58790,3238851,24
3567,Gujarat,2021,Q2,Gir Somnath District,176061,3419888,24
3568,Gujarat,2021,Q2,Valsad District,524614,9184319,24
3569,Gujarat,2021,Q2,Mahisagar District,95143,3203297,24
3570,Gujarat,2021,Q2,Sabar Kantha District,278539,7088156,24
3571,Gujarat,2021,Q2,Tapi District,109719,4093925,24
3572,Gujarat,2021,Q2,Vadodara District,1127636,15605412,24
3573,Gujarat,2021,Q2,Banas Kantha District,645073,18355543,24
3574,Gujarat,2021,Q2,Amreli District,204136,5600950,24
3575,Gujarat,2021,Q2,Ahmadabad District,3209841,43943326,24
3576,Gujarat,2021,Q2,Dohad District,155988,5021344,24
3577,Gujarat,2021,Q2,Navsari District,232448,4010253,24
3578,Gujarat,2021,Q2,Patan District,265040,6916848,24
3579,Gujarat,2021,Q2,Kachchh District,543585,17784778,24
3580,Gujarat,2021,Q2,Surendranagar District,253097,8057144,24
3581,Gujarat,2021,Q2,Morbi District,221629,5300801,24
3582,Gujarat,2021,Q3,Anand District,454516,6900160,24
3583,Gujarat,2021,Q3,Jamnagar District,309842,6879580,24
3584,Gujarat,2021,Q3,Devbhumi Dwarka District,107517,4310397,24
3585,Gujarat,2021,Q3,Rajkot District,782611,13876245,24
3586,Gujarat,2021,Q3,Aravallis District,171101,6762291,24
3587,Gujarat,2021,Q3,Chhotaudepur District,72071,3853239,24
3588,Gujarat,2021,Q3,Botad District,146842,4926482,24
3589,Gujarat,2021,Q3,Bharuch District,634589,16949930,24
3590,Gujarat,2021,Q3,Bhavnagar District,520764,9381379,24
3591,Gujarat,2021,Q3,Junagadh District,223916,5211050,24
3592,Gujarat,2021,Q3,Mahesana District,578072,12920050,24
3593,Gujarat,2021,Q3,The Dangs District,20709,2684008,24
3594,Gujarat,2021,Q3,Kheda District,352948,7212127,24
3595,Gujarat,2021,Q3,Surat District,2830392,40635199,24
3596,Gujarat,2021,Q3,Porbandar District,78063,1911079,24
3597,Gujarat,2021,Q3,Gandhinagar District,706654,13323374,24
3598,Gujarat,2021,Q3,Panch Mahals District,229915,6133463,24
3599,Gujarat,2021,Q3,Narmada District,63821,4425170,24
3600,Gujarat,2021,Q3,Gir Somnath District,190336,4151926,24
3601,Gujarat,2021,Q3,Valsad District,565423,11974387,24
3602,Gujarat,2021,Q3,Mahisagar District,103140,3964068,24
3603,Gujarat,2021,Q3,Sabar Kantha District,300258,9248561,24
3604,Gujarat,2021,Q3,Tapi District,118730,5066590,24
3605,Gujarat,2021,Q3,Vadodara District,1210266,20471153,24
3606,Gujarat,2021,Q3,Banas Kantha District,698841,25209534,24
3607,Gujarat,2021,Q3,Amreli District,221334,7968878,24
3608,Gujarat,2021,Q3,Ahmadabad District,3445024,59071276,24
3609,Gujarat,2021,Q3,Dohad District,169037,6295402,24
3610,Gujarat,2021,Q3,Navsari District,250233,5157919,24
3611,Gujarat,2021,Q3,Patan District,287021,9346449,24
3612,Gujarat,2021,Q3,Kachchh District,587589,25294185,24
3613,Gujarat,2021,Q3,Surendranagar District,274891,10995970,24
3614,Gujarat,2021,Q3,Morbi District,240295,7475630,24
3615,Gujarat,2021,Q4,Anand District,485306,9981987,24
3616,Gujarat,2021,Q4,Jamnagar District,331942,6896774,24
3617,Gujarat,2021,Q4,Devbhumi Dwarka District,115900,2359435,24
3618,Gujarat,2021,Q4,Rajkot District,837869,15665197,24
3619,Gujarat,2021,Q4,Aravallis District,183617,5917538,24
3620,Gujarat,2021,Q4,Chhotaudepur District,77777,1850678,24
3621,Gujarat,2021,Q4,Botad District,157462,4378199,24
3622,Gujarat,2021,Q4,Bharuch District,679705,23721158,24
3623,Gujarat,2021,Q4,Bhavnagar District,558013,10583117,24
3624,Gujarat,2021,Q4,Junagadh District,240022,3983195,24
3625,Gujarat,2021,Q4,Mahesana District,618376,18408357,24
3626,Gujarat,2021,Q4,The Dangs District,22325,682005,24
3627,Gujarat,2021,Q4,Kheda District,377827,8810443,24
3628,Gujarat,2021,Q4,Surat District,3026960,70043416,24
3629,Gujarat,2021,Q4,Porbandar District,83713,1326247,24
3630,Gujarat,2021,Q4,Gandhinagar District,754369,23172671,24
3631,Gujarat,2021,Q4,Panch Mahals District,246694,6699089,24
3632,Gujarat,2021,Q4,Narmada District,68577,2219237,24
3633,Gujarat,2021,Q4,Gir Somnath District,204170,4304710,24
3634,Gujarat,2021,Q4,Valsad District,605655,20362236,24
3635,Gujarat,2021,Q4,Mahisagar District,110939,2564905,24
3636,Gujarat,2021,Q4,Sabar Kantha District,321717,10478837,24
3637,Gujarat,2021,Q4,Tapi District,127186,3764085,24
3638,Gujarat,2021,Q4,Vadodara District,1292097,33004408,24
3639,Gujarat,2021,Q4,Banas Kantha District,751116,29341685,24
3640,Gujarat,2021,Q4,Amreli District,237874,5251219,24
3641,Gujarat,2021,Q4,Ahmadabad District,3679243,106054208,24
3642,Gujarat,2021,Q4,Dohad District,181787,5398314,24
3643,Gujarat,2021,Q4,Navsari District,267352,5803020,24
3644,Gujarat,2021,Q4,Patan District,308499,9755228,24
3645,Gujarat,2021,Q4,Kachchh District,630878,20539880,24
3646,Gujarat,2021,Q4,Surendranagar District,295801,7294918,24
3647,Gujarat,2021,Q4,Morbi District,258433,7229813,24
3648,Gujarat,2022,Q1,Anand District,514400,7167547,24
3649,Gujarat,2022,Q1,Jamnagar District,352844,11272088,24
3650,Gujarat,2022,Q1,Devbhumi Dwarka District,123599,10163939,24
3651,Gujarat,2022,Q1,Rajkot District,889499,21835586,24
3652,Gujarat,2022,Q1,Aravallis District,195778,13826407,24
3653,Gujarat,2022,Q1,Chhotaudepur District,83102,9593557,24
3654,Gujarat,2022,Q1,Botad District,167646,11054773,24
3655,Gujarat,2022,Q1,Bharuch District,722367,22613416,24
3656,Gujarat,2022,Q1,Bhavnagar District,593259,14665634,24
3657,Gujarat,2022,Q1,Junagadh District,255421,10584411,24
3658,Gujarat,2022,Q1,Mahesana District,656908,15122677,24
3659,Gujarat,2022,Q1,The Dangs District,23744,5058807,24
3660,Gujarat,2022,Q1,Kheda District,401982,10309975,24
3661,Gujarat,2022,Q1,Surat District,3210535,25388620,24
3662,Gujarat,2022,Q1,Porbandar District,89084,3467401,24
3663,Gujarat,2022,Q1,Gandhinagar District,799301,9240181,24
3664,Gujarat,2022,Q1,Panch Mahals District,263066,11638061,24
3665,Gujarat,2022,Q1,Narmada District,73152,10102922,24
3666,Gujarat,2022,Q1,Gir Somnath District,217816,7182103,24
3667,Gujarat,2022,Q1,Valsad District,643742,11625495,24
3668,Gujarat,2022,Q1,Mahisagar District,118430,8605093,24
3669,Gujarat,2022,Q1,Sabar Kantha District,342020,15498082,24
3670,Gujarat,2022,Q1,Tapi District,135297,8491029,24
3671,Gujarat,2022,Q1,Vadodara District,1368210,17275828,24
3672,Gujarat,2022,Q1,Banas Kantha District,802470,50103535,24
3673,Gujarat,2022,Q1,Amreli District,253714,21192598,24
3674,Gujarat,2022,Q1,Ahmadabad District,3897869,37428068,24
3675,Gujarat,2022,Q1,Dohad District,194298,13091132,24
3676,Gujarat,2022,Q1,Navsari District,283795,7740515,24
3677,Gujarat,2022,Q1,Patan District,329312,17459087,24
3678,Gujarat,2022,Q1,Kachchh District,671465,46433002,24
3679,Gujarat,2022,Q1,Surendranagar District,315677,22854956,24
3680,Gujarat,2022,Q1,Morbi District,275512,13690414,24
3681,Gujarat,2022,Q2,Anand District,541890,7236033,24
3682,Gujarat,2022,Q2,Jamnagar District,372354,12188995,24
3683,Gujarat,2022,Q2,Devbhumi Dwarka District,130591,13208562,24
3684,Gujarat,2022,Q2,Rajkot District,937863,24500393,24
3685,Gujarat,2022,Q2,Aravallis District,206898,17033575,24
3686,Gujarat,2022,Q2,Chhotaudepur District,87903,11318925,24
3687,Gujarat,2022,Q2,Botad District,177233,13628450,24
3688,Gujarat,2022,Q2,Bharuch District,762752,24641932,24
3689,Gujarat,2022,Q2,Bhavnagar District,626197,18525992,24
3690,Gujarat,2022,Q2,Junagadh District,269699,12317381,24
3691,Gujarat,2022,Q2,Mahesana District,692794,17872342,24
3692,Gujarat,2022,Q2,The Dangs District,25026,6868251,24
3693,Gujarat,2022,Q2,Kheda District,424243,11926637,24
3694,Gujarat,2022,Q2,Surat District,3385398,25782369,24
3695,Gujarat,2022,Q2,Porbandar District,93938,4290977,24
3696,Gujarat,2022,Q2,Gandhinagar District,841732,8826550,24
3697,Gujarat,2022,Q2,Panch Mahals District,277783,13730984,24
3698,Gujarat,2022,Q2,Narmada District,77313,12964941,24
3699,Gujarat,2022,Q2,Gir Somnath District,230290,9190564,24
3700,Gujarat,2022,Q2,Valsad District,679340,13855143,24
3701,Gujarat,2022,Q2,Mahisagar District,125105,10788262,24
3702,Gujarat,2022,Q2,Sabar Kantha District,360675,18555269,24
3703,Gujarat,2022,Q2,Tapi District,142824,10380992,24
3704,Gujarat,2022,Q2,Vadodara District,1440949,19565706,24
3705,Gujarat,2022,Q2,Banas Kantha District,849884,61411670,24
3706,Gujarat,2022,Q2,Amreli District,268232,28086720,24
3707,Gujarat,2022,Q2,Ahmadabad District,4105172,37385392,24
3708,Gujarat,2022,Q2,Dohad District,205476,16850083,24
3709,Gujarat,2022,Q2,Navsari District,299199,10087059,24
3710,Gujarat,2022,Q2,Patan District,348256,20058579,24
3711,Gujarat,2022,Q2,Kachchh District,709339,53661492,24
3712,Gujarat,2022,Q2,Surendranagar District,333698,26953553,24
3713,Gujarat,2022,Q2,Morbi District,291550,16249663,24
3714,Gujarat,2022,Q3,Anand District,570211,7663778,24
3715,Gujarat,2022,Q3,Jamnagar District,391677,15828687,24
3716,Gujarat,2022,Q3,Devbhumi Dwarka District,136943,15945131,24
3717,Gujarat,2022,Q3,Rajkot District,986904,31404029,24
3718,Gujarat,2022,Q3,Aravallis District,217755,19551310,24
3719,Gujarat,2022,Q3,Chhotaudepur District,92089,13788338,24
3720,Gujarat,2022,Q3,Botad District,186625,15729417,24
3721,Gujarat,2022,Q3,Bharuch District,803845,24985089,24
3722,Gujarat,2022,Q3,Bhavnagar District,659228,22529367,24
3723,Gujarat,2022,Q3,Junagadh District,283145,13570972,24
3724,Gujarat,2022,Q3,Mahesana District,729723,21478805,24
3725,Gujarat,2022,Q3,The Dangs District,26180,8364976,24
3726,Gujarat,2022,Q3,Kheda District,446779,13172712,24
3727,Gujarat,2022,Q3,Surat District,3567767,25192019,24
3728,Gujarat,2022,Q3,Porbandar District,98587,4938585,24
3729,Gujarat,2022,Q3,Gandhinagar District,885535,9731484,24
3730,Gujarat,2022,Q3,Panch Mahals District,292755,16286040,24
3731,Gujarat,2022,Q3,Narmada District,81169,12729908,24
3732,Gujarat,2022,Q3,Gir Somnath District,242764,10375694,24
3733,Gujarat,2022,Q3,Valsad District,716467,15625470,24
3734,Gujarat,2022,Q3,Mahisagar District,131554,12902389,24
3735,Gujarat,2022,Q3,Sabar Kantha District,379718,21747099,24
3736,Gujarat,2022,Q3,Tapi District,149968,10482703,24
3737,Gujarat,2022,Q3,Vadodara District,1515556,19765164,24
3738,Gujarat,2022,Q3,Banas Kantha District,896869,77028892,24
3739,Gujarat,2022,Q3,Amreli District,281819,32567387,24
3740,Gujarat,2022,Q3,Ahmadabad District,4319512,39280139,24
3741,Gujarat,2022,Q3,Dohad District,216199,19811697,24
3742,Gujarat,2022,Q3,Navsari District,314617,9787723,24
3743,Gujarat,2022,Q3,Patan District,367059,22613364,24
3744,Gujarat,2022,Q3,Kachchh District,747079,60380130,24
3745,Gujarat,2022,Q3,Surendranagar District,351078,34325117,24
3746,Gujarat,2022,Q3,Morbi District,307545,19538289,24
3747,Gujarat,2022,Q4,Anand District,596600,13791621,24
3748,Gujarat,2022,Q4,Jamnagar District,409567,11777204,24
3749,Gujarat,2022,Q4,Devbhumi Dwarka District,142445,4626888,24
3750,Gujarat,2022,Q4,Rajkot District,1033159,27915336,24
3751,Gujarat,2022,Q4,Aravallis District,227402,10450616,24
3752,Gujarat,2022,Q4,Chhotaudepur District,95806,3500701,24
3753,Gujarat,2022,Q4,Botad District,195219,8669321,24
3754,Gujarat,2022,Q4,Bharuch District,842519,37564473,24
3755,Gujarat,2022,Q4,Bhavnagar District,690130,18372408,24
3756,Gujarat,2022,Q4,Junagadh District,294941,6587448,24
3757,Gujarat,2022,Q4,Mahesana District,763693,29019487,24
3758,Gujarat,2022,Q4,The Dangs District,27218,1087847,24
3759,Gujarat,2022,Q4,Kheda District,467640,15216766,24
3760,Gujarat,2022,Q4,Surat District,3747780,110323166,24
3761,Gujarat,2022,Q4,Porbandar District,102643,2175841,24
3762,Gujarat,2022,Q4,Gandhinagar District,927585,35387014,24
3763,Gujarat,2022,Q4,Panch Mahals District,306278,12634353,24
3764,Gujarat,2022,Q4,Narmada District,84596,3758056,24
3765,Gujarat,2022,Q4,Gir Somnath District,254045,7658775,24
3766,Gujarat,2022,Q4,Valsad District,751767,32968847,24
3767,Gujarat,2022,Q4,Mahisagar District,137511,5028578,24
3768,Gujarat,2022,Q4,Sabar Kantha District,397066,17276367,24
3769,Gujarat,2022,Q4,Tapi District,156189,6355677,24
3770,Gujarat,2022,Q4,Vadodara District,1587831,48909823,24
3771,Gujarat,2022,Q4,Banas Kantha District,939693,54467383,24
3772,Gujarat,2022,Q4,Amreli District,293382,9446129,24
3773,Gujarat,2022,Q4,Ahmadabad District,4530853,157291084,24
3774,Gujarat,2022,Q4,Dohad District,226068,11309950,24
3775,Gujarat,2022,Q4,Navsari District,328740,8737777,24
3776,Gujarat,2022,Q4,Patan District,384293,15704430,24
3777,Gujarat,2022,Q4,Kachchh District,781383,35644500,24
3778,Gujarat,2022,Q4,Surendranagar District,366161,13510037,24
3779,Gujarat,2022,Q4,Morbi District,322150,13816692,24
3780,Haryana,2018,Q1,Yamunanagar District,46198,0,6
3781,Haryana,2018,Q1,Sonipat District,79638,0,6
3782,Haryana,2018,Q1,Jind District,51815,0,6
3783,Haryana,2018,Q1,Rohtak District,62452,0,6
3784,Haryana,2018,Q1,Faridabad District,231504,0,6
3785,Haryana,2018,Q1,Mahendragarh District,45460,0,6
3786,Haryana,2018,Q1,Hisar District,113872,0,6
3787,Haryana,2018,Q1,Karnal District,73612,0,6
3788,Haryana,2018,Q1,Fatehabad District,48955,0,6
3789,Haryana,2018,Q1,Palwal District,48774,0,6
3790,Haryana,2018,Q1,Charkhi Dadri District,14712,0,6
3791,Haryana,2018,Q1,Ambala District,54127,0,6
3792,Haryana,2018,Q1,Rewari District,85350,0,6
3793,Haryana,2018,Q1,Panchkula District,41867,0,6
3794,Haryana,2018,Q1,Bhiwani District,57585,0,6
3795,Haryana,2018,Q1,Sirsa District,70800,0,6
3796,Haryana,2018,Q1,Mewat District,29541,0,6
3797,Haryana,2018,Q1,Panipat District,74739,0,6
3798,Haryana,2018,Q1,Gurugram District,474081,0,6
3799,Haryana,2018,Q1,Kaithal District,41222,0,6
3800,Haryana,2018,Q1,Kurukshetra District,47932,0,6
3801,Haryana,2018,Q1,Jhajjar District,53121,0,6
3802,Haryana,2018,Q2,Yamunanagar District,62261,0,6
3803,Haryana,2018,Q2,Sonipat District,106837,0,6
3804,Haryana,2018,Q2,Jind District,68635,0,6
3805,Haryana,2018,Q2,Rohtak District,82822,0,6
3806,Haryana,2018,Q2,Faridabad District,306358,0,6
3807,Haryana,2018,Q2,Mahendragarh District,60336,0,6
3808,Haryana,2018,Q2,Hisar District,147599,0,6
3809,Haryana,2018,Q2,Karnal District,98276,0,6
3810,Haryana,2018,Q2,Fatehabad District,63066,0,6
3811,Haryana,2018,Q2,Palwal District,64886,0,6
3812,Haryana,2018,Q2,Charkhi Dadri District,19559,0,6
3813,Haryana,2018,Q2,Ambala District,73358,0,6
3814,Haryana,2018,Q2,Rewari District,113056,0,6
3815,Haryana,2018,Q2,Panchkula District,56729,0,6
3816,Haryana,2018,Q2,Bhiwani District,75485,0,6
3817,Haryana,2018,Q2,Sirsa District,91908,0,6
3818,Haryana,2018,Q2,Mewat District,41358,0,6
3819,Haryana,2018,Q2,Panipat District,101243,0,6
3820,Haryana,2018,Q2,Gurugram District,621718,0,6
3821,Haryana,2018,Q2,Kaithal District,55832,0,6
3822,Haryana,2018,Q2,Kurukshetra District,64186,0,6
3823,Haryana,2018,Q2,Jhajjar District,71713,0,6
3824,Haryana,2018,Q3,Yamunanagar District,77303,0,6
3825,Haryana,2018,Q3,Sonipat District,132705,0,6
3826,Haryana,2018,Q3,Jind District,84500,0,6
3827,Haryana,2018,Q3,Rohtak District,101649,0,6
3828,Haryana,2018,Q3,Faridabad District,383316,0,6
3829,Haryana,2018,Q3,Mahendragarh District,74545,0,6
3830,Haryana,2018,Q3,Hisar District,176380,0,6
3831,Haryana,2018,Q3,Karnal District,121471,0,6
3832,Haryana,2018,Q3,Fatehabad District,75108,0,6
3833,Haryana,2018,Q3,Palwal District,81688,0,6
3834,Haryana,2018,Q3,Charkhi Dadri District,24373,0,6
3835,Haryana,2018,Q3,Ambala District,92472,0,6
3836,Haryana,2018,Q3,Rewari District,138368,0,6
3837,Haryana,2018,Q3,Panchkula District,71245,0,6
3838,Haryana,2018,Q3,Bhiwani District,92291,0,6
3839,Haryana,2018,Q3,Sirsa District,109165,0,6
3840,Haryana,2018,Q3,Mewat District,53421,0,6
3841,Haryana,2018,Q3,Panipat District,124290,0,6
3842,Haryana,2018,Q3,Gurugram District,767369,0,6
3843,Haryana,2018,Q3,Kaithal District,68422,0,6
3844,Haryana,2018,Q3,Kurukshetra District,80097,0,6
3845,Haryana,2018,Q3,Jhajjar District,90220,0,6
3846,Haryana,2018,Q4,Yamunanagar District,94449,0,6
3847,Haryana,2018,Q4,Sonipat District,165599,0,6
3848,Haryana,2018,Q4,Jind District,103156,0,6
3849,Haryana,2018,Q4,Rohtak District,124365,0,6
3850,Haryana,2018,Q4,Faridabad District,521996,0,6
3851,Haryana,2018,Q4,Mahendragarh District,91223,0,6
3852,Haryana,2018,Q4,Hisar District,210671,0,6
3853,Haryana,2018,Q4,Karnal District,149062,0,6
3854,Haryana,2018,Q4,Fatehabad District,88259,0,6
3855,Haryana,2018,Q4,Palwal District,113042,0,6
3856,Haryana,2018,Q4,Charkhi Dadri District,29865,0,6
3857,Haryana,2018,Q4,Ambala District,114192,0,6
3858,Haryana,2018,Q4,Rewari District,172035,0,6
3859,Haryana,2018,Q4,Panchkula District,88703,0,6
3860,Haryana,2018,Q4,Bhiwani District,111607,0,6
3861,Haryana,2018,Q4,Sirsa District,127874,0,6
3862,Haryana,2018,Q4,Mewat District,71400,0,6
3863,Haryana,2018,Q4,Panipat District,153137,0,6
3864,Haryana,2018,Q4,Gurugram District,967781,0,6
3865,Haryana,2018,Q4,Kaithal District,82556,0,6
3866,Haryana,2018,Q4,Kurukshetra District,97619,0,6
3867,Haryana,2018,Q4,Jhajjar District,114488,0,6
3868,Haryana,2019,Q1,Yamunanagar District,111935,0,6
3869,Haryana,2019,Q1,Sonipat District,199593,0,6
3870,Haryana,2019,Q1,Jind District,121923,0,6
3871,Haryana,2019,Q1,Rohtak District,147392,0,6
