,State,Year,Entity_type,Quarter,District&pincode,Transaction_count,Total_amount,id
4001,Haryana,2021,district,Q1,Faridabad,12970900,21241648453,6
4002,Haryana,2021,district,Q1,Rewari,4385531,8303713646,6
4003,Haryana,2021,district,Q1,Sonipat,4353956,9992974986,6
4004,Haryana,2021,district,Q1,Palwal,3641453,7214450169,6
4005,Haryana,2021,district,Q1,Hisar,3294765,8859730937,6
4006,Haryana,2021,district,Q1,Panipat,3288095,7866864997,6
4007,Haryana,2021,district,Q1,Mewat,3236320,8671355565,6
4008,Haryana,2021,district,Q1,Karnal,2822406,6379825746,6
4009,Haryana,2021,district,Q1,Rohtak,2708295,6792159646,6
4010,Haryana,2021,pincode,Q1,122001,4506450,5997258111,6
4011,Haryana,2021,pincode,Q1,122006,4132251,6151670724,6
4012,Haryana,2021,pincode,Q1,121004,3059147,5144005309,6
4013,Haryana,2021,pincode,Q1,122002,2906323,3010145443,6
4014,Haryana,2021,pincode,Q1,121003,2477817,3588296954,6
4015,Haryana,2021,pincode,Q1,131001,2348900,5452061577,6
4016,Haryana,2021,pincode,Q1,122051,2288699,2478450893,6
4017,Haryana,2021,pincode,Q1,121002,2134162,3877830476,6
4018,Haryana,2021,pincode,Q1,122004,2040904,2329110399,6
4019,Haryana,2021,pincode,Q1,121001,2038073,3551904219,6
4020,Haryana,2021,district,Q2,Gurugram,32311326,39938868048,6
4021,Haryana,2021,district,Q2,Faridabad,14467773,23831325859,6
4022,Haryana,2021,district,Q2,Sonipat,5818055,12924700817,6
4023,Haryana,2021,district,Q2,Rewari,5377720,9762169802,6
4024,Haryana,2021,district,Q2,Panipat,4781725,10716524259,6
4025,Haryana,2021,district,Q2,Palwal,4765916,9533885152,6
4026,Haryana,2021,district,Q2,Hisar,4588374,11866795026,6
4027,Haryana,2021,district,Q2,Mewat,4011429,9985192715,6
4028,Haryana,2021,district,Q2,Rohtak,3586587,8769888644,6
4029,Haryana,2021,district,Q2,Karnal,3501189,7822099240,6
4030,Haryana,2021,pincode,Q2,122006,4878161,7207055202,6
4031,Haryana,2021,pincode,Q2,122001,4510890,5990609149,6
4032,Haryana,2021,pincode,Q2,121004,3536549,5951646115,6
4033,Haryana,2021,pincode,Q2,131001,3226708,7142977788,6
4034,Haryana,2021,pincode,Q2,132103,2964087,6591490589,6
4035,Haryana,2021,pincode,Q2,121003,2729292,3870478646,6
4036,Haryana,2021,pincode,Q2,121002,2541633,4653748858,6
4037,Haryana,2021,pincode,Q2,122002,2505416,2621052083,6
4038,Haryana,2021,pincode,Q2,121102,2504049,4742370912,6
4039,Haryana,2021,pincode,Q2,122051,2397445,2354510241,6
4040,Haryana,2021,district,Q3,Gurugram,47680658,55914389975,6
4041,Haryana,2021,district,Q3,Faridabad,19367342,30608591108,6
4042,Haryana,2021,district,Q3,Rewari,7225396,12146892237,6
4043,Haryana,2021,district,Q3,Sonipat,7173052,14357121849,6
4044,Haryana,2021,district,Q3,Panipat,6120958,12577188571,6
4045,Haryana,2021,district,Q3,Palwal,5875612,10372287086,6
4046,Haryana,2021,district,Q3,Hisar,5215891,12437366867,6
4047,Haryana,2021,district,Q3,Mewat,5054460,11174788500,6
4048,Haryana,2021,district,Q3,Rohtak,4615616,10168683402,6
4049,Haryana,2021,district,Q3,Karnal,4403307,8835919266,6
4050,Haryana,2021,pincode,Q3,122006,7079111,10108307756,6
4051,Haryana,2021,pincode,Q3,122001,6524981,8208514096,6
4052,Haryana,2021,pincode,Q3,121004,4619156,7214596983,6
4053,Haryana,2021,pincode,Q3,122002,4074015,4174634956,6
4054,Haryana,2021,pincode,Q3,131001,3824548,7592853759,6
4055,Haryana,2021,pincode,Q3,132103,3807660,7722135884,6
4056,Haryana,2021,pincode,Q3,121002,3597233,6542235321,6
4057,Haryana,2021,pincode,Q3,121003,3532991,4834797646,6
4058,Haryana,2021,pincode,Q3,122051,3316258,3173407234,6
4059,Haryana,2021,pincode,Q3,122004,3271428,3239557328,6
4060,Haryana,2021,district,Q4,Gurugram,56754843,69593103272,6
4061,Haryana,2021,district,Q4,Faridabad,23169872,38292223252,6
4062,Haryana,2021,district,Q4,Sonipat,8588386,18170993284,6
4063,Haryana,2021,district,Q4,Rewari,8487387,15492946892,6
4064,Haryana,2021,district,Q4,Panipat,7419868,16276012822,6
4065,Haryana,2021,district,Q4,Palwal,7384842,13860018394,6
4066,Haryana,2021,district,Q4,Mewat,6907605,14906046920,6
4067,Haryana,2021,district,Q4,Hisar,6193863,16081687128,6
4068,Haryana,2021,district,Q4,Rohtak,5544335,13098837015,6
4069,Haryana,2021,district,Q4,Karnal,5416815,11527031601,6
4070,Haryana,2021,pincode,Q4,122006,8243097,12446013625,6
4071,Haryana,2021,pincode,Q4,122001,7654460,10006718311,6
4072,Haryana,2021,pincode,Q4,121004,5636431,9216385931,6
4073,Haryana,2021,pincode,Q4,122002,5095560,5436208624,6
4074,Haryana,2021,pincode,Q4,132103,4535161,9837178139,6
4075,Haryana,2021,pincode,Q4,131001,4476485,9400470033,6
4076,Haryana,2021,pincode,Q4,121002,4231254,8127531272,6
4077,Haryana,2021,pincode,Q4,121003,4230317,6034510670,6
4078,Haryana,2021,pincode,Q4,121102,3930826,7117844489,6
4079,Haryana,2021,pincode,Q4,122004,3857198,3979661447,6
4080,Haryana,2022,district,Q1,Gurugram,63282822,77508209556,6
4081,Haryana,2022,district,Q1,Faridabad,25918817,42896865210,6
4082,Haryana,2022,district,Q1,Sonipat,9614092,19484490398,6
4083,Haryana,2022,district,Q1,Rewari,9346086,16678823765,6
4084,Haryana,2022,district,Q1,Panipat,9264902,19020193908,6
4085,Haryana,2022,district,Q1,Mewat,8788025,17806136968,6
4086,Haryana,2022,district,Q1,Palwal,8401353,15280812571,6
4087,Haryana,2022,district,Q1,Hisar,7216543,18068574001,6
4088,Haryana,2022,district,Q1,Rohtak,6268896,14421297234,6
4089,Haryana,2022,district,Q1,Karnal,6097787,12324299904,6
4090,Haryana,2022,pincode,Q1,122006,9497946,14052592432,6
4091,Haryana,2022,pincode,Q1,122001,8481038,11065424794,6
4092,Haryana,2022,pincode,Q1,121004,6413395,10327200068,6
4093,Haryana,2022,pincode,Q1,132103,5895774,11868051900,6
4094,Haryana,2022,pincode,Q1,122002,5481562,5941559633,6
4095,Haryana,2022,pincode,Q1,131001,4815373,9722356550,6
4096,Haryana,2022,pincode,Q1,121002,4722543,9322378335,6
4097,Haryana,2022,pincode,Q1,121003,4703756,6681893708,6
4098,Haryana,2022,pincode,Q1,122004,4470641,4593483267,6
4099,Haryana,2022,pincode,Q1,121102,4397860,7851533169,6
4100,Haryana,2022,district,Q2,Gurugram,79880852,92145454120,6
4101,Haryana,2022,district,Q2,Faridabad,30409719,48406473821,6
4102,Haryana,2022,district,Q2,Sonipat,11943138,22987659569,6
4103,Haryana,2022,district,Q2,Rewari,11224593,19046645607,6
4104,Haryana,2022,district,Q2,Panipat,10820296,21066063900,6
4105,Haryana,2022,district,Q2,Mewat,10609222,20575618595,6
4106,Haryana,2022,district,Q2,Palwal,9782307,17323076797,6
4107,Haryana,2022,district,Q2,Hisar,8798889,20864338832,6
4108,Haryana,2022,district,Q2,Rohtak,7714114,16685032554,6
4109,Haryana,2022,district,Q2,Karnal,7462000,14355989091,6
4110,Haryana,2022,pincode,Q2,122006,11491350,16033485783,6
4111,Haryana,2022,pincode,Q2,122001,10746148,13340124680,6
4112,Haryana,2022,pincode,Q2,121004,7541491,11635177821,6
4113,Haryana,2022,pincode,Q2,122002,7526684,7647480688,6
4114,Haryana,2022,pincode,Q2,132103,6745204,12816736357,6
4115,Haryana,2022,pincode,Q2,131001,6009247,11460764747,6
4116,Haryana,2022,pincode,Q2,121002,5591996,10542237339,6
4117,Haryana,2022,pincode,Q2,121003,5492258,7581776677,6
4118,Haryana,2022,pincode,Q2,122004,5362365,5206030457,6
4119,Haryana,2022,pincode,Q2,124001,5115219,10455337928,6
4120,Haryana,2022,district,Q3,Gurugram,87103856,99360193857,6
4121,Haryana,2022,district,Q3,Faridabad,31002825,46163415393,6
4122,Haryana,2022,district,Q3,Sonipat,16738938,29152136081,6
4123,Haryana,2022,district,Q3,Hisar,15314209,30005386061,6
4124,Haryana,2022,district,Q3,Panipat,13837300,24633921100,6
4125,Haryana,2022,district,Q3,Rewari,12015067,19436985212,6
4126,Haryana,2022,district,Q3,Palwal,11032395,17956834811,6
4127,Haryana,2022,district,Q3,Mewat,10832560,19134475751,6
4128,Haryana,2022,district,Q3,Rohtak,9939686,18965127888,6
4129,Haryana,2022,district,Q3,Karnal,9139842,16912349321,6
4130,Haryana,2022,pincode,Q3,122006,14938659,21582716225,6
4131,Haryana,2022,pincode,Q3,122001,11374422,13541621759,6
4132,Haryana,2022,pincode,Q3,132103,9376357,16261252851,6
4133,Haryana,2022,pincode,Q3,131001,9041722,15566507436,6
4134,Haryana,2022,pincode,Q3,122002,8007122,8028492850,6
4135,Haryana,2022,pincode,Q3,121004,7911550,11525725718,6
4136,Haryana,2022,pincode,Q3,125001,7377226,12776861548,6
4137,Haryana,2022,pincode,Q3,121102,6254963,10107177216,6
4138,Haryana,2022,pincode,Q3,124001,6112872,11221511162,6
4139,Haryana,2022,pincode,Q3,121002,5709734,9104449464,6
4140,Haryana,2022,district,Q4,Gurugram,92493335,107046551341,6
4141,Haryana,2022,district,Q4,Faridabad,33161524,49923713557,6
4142,Haryana,2022,district,Q4,Sonipat,17683407,32605509131,6
4143,Haryana,2022,district,Q4,Hisar,16862076,34368965296,6
4144,Haryana,2022,district,Q4,Rohtak,14350357,27248544247,6
4145,Haryana,2022,district,Q4,Rewari,13324092,22585777499,6
4146,Haryana,2022,district,Q4,Palwal,13114018,21856737361,6
4147,Haryana,2022,district,Q4,Panipat,12217738,23682687583,6
4148,Haryana,2022,district,Q4,Karnal,12214724,23383107604,6
4149,Haryana,2022,district,Q4,Mewat,11181774,20507941017,6
4150,Haryana,2022,pincode,Q4,122006,15996511,23272769045,6
4151,Haryana,2022,pincode,Q4,122001,12025123,14478193028,6
4152,Haryana,2022,pincode,Q4,124001,11388444,20420082342,6
4153,Haryana,2022,pincode,Q4,131001,10902442,19735294351,6
4154,Haryana,2022,pincode,Q4,125001,9588910,17247896358,6
4155,Haryana,2022,pincode,Q4,122002,8447312,8583794406,6
4156,Haryana,2022,pincode,Q4,132001,8437665,15318137190,6
4157,Haryana,2022,pincode,Q4,121004,8395551,12517719769,6
4158,Haryana,2022,pincode,Q4,121102,8058491,13028821224,6
4159,Haryana,2022,pincode,Q4,132103,7470318,14211929063,6
4160,Himachal Pradesh,2018,district,Q1,Solan,118881,146873607,2
4161,Himachal Pradesh,2018,district,Q1,Kangra,62061,83269925,2
4162,Himachal Pradesh,2018,district,Q1,Shimla,54161,84375526,2
4163,Himachal Pradesh,2018,district,Q1,Mandi,44169,50308276,2
4164,Himachal Pradesh,2018,district,Q1,Chamba,41138,69091183,2
4165,Himachal Pradesh,2018,district,Q1,Una,39070,48375221,2
4166,Himachal Pradesh,2018,district,Q1,Sirmaur,37721,43579534,2
4167,Himachal Pradesh,2018,district,Q1,Hamirpur,32709,37506250,2
4168,Himachal Pradesh,2018,district,Q1,Kullu,23978,36599342,2
4169,Himachal Pradesh,2018,district,Q1,Bilaspur,21880,20215586,2
4170,Himachal Pradesh,2018,pincode,Q1,173205,50457,58954553,2
4171,Himachal Pradesh,2018,pincode,Q1,176323,28116,47548740,2
4172,Himachal Pradesh,2018,pincode,Q1,174101,23993,26853915,2
4173,Himachal Pradesh,2018,pincode,Q1,174303,19122,27437635,2
4174,Himachal Pradesh,2018,pincode,Q1,173025,16138,22465216,2
4175,Himachal Pradesh,2018,pincode,Q1,176001,11862,21124669,2
4176,Himachal Pradesh,2018,pincode,Q1,171001,10889,19849917,2
4177,Himachal Pradesh,2018,pincode,Q1,173212,8316,12272135,2
4178,Himachal Pradesh,2018,pincode,Q1,175001,7751,7518183,2
4179,Himachal Pradesh,2018,pincode,Q1,177005,7409,6748703,2
4180,Himachal Pradesh,2018,district,Q2,Solan,166516,254576422,2
4181,Himachal Pradesh,2018,district,Q2,Kangra,97426,172859755,2
4182,Himachal Pradesh,2018,district,Q2,Shimla,82195,162202102,2
4183,Himachal Pradesh,2018,district,Q2,Mandi,58415,85994890,2
4184,Himachal Pradesh,2018,district,Q2,Chamba,55922,125825520,2
4185,Himachal Pradesh,2018,district,Q2,Sirmaur,53040,77059907,2
4186,Himachal Pradesh,2018,district,Q2,Una,51637,81025669,2
4187,Himachal Pradesh,2018,district,Q2,Hamirpur,41507,63207300,2
4188,Himachal Pradesh,2018,district,Q2,Kullu,39948,96624850,2
4189,Himachal Pradesh,2018,district,Q2,Bilaspur,30705,41392933,2
4190,Himachal Pradesh,2018,pincode,Q2,173205,67411,96135650,2
4191,Himachal Pradesh,2018,pincode,Q2,176323,34505,79112116,2
4192,Himachal Pradesh,2018,pincode,Q2,174101,31810,48473807,2
4193,Himachal Pradesh,2018,pincode,Q2,174303,23860,40297176,2
4194,Himachal Pradesh,2018,pincode,Q2,173025,23551,42091803,2
4195,Himachal Pradesh,2018,pincode,Q2,176001,16699,30651610,2
4196,Himachal Pradesh,2018,pincode,Q2,171001,15002,34514288,2
4197,Himachal Pradesh,2018,pincode,Q2,175131,14062,42991424,2
4198,Himachal Pradesh,2018,pincode,Q2,173212,12971,25578875,2
4199,Himachal Pradesh,2018,pincode,Q2,173030,9832,12429115,2
4200,Himachal Pradesh,2018,district,Q3,Solan,229164,373018057,2
4201,Himachal Pradesh,2018,district,Q3,Kangra,123560,243834956,2
4202,Himachal Pradesh,2018,district,Q3,Shimla,109765,261701779,2
4203,Himachal Pradesh,2018,district,Q3,Sirmaur,78762,124334576,2
4204,Himachal Pradesh,2018,district,Q3,Mandi,74604,128941896,2
4205,Himachal Pradesh,2018,district,Q3,Una,73766,150521417,2
4206,Himachal Pradesh,2018,district,Q3,Hamirpur,58022,90529572,2
4207,Himachal Pradesh,2018,district,Q3,Chamba,44858,190977335,2
4208,Himachal Pradesh,2018,district,Q3,Kullu,40813,95127772,2
4209,Himachal Pradesh,2018,district,Q3,Bilaspur,37993,56133326,2
4210,Himachal Pradesh,2018,pincode,Q3,173205,95087,136461395,2
4211,Himachal Pradesh,2018,pincode,Q3,174101,41377,69275414,2
4212,Himachal Pradesh,2018,pincode,Q3,174303,37218,79325253,2
4213,Himachal Pradesh,2018,pincode,Q3,173025,35054,64196379,2
4214,Himachal Pradesh,2018,pincode,Q3,176001,20730,42704498,2
4215,Himachal Pradesh,2018,pincode,Q3,173030,19975,22858486,2
4216,Himachal Pradesh,2018,pincode,Q3,171001,19667,46565083,2
4217,Himachal Pradesh,2018,pincode,Q3,173212,16604,36836443,2
4218,Himachal Pradesh,2018,pincode,Q3,176323,16524,120793175,2
4219,Himachal Pradesh,2018,pincode,Q3,177005,15321,14487357,2
4220,Himachal Pradesh,2018,district,Q4,Solan,347191,577618789,2
4221,Himachal Pradesh,2018,district,Q4,Kangra,187764,414603049,2
4222,Himachal Pradesh,2018,district,Q4,Shimla,156832,396860638,2
4223,Himachal Pradesh,2018,district,Q4,Sirmaur,122707,199344353,2
4224,Himachal Pradesh,2018,district,Q4,Una,110312,222928340,2
4225,Himachal Pradesh,2018,district,Q4,Mandi,109661,203827486,2
4226,Himachal Pradesh,2018,district,Q4,Hamirpur,76300,146948802,2
4227,Himachal Pradesh,2018,district,Q4,Kullu,64285,157752014,2
4228,Himachal Pradesh,2018,district,Q4,Chamba,63298,160650916,2
4229,Himachal Pradesh,2018,district,Q4,Bilaspur,51395,92955686,2
4230,Himachal Pradesh,2018,pincode,Q4,173205,149125,214537044,2
4231,Himachal Pradesh,2018,pincode,Q4,174101,67908,115571336,2
4232,Himachal Pradesh,2018,pincode,Q4,173025,56005,97708257,2
4233,Himachal Pradesh,2018,pincode,Q4,174303,49540,115217697,2
4234,Himachal Pradesh,2018,pincode,Q4,171001,28323,78358285,2
4235,Himachal Pradesh,2018,pincode,Q4,176001,27736,59387915,2
4236,Himachal Pradesh,2018,pincode,Q4,173212,26700,55364271,2
4237,Himachal Pradesh,2018,pincode,Q4,176323,23029,50390957,2
4238,Himachal Pradesh,2018,pincode,Q4,173030,21100,31877026,2
4239,Himachal Pradesh,2018,pincode,Q4,173220,17616,24938842,2
4240,Himachal Pradesh,2019,district,Q1,Solan,626201,733453989,2
4241,Himachal Pradesh,2019,district,Q1,Shimla,363648,708861957,2
4242,Himachal Pradesh,2019,district,Q1,Kangra,266655,478900506,2
4243,Himachal Pradesh,2019,district,Q1,Sirmaur,174812,238804557,2
4244,Himachal Pradesh,2019,district,Q1,Mandi,167637,287549707,2
4245,Himachal Pradesh,2019,district,Q1,Una,151550,232335414,2
4246,Himachal Pradesh,2019,district,Q1,Hamirpur,126323,189186708,2
4247,Himachal Pradesh,2019,district,Q1,Chamba,104811,170503559,2
4248,Himachal Pradesh,2019,district,Q1,Kullu,92009,187262819,2
4249,Himachal Pradesh,2019,district,Q1,Bilaspur,73141,109483745,2
4250,Himachal Pradesh,2019,pincode,Q1,173205,303803,286463248,2
4251,Himachal Pradesh,2019,pincode,Q1,171001,195883,374976855,2
4252,Himachal Pradesh,2019,pincode,Q1,174101,123799,147545137,2
4253,Himachal Pradesh,2019,pincode,Q1,173025,74611,111629796,2
4254,Himachal Pradesh,2019,pincode,Q1,176323,55205,69978229,2
4255,Himachal Pradesh,2019,pincode,Q1,174303,53301,96603744,2
4256,Himachal Pradesh,2019,pincode,Q1,175001,45323,81633187,2
4257,Himachal Pradesh,2019,pincode,Q1,173030,43744,43888475,2
4258,Himachal Pradesh,2019,pincode,Q1,173212,39751,68576012,2
4259,Himachal Pradesh,2019,pincode,Q1,176001,38942,73996894,2
4260,Himachal Pradesh,2019,district,Q2,Shimla,807095,1698682743,2
4261,Himachal Pradesh,2019,district,Q2,Solan,481957,783011937,2
4262,Himachal Pradesh,2019,district,Q2,Kangra,295433,591536934,2
4263,Himachal Pradesh,2019,district,Q2,Mandi,245467,464902888,2
4264,Himachal Pradesh,2019,district,Q2,Hamirpur,150149,270178390,2
4265,Himachal Pradesh,2019,district,Q2,Kullu,129068,331174039,2
4266,Himachal Pradesh,2019,district,Q2,Sirmaur,127208,220885809,2
4267,Himachal Pradesh,2019,district,Q2,Una,105685,189321647,2
4268,Himachal Pradesh,2019,district,Q2,Bilaspur,68748,128917341,2
4269,Himachal Pradesh,2019,district,Q2,Chamba,62922,128008869,2
4270,Himachal Pradesh,2019,pincode,Q2,171001,601958,1240952784,2
4271,Himachal Pradesh,2019,pincode,Q2,173205,201216,269484882,2
4272,Himachal Pradesh,2019,pincode,Q2,175001,109216,209713438,2
4273,Himachal Pradesh,2019,pincode,Q2,174101,88463,153751367,2
4274,Himachal Pradesh,2019,pincode,Q2,173212,52208,102404739,2
4275,Himachal Pradesh,2019,pincode,Q2,177001,46283,99159035,2
4276,Himachal Pradesh,2019,pincode,Q2,173025,45328,87288933,2
4277,Himachal Pradesh,2019,pincode,Q2,175131,45240,139927670,2
4278,Himachal Pradesh,2019,pincode,Q2,176001,44908,90993766,2
4279,Himachal Pradesh,2019,pincode,Q2,173030,25921,37447525,2
4280,Himachal Pradesh,2019,district,Q3,Shimla,695970,1981429213,2
4281,Himachal Pradesh,2019,district,Q3,Solan,563580,919355818,2
4282,Himachal Pradesh,2019,district,Q3,Kangra,373339,645470163,2
4283,Himachal Pradesh,2019,district,Q3,Mandi,262386,545822136,2
4284,Himachal Pradesh,2019,district,Q3,Hamirpur,187716,301844559,2
4285,Himachal Pradesh,2019,district,Q3,Sirmaur,154972,258531496,2
4286,Himachal Pradesh,2019,district,Q3,Kullu,146216,316994313,2
4287,Himachal Pradesh,2019,district,Q3,Una,134630,227364592,2
4288,Himachal Pradesh,2019,district,Q3,Bilaspur,88416,142694743,2
4289,Himachal Pradesh,2019,district,Q3,Chamba,87489,151224161,2
4290,Himachal Pradesh,2019,pincode,Q3,171001,418230,1383190523,2
4291,Himachal Pradesh,2019,pincode,Q3,173205,221062,314555850,2
4292,Himachal Pradesh,2019,pincode,Q3,174101,103786,175764252,2
4293,Himachal Pradesh,2019,pincode,Q3,175001,84465,242309410,2
4294,Himachal Pradesh,2019,pincode,Q3,173212,58925,124466121,2
4295,Himachal Pradesh,2019,pincode,Q3,173025,57215,105359646,2
4296,Himachal Pradesh,2019,pincode,Q3,177005,46521,27138701,2
4297,Himachal Pradesh,2019,pincode,Q3,177001,42631,106954993,2
4298,Himachal Pradesh,2019,pincode,Q3,176001,41789,104622488,2
4299,Himachal Pradesh,2019,pincode,Q3,175131,39283,87769328,2
4300,Himachal Pradesh,2019,district,Q4,Shimla,900252,2553513821,2
4301,Himachal Pradesh,2019,district,Q4,Solan,693523,1168760137,2
4302,Himachal Pradesh,2019,district,Q4,Kangra,492277,877780658,2
4303,Himachal Pradesh,2019,district,Q4,Mandi,332554,678830304,2
4304,Himachal Pradesh,2019,district,Q4,Hamirpur,258323,429776009,2
4305,Himachal Pradesh,2019,district,Q4,Kullu,204518,442222672,2
4306,Himachal Pradesh,2019,district,Q4,Sirmaur,190673,324766028,2
4307,Himachal Pradesh,2019,district,Q4,Una,173510,293924768,2
4308,Himachal Pradesh,2019,district,Q4,Bilaspur,114888,204391757,2
4309,Himachal Pradesh,2019,district,Q4,Chamba,111755,196209094,2
4310,Himachal Pradesh,2019,pincode,Q4,171001,512584,1677312305,2
4311,Himachal Pradesh,2019,pincode,Q4,173205,268652,392453029,2
4312,Himachal Pradesh,2019,pincode,Q4,174101,127476,222089581,2
4313,Himachal Pradesh,2019,pincode,Q4,175001,102183,288303594,2
4314,Himachal Pradesh,2019,pincode,Q4,171003,80497,216875085,2
4315,Himachal Pradesh,2019,pincode,Q4,173212,75663,157060348,2
4316,Himachal Pradesh,2019,pincode,Q4,177001,73796,176918779,2
4317,Himachal Pradesh,2019,pincode,Q4,173025,69647,129758382,2
4318,Himachal Pradesh,2019,pincode,Q4,175131,65988,155432398,2
4319,Himachal Pradesh,2019,pincode,Q4,177005,57146,27836817,2
4320,Himachal Pradesh,2020,district,Q1,Shimla,1115491,2725598845,2
4321,Himachal Pradesh,2020,district,Q1,Solan,821088,1293083622,2
4322,Himachal Pradesh,2020,district,Q1,Kangra,569437,836283217,2
4323,Himachal Pradesh,2020,district,Q1,Mandi,357222,582031760,2
4324,Himachal Pradesh,2020,district,Q1,Hamirpur,247878,312050564,2
4325,Himachal Pradesh,2020,district,Q1,Kullu,245803,451467537,2
4326,Himachal Pradesh,2020,district,Q1,Sirmaur,240485,386990850,2
4327,Himachal Pradesh,2020,district,Q1,Una,208785,305641992,2
4328,Himachal Pradesh,2020,district,Q1,Bilaspur,144278,226926312,2
4329,Himachal Pradesh,2020,district,Q1,Chamba,139862,213171894,2
4330,Himachal Pradesh,2020,pincode,Q1,171003,720359,2061228894,2
4331,Himachal Pradesh,2020,pincode,Q1,173205,314715,426369564,2
4332,Himachal Pradesh,2020,pincode,Q1,174101,151372,242482216,2
4333,Himachal Pradesh,2020,pincode,Q1,173212,105295,214499346,2
4334,Himachal Pradesh,2020,pincode,Q1,173025,85924,150632781,2
4335,Himachal Pradesh,2020,pincode,Q1,175131,81806,173865536,2
4336,Himachal Pradesh,2020,pincode,Q1,175001,73343,156927017,2
4337,Himachal Pradesh,2020,pincode,Q1,177005,63522,34859055,2
4338,Himachal Pradesh,2020,pincode,Q1,171001,61878,118195354,2
4339,Himachal Pradesh,2020,pincode,Q1,176061,39474,72280166,2
4340,Himachal Pradesh,2020,district,Q2,Shimla,1090361,2702081598,2
4341,Himachal Pradesh,2020,district,Q2,Solan,808170,1165900725,2
4342,Himachal Pradesh,2020,district,Q2,Kangra,800587,1148113744,2
4343,Himachal Pradesh,2020,district,Q2,Mandi,476844,764632316,2
4344,Himachal Pradesh,2020,district,Q2,Hamirpur,283099,412476792,2
4345,Himachal Pradesh,2020,district,Q2,Sirmaur,281385,405760136,2
4346,Himachal Pradesh,2020,district,Q2,Una,271636,407244006,2
4347,Himachal Pradesh,2020,district,Q2,Kullu,211730,311597474,2
4348,Himachal Pradesh,2020,district,Q2,Chamba,195242,282218981,2
4349,Himachal Pradesh,2020,district,Q2,Bilaspur,191375,284432330,2
4350,Himachal Pradesh,2020,pincode,Q2,171003,638897,1987213685,2
4351,Himachal Pradesh,2020,pincode,Q2,173205,315778,393646876,2
4352,Himachal Pradesh,2020,pincode,Q2,174101,164472,259896888,2
4353,Himachal Pradesh,2020,pincode,Q2,173025,97284,159845071,2
4354,Himachal Pradesh,2020,pincode,Q2,175001,77632,187873703,2
4355,Himachal Pradesh,2020,pincode,Q2,173212,64066,120188869,2
4356,Himachal Pradesh,2020,pincode,Q2,176061,46869,82671386,2
4357,Himachal Pradesh,2020,pincode,Q2,171001,45028,87826384,2
4358,Himachal Pradesh,2020,pincode,Q2,173001,43276,67655062,2
4359,Himachal Pradesh,2020,pincode,Q2,172001,43264,87374983,2
4360,Himachal Pradesh,2020,district,Q3,Shimla,1285819,3273522193,2
4361,Himachal Pradesh,2020,district,Q3,Solan,1025251,1684944862,2
4362,Himachal Pradesh,2020,district,Q3,Kangra,874419,1454881898,2
4363,Himachal Pradesh,2020,district,Q3,Mandi,510105,917547335,2
4364,Himachal Pradesh,2020,district,Q3,Una,351065,649892231,2
4365,Himachal Pradesh,2020,district,Q3,Hamirpur,330684,570857451,2
4366,Himachal Pradesh,2020,district,Q3,Sirmaur,327646,558556837,2
4367,Himachal Pradesh,2020,district,Q3,Kullu,256926,493361636,2
4368,Himachal Pradesh,2020,district,Q3,Chamba,219469,362005461,2
4369,Himachal Pradesh,2020,district,Q3,Bilaspur,202526,342802524,2
4370,Himachal Pradesh,2020,pincode,Q3,171003,700705,2103715013,2
4371,Himachal Pradesh,2020,pincode,Q3,173205,415229,558025818,2
4372,Himachal Pradesh,2020,pincode,Q3,174101,209045,388452345,2
4373,Himachal Pradesh,2020,pincode,Q3,173025,120582,230949260,2
4374,Himachal Pradesh,2020,pincode,Q3,173212,81253,172611226,2
4375,Himachal Pradesh,2020,pincode,Q3,177220,68486,179065664,2
4376,Himachal Pradesh,2020,pincode,Q3,171001,68284,143680524,2
4377,Himachal Pradesh,2020,pincode,Q3,177001,67009,145135056,2
4378,Himachal Pradesh,2020,pincode,Q3,175001,65357,144211038,2
4379,Himachal Pradesh,2020,pincode,Q3,176061,57183,101668754,2
4380,Himachal Pradesh,2020,district,Q4,Shimla,1481567,3532549313,2
4381,Himachal Pradesh,2020,district,Q4,Solan,1429031,2365446849,2
4382,Himachal Pradesh,2020,district,Q4,Kangra,1184008,2119401487,2
4383,Himachal Pradesh,2020,district,Q4,Mandi,671714,1247938155,2
4384,Himachal Pradesh,2020,district,Q4,Kullu,468786,964080436,2
4385,Himachal Pradesh,2020,district,Q4,Una,449443,882226488,2
4386,Himachal Pradesh,2020,district,Q4,Sirmaur,443100,785448896,2
4387,Himachal Pradesh,2020,district,Q4,Hamirpur,431123,781165089,2
4388,Himachal Pradesh,2020,district,Q4,Chamba,304032,507880011,2
4389,Himachal Pradesh,2020,district,Q4,Bilaspur,275513,518335916,2
4390,Himachal Pradesh,2020,pincode,Q4,171003,696682,1926017209,2
4391,Himachal Pradesh,2020,pincode,Q4,173205,604124,815257737,2
4392,Himachal Pradesh,2020,pincode,Q4,174101,281400,521636954,2
4393,Himachal Pradesh,2020,pincode,Q4,173025,167673,327099653,2
4394,Himachal Pradesh,2020,pincode,Q4,175131,132188,313677442,2
4395,Himachal Pradesh,2020,pincode,Q4,173212,113161,217325208,2
4396,Himachal Pradesh,2020,pincode,Q4,171001,108206,229562737,2
4397,Himachal Pradesh,2020,pincode,Q4,177001,85380,181093354,2
4398,Himachal Pradesh,2020,pincode,Q4,175001,80698,176337122,2
