,State,Year,Quater,Transacion_type,Transacion_count,Transacion_amount,id
2905,Sikkim,2018,Q3,Peer To Peer Payments,43195,215547415.4557628,11
2906,Sikkim,2018,Q3,Merchant Payments,4521,5322296.747954514,11
2907,Sikkim,2018,Q3,Financial Services,562,261766.8021705601,11
2908,Sikkim,2018,Q3,Others,1801,1727241.758047811,11
2909,Sikkim,2018,Q4,Recharge & Bill Payments,79232,16713780.628117371,11
2910,Sikkim,2018,Q4,Peer To Peer Payments,65451,351253329.74205655,11
2911,Sikkim,2018,Q4,Merchant Payments,7452,12637809.239460424,11
2912,Sikkim,2018,Q4,Financial Services,717,596472.7145790398,11
2913,Sikkim,2018,Q4,Others,1681,1939965.754040409,11
2914,Sikkim,2019,Q1,Peer To Peer Payments,121984,422987999.8947268,11
2915,Sikkim,2019,Q1,Recharge & Bill Payments,96878,20711589.874598008,11
2916,Sikkim,2019,Q1,Merchant Payments,18346,11837344.846847566,11
2917,Sikkim,2019,Q1,Financial Services,1225,191594.23340424805,11
2918,Sikkim,2019,Q1,Others,1854,2265105.53451732,11
2919,Sikkim,2019,Q2,Peer To Peer Payments,172125,674044301.8399961,11
2920,Sikkim,2019,Q2,Recharge & Bill Payments,142582,32535297.489453897,11
2921,Sikkim,2019,Q2,Merchant Payments,66722,28248001.02647286,11
2922,Sikkim,2019,Q2,Financial Services,2294,310197.54774877685,11
2923,Sikkim,2019,Q2,Others,4521,3756445.53226958,11
2924,Sikkim,2019,Q3,Peer To Peer Payments,203052,794235862.6317357,11
2925,Sikkim,2019,Q3,Merchant Payments,188753,52337322.5262961,11
2926,Sikkim,2019,Q3,Recharge & Bill Payments,156125,33922224.892257094,11
2927,Sikkim,2019,Q3,Financial Services,288,548142.8999844441,11
2928,Sikkim,2019,Q3,Others,4218,3672895.4901549695,11
2929,Sikkim,2019,Q4,Peer To Peer Payments,508471,1086457147.940953,11
2930,Sikkim,2019,Q4,Recharge & Bill Payments,181287,42705664.08625737,11
2931,Sikkim,2019,Q4,Merchant Payments,73992,43954548.804204434,11
2932,Sikkim,2019,Q4,Financial Services,373,494076.3450829056,11
2933,Sikkim,2019,Q4,Others,2947,2898164.4797200123,11
2934,Sikkim,2020,Q1,Peer To Peer Payments,230413,954765350.1856782,11
2935,Sikkim,2020,Q1,Recharge & Bill Payments,215586,53588505.83882397,11
2936,Sikkim,2020,Q1,Merchant Payments,79881,43201695.38937264,11
2937,Sikkim,2020,Q1,Financial Services,345,175569.53933206247,11
2938,Sikkim,2020,Q1,Others,1893,1745150.991195219,11
2939,Sikkim,2020,Q2,Recharge & Bill Payments,297620,78397187.10935993,11
2940,Sikkim,2020,Q2,Peer To Peer Payments,186495,939900165.9422412,11
2941,Sikkim,2020,Q2,Merchant Payments,31442,34385184.65717751,11
2942,Sikkim,2020,Q2,Financial Services,883,999656.0722047671,11
2943,Sikkim,2020,Q2,Others,1291,936594.480283038,11
2944,Sikkim,2020,Q3,Recharge & Bill Payments,298885,83894642.6709112,11
2945,Sikkim,2020,Q3,Peer To Peer Payments,245087,1255521152.966514,11
2946,Sikkim,2020,Q3,Merchant Payments,49299,58337178.67223759,11
2947,Sikkim,2020,Q3,Financial Services,1252,1795366.733436462,11
2948,Sikkim,2020,Q3,Others,1912,1378387.6172995246,11
2949,Sikkim,2020,Q4,Peer To Peer Payments,334069,1711730126.584541,11
2950,Sikkim,2020,Q4,Recharge & Bill Payments,301382,90168624.0541554,11
2951,Sikkim,2020,Q4,Merchant Payments,95503,112478003.86391155,11
2952,Sikkim,2020,Q4,Financial Services,1427,2361187.592392395,11
2953,Sikkim,2020,Q4,Others,2654,2537863.027923054,11
2954,Sikkim,2021,Q1,Peer To Peer Payments,403703,1965492629.578867,11
2955,Sikkim,2021,Q1,Recharge & Bill Payments,279679,93174110.112334,11
2956,Sikkim,2021,Q1,Merchant Payments,112925,154183320.1372872,11
2957,Sikkim,2021,Q1,Financial Services,1844,3027799.2784099854,11
2958,Sikkim,2021,Q1,Others,2038,1789867.7338266163,11
2959,Sikkim,2021,Q2,Peer To Peer Payments,473141,2125758496.616091,11
2960,Sikkim,2021,Q2,Recharge & Bill Payments,345495,103846501.52404109,11
2961,Sikkim,2021,Q2,Merchant Payments,153671,190473176.21848944,11
2962,Sikkim,2021,Q2,Financial Services,1865,2851874.287465013,11
2963,Sikkim,2021,Q2,Others,2542,1969531.0292125773,11
2964,Sikkim,2021,Q3,Peer To Peer Payments,595826,2582075089.383399,11
2965,Sikkim,2021,Q3,Recharge & Bill Payments,346173,111613776.75942025,11
2966,Sikkim,2021,Q3,Merchant Payments,213808,290732930.46291006,11
2967,Sikkim,2021,Q3,Financial Services,1689,2624558.3857180667,11
2968,Sikkim,2021,Q3,Others,3098,2290508.8169457563,11
2969,Sikkim,2021,Q4,Peer To Peer Payments,831597,3548508409.656125,11
2970,Sikkim,2021,Q4,Recharge & Bill Payments,376078,136473754.40071422,11
2971,Sikkim,2021,Q4,Merchant Payments,369343,504586163.5569785,11
2972,Sikkim,2021,Q4,Financial Services,2269,3162023.721020665,11
2973,Sikkim,2021,Q4,Others,5058,4052910.300969372,11
2974,Sikkim,2022,Q1,Peer To Peer Payments,916940,3650961081.00263,11
2975,Sikkim,2022,Q1,Merchant Payments,449273,570784579.6670712,11
2976,Sikkim,2022,Q1,Recharge & Bill Payments,371579,139135962.10369253,11
2977,Sikkim,2022,Q1,Financial Services,2124,3062332.163804472,11
2978,Sikkim,2022,Q1,Others,4386,3487320.9262269526,11
2979,Sikkim,2022,Q2,Peer To Peer Payments,1198014,4596501308.195931,11
2980,Sikkim,2022,Q2,Merchant Payments,706658,847497607.0893551,11
2981,Sikkim,2022,Q2,Recharge & Bill Payments,411189,162174479.6973383,11
2982,Sikkim,2022,Q2,Financial Services,1758,1861284.7969863976,11
2983,Sikkim,2022,Q2,Others,4462,3070990.527526753,11
2984,Sikkim,2022,Q3,Peer To Peer Payments,1222037,4173703593.656705,11
2985,Sikkim,2022,Q3,Merchant Payments,772650,830361400.9603965,11
2986,Sikkim,2022,Q3,Recharge & Bill Payments,397207,153567926.32171312,11
2987,Sikkim,2022,Q3,Financial Services,1538,2851319.5479129557,11
2988,Sikkim,2022,Q3,Others,3326,2396303.4047308518,11
2989,Sikkim,2022,Q4,Peer To Peer Payments,1548662,5175155338.821596,11
2990,Sikkim,2022,Q4,Merchant Payments,1033541,1096220774.255463,11
2991,Sikkim,2022,Q4,Recharge & Bill Payments,470639,181281682.32208145,11
2992,Sikkim,2022,Q4,Financial Services,2049,2701971.788609252,11
2993,Sikkim,2022,Q4,Others,3448,3025622.2320622765,11
2994,Tamil Nadu,2018,Q1,Recharge & Bill Payments,3308548,646028338.3951533,33
2995,Tamil Nadu,2018,Q1,Peer To Peer Payments,2670613,10031518934.085688,33
2996,Tamil Nadu,2018,Q1,Merchant Payments,326510,272002057.1736871,33
2997,Tamil Nadu,2018,Q1,Financial Services,115363,31876073.74792233,33
2998,Tamil Nadu,2018,Q1,Others,305588,280132294.11422664,33
2999,Tamil Nadu,2018,Q2,Recharge & Bill Payments,4464677,1189892955.8051777,33
3000,Tamil Nadu,2018,Q2,Peer To Peer Payments,4433762,18067624388.09562,33
3001,Tamil Nadu,2018,Q2,Merchant Payments,627918,517130320.4660308,33
3002,Tamil Nadu,2018,Q2,Financial Services,167035,65402385.25640666,33
3003,Tamil Nadu,2018,Q2,Others,298736,285794226.64323723,33
3004,Tamil Nadu,2018,Q3,Peer To Peer Payments,8810836,26792462660.044968,33
3005,Tamil Nadu,2018,Q3,Recharge & Bill Payments,5148411,1521551955.205038,33
3006,Tamil Nadu,2018,Q3,Merchant Payments,1290978,733189649.5729834,33
3007,Tamil Nadu,2018,Q3,Financial Services,191732,37049222.36590697,33
3008,Tamil Nadu,2018,Q3,Others,332121,245838753.995272,33
3009,Tamil Nadu,2018,Q4,Peer To Peer Payments,11538547,39180083690.57276,33
3010,Tamil Nadu,2018,Q4,Recharge & Bill Payments,7093764,2020329567.8245385,33
3011,Tamil Nadu,2018,Q4,Merchant Payments,3145621,1742903221.432857,33
3012,Tamil Nadu,2018,Q4,Financial Services,228398,46571758.68242933,33
3013,Tamil Nadu,2018,Q4,Others,451114,312185737.38152075,33
3014,Tamil Nadu,2019,Q1,Peer To Peer Payments,18645926,51296299081.44436,33
3015,Tamil Nadu,2019,Q1,Recharge & Bill Payments,8863289,2695317014.8660007,33
3016,Tamil Nadu,2019,Q1,Merchant Payments,4195222,1924461188.9900143,33
3017,Tamil Nadu,2019,Q1,Financial Services,193261,31217137.545322973,33
3018,Tamil Nadu,2019,Q1,Others,377347,256742393.284268,33
3019,Tamil Nadu,2019,Q2,Peer To Peer Payments,16952961,57924128549.06981,33
3020,Tamil Nadu,2019,Q2,Recharge & Bill Payments,8414514,3280033639.8500404,33
3021,Tamil Nadu,2019,Q2,Merchant Payments,6296995,2690331792.5060787,33
3022,Tamil Nadu,2019,Q2,Financial Services,70142,18334602.38963153,33
3023,Tamil Nadu,2019,Q2,Others,437125,294847441.9421142,33
3024,Tamil Nadu,2019,Q3,Peer To Peer Payments,21277636,70615331408.53966,33
3025,Tamil Nadu,2019,Q3,Merchant Payments,10344027,4079315732.661683,33
3026,Tamil Nadu,2019,Q3,Recharge & Bill Payments,9246678,3964144354.416152,33
3027,Tamil Nadu,2019,Q3,Financial Services,88261,27213741.831077334,33
3028,Tamil Nadu,2019,Q3,Others,453581,273599406.1898495,33
3029,Tamil Nadu,2019,Q4,Peer To Peer Payments,28814008,91858026341.27563,33
3030,Tamil Nadu,2019,Q4,Merchant Payments,16153034,6420193204.780616,33
3031,Tamil Nadu,2019,Q4,Recharge & Bill Payments,11157765,4681454397.562926,33
3032,Tamil Nadu,2019,Q4,Financial Services,60624,24332240.65556671,33
3033,Tamil Nadu,2019,Q4,Others,410980,206859328.2685905,33
3034,Tamil Nadu,2020,Q1,Peer To Peer Payments,30880360,101907683045.28436,33
3035,Tamil Nadu,2020,Q1,Merchant Payments,21541556,8950736938.223478,33
3036,Tamil Nadu,2020,Q1,Recharge & Bill Payments,14134259,5493239429.732224,33
3037,Tamil Nadu,2020,Q1,Financial Services,61427,41422107.813630365,33
3038,Tamil Nadu,2020,Q1,Others,335871,176604658.386683,33
3039,Tamil Nadu,2020,Q2,Peer To Peer Payments,21700844,82347647064.12332,33
3040,Tamil Nadu,2020,Q2,Recharge & Bill Payments,18474731,6414781159.484189,33
3041,Tamil Nadu,2020,Q2,Merchant Payments,11477546,6909361871.628206,33
3042,Tamil Nadu,2020,Q2,Financial Services,78584,89189349.84916353,33
3043,Tamil Nadu,2020,Q2,Others,138405,65529451.74366937,33
3044,Tamil Nadu,2020,Q3,Peer To Peer Payments,31754077,123561080533.04672,33
3045,Tamil Nadu,2020,Q3,Merchant Payments,20664887,12554589575.504852,33
3046,Tamil Nadu,2020,Q3,Recharge & Bill Payments,17521756,7476952307.406668,33
3047,Tamil Nadu,2020,Q3,Financial Services,129671,158512062.54590106,33
3048,Tamil Nadu,2020,Q3,Others,207434,90281020.15995154,33
3049,Tamil Nadu,2020,Q4,Peer To Peer Payments,47800741,172196381789.491,33
3050,Tamil Nadu,2020,Q4,Merchant Payments,41297305,24417758781.65223,33
3051,Tamil Nadu,2020,Q4,Recharge & Bill Payments,21563946,9462546013.163391,33
3052,Tamil Nadu,2020,Q4,Financial Services,153044,186775413.14290395,33
3053,Tamil Nadu,2020,Q4,Others,364665,209735503.54521424,33
3054,Tamil Nadu,2021,Q1,Peer To Peer Payments,57446279,206405230307.9611,33
3055,Tamil Nadu,2021,Q1,Merchant Payments,53811885,30722779534.582508,33
3056,Tamil Nadu,2021,Q1,Recharge & Bill Payments,24826273,11115915388.739548,33
3057,Tamil Nadu,2021,Q1,Financial Services,170620,215319360.4840321,33
3058,Tamil Nadu,2021,Q1,Others,301617,208899281.8834732,33
3059,Tamil Nadu,2021,Q2,Peer To Peer Payments,60812902,216379027686.3025,33
3060,Tamil Nadu,2021,Q2,Merchant Payments,52048347,33504798112.88382,33
3061,Tamil Nadu,2021,Q2,Recharge & Bill Payments,32753032,13155346942.255478,33
3062,Tamil Nadu,2021,Q2,Financial Services,192614,225113402.6634022,33
3063,Tamil Nadu,2021,Q2,Others,351547,223054882.44675264,33
3064,Tamil Nadu,2021,Q3,Merchant Payments,85074941,52932187058.5752,33
3065,Tamil Nadu,2021,Q3,Peer To Peer Payments,83833356,296121079294.8346,33
3066,Tamil Nadu,2021,Q3,Recharge & Bill Payments,34751691,15613287081.611631,33
3067,Tamil Nadu,2021,Q3,Financial Services,182097,246146707.2790811,33
3068,Tamil Nadu,2021,Q3,Others,515319,294622911.6328684,33
3069,Tamil Nadu,2021,Q4,Merchant Payments,117578360,70539086832.13815,33
3070,Tamil Nadu,2021,Q4,Peer To Peer Payments,104493071,353529424598.23047,33
3071,Tamil Nadu,2021,Q4,Recharge & Bill Payments,36163870,18979178477.53405,33
3072,Tamil Nadu,2021,Q4,Financial Services,228761,275850497.094934,33
3073,Tamil Nadu,2021,Q4,Others,691914,400412189.80491126,33
3074,Tamil Nadu,2022,Q1,Merchant Payments,139788772,81798208975.87326,33
3075,Tamil Nadu,2022,Q1,Peer To Peer Payments,119383791,409631710258.4541,33
3076,Tamil Nadu,2022,Q1,Recharge & Bill Payments,34579431,20705079141.09696,33
3077,Tamil Nadu,2022,Q1,Financial Services,241201,298216135.377552,33
3078,Tamil Nadu,2022,Q1,Others,579955,355987089.8306444,33
3079,Tamil Nadu,2022,Q2,Merchant Payments,179245529,100813133534.0309,33
3080,Tamil Nadu,2022,Q2,Peer To Peer Payments,136341691,464333108374.5711,33
3081,Tamil Nadu,2022,Q2,Recharge & Bill Payments,38257271,24477663683.793488,33
3082,Tamil Nadu,2022,Q2,Financial Services,202498,233054908.96978933,33
3083,Tamil Nadu,2022,Q2,Others,459948,277767177.03123105,33
3084,Tamil Nadu,2022,Q3,Merchant Payments,202149276,109801011246.16068,33
3085,Tamil Nadu,2022,Q3,Peer To Peer Payments,148805657,493880482824.984,33
3086,Tamil Nadu,2022,Q3,Recharge & Bill Payments,41919063,27694221703.16715,33
3087,Tamil Nadu,2022,Q3,Financial Services,217741,238069828.1652185,33
3088,Tamil Nadu,2022,Q3,Others,404438,265434770.7913805,33
3089,Tamil Nadu,2022,Q4,Merchant Payments,229308285,118847998736.56468,33
3090,Tamil Nadu,2022,Q4,Peer To Peer Payments,162920305,526511418812.7734,33
3091,Tamil Nadu,2022,Q4,Recharge & Bill Payments,43391904,29719449171.387,33
3092,Tamil Nadu,2022,Q4,Financial Services,295740,334812023.56560165,33
3093,Tamil Nadu,2022,Q4,Others,400402,275988847.1474179,33
3094,Telangana,2018,Q1,Recharge & Bill Payments,4209319,831912767.5937189,0
3095,Telangana,2018,Q1,Peer To Peer Payments,3307245,11748268950.760422,0
3096,Telangana,2018,Q1,Merchant Payments,351474,282899066.6137372,0
3097,Telangana,2018,Q1,Financial Services,262876,57011875.36233704,0
3098,Telangana,2018,Q1,Others,391852,388111458.2121352,0
3099,Telangana,2018,Q2,Peer To Peer Payments,4784079,20748520742.57553,0
3100,Telangana,2018,Q2,Recharge & Bill Payments,4686542,1274130053.834579,0
3101,Telangana,2018,Q2,Merchant Payments,701082,551696487.3185428,0
3102,Telangana,2018,Q2,Financial Services,277805,85498213.25384143,0
3103,Telangana,2018,Q2,Others,315162,357356020.669816,0
3104,Telangana,2018,Q3,Peer To Peer Payments,11560952,29253505738.828743,0
3105,Telangana,2018,Q3,Recharge & Bill Payments,5328881,1568136060.627837,0
3106,Telangana,2018,Q3,Merchant Payments,1770075,855534175.4794186,0
3107,Telangana,2018,Q3,Financial Services,307312,52554123.97376218,0
3108,Telangana,2018,Q3,Others,365483,300363110.81379545,0
3109,Telangana,2018,Q4,Peer To Peer Payments,15571288,44541667501.74112,0
3110,Telangana,2018,Q4,Recharge & Bill Payments,7121135,2165870863.16865,0
3111,Telangana,2018,Q4,Merchant Payments,5315161,2356841304.9649296,0
3112,Telangana,2018,Q4,Financial Services,392423,64569231.23559249,0
3113,Telangana,2018,Q4,Others,521147,380139546.938216,0
3114,Telangana,2019,Q1,Peer To Peer Payments,40488967,87361237975.49301,0
3115,Telangana,2019,Q1,Merchant Payments,12341901,4144368545.535969,0
3116,Telangana,2019,Q1,Recharge & Bill Payments,11525394,3619117615.485172,0
3117,Telangana,2019,Q1,Financial Services,463688,54547989.275453925,0
3118,Telangana,2019,Q1,Others,470752,343989909.8750894,0
3119,Telangana,2019,Q2,Peer To Peer Payments,46741594,141095702899.16147,0
3120,Telangana,2019,Q2,Merchant Payments,25682382,8442740781.469844,0
3121,Telangana,2019,Q2,Recharge & Bill Payments,16225017,5603477828.5489645,0
3122,Telangana,2019,Q2,Financial Services,252173,43627344.86329399,0
3123,Telangana,2019,Q2,Others,709213,490894328.3915366,0
3124,Telangana,2019,Q3,Peer To Peer Payments,59981113,180342868388.36203,0
3125,Telangana,2019,Q3,Merchant Payments,44035953,14308557740.55424,0
3126,Telangana,2019,Q3,Recharge & Bill Payments,16437222,6793699069.387364,0
3127,Telangana,2019,Q3,Financial Services,183163,39617186.74048498,0
3128,Telangana,2019,Q3,Others,857925,445278745.3818412,0
3129,Telangana,2019,Q4,Peer To Peer Payments,82587060,249346680995.9932,0
3130,Telangana,2019,Q4,Merchant Payments,59347809,21510626607.08445,0
3131,Telangana,2019,Q4,Recharge & Bill Payments,20797056,9561315124.602655,0
3132,Telangana,2019,Q4,Financial Services,137291,33453857.404595934,0
3133,Telangana,2019,Q4,Others,703042,294688962.659046,0
3134,Telangana,2020,Q1,Peer To Peer Payments,95668911,327641798044.80554,0
3135,Telangana,2020,Q1,Merchant Payments,76818285,31076431477.91269,0
3136,Telangana,2020,Q1,Recharge & Bill Payments,26324268,12324266104.564993,0
3137,Telangana,2020,Q1,Financial Services,88184,59500639.38684589,0
3138,Telangana,2020,Q1,Others,509877,241784101.54604855,0
3139,Telangana,2020,Q2,Peer To Peer Payments,76683293,279478553909.7438,0
3140,Telangana,2020,Q2,Merchant Payments,44181999,26712043204.891266,0
3141,Telangana,2020,Q2,Recharge & Bill Payments,30885875,15106945863.857046,0
3142,Telangana,2020,Q2,Financial Services,116776,134169906.74750492,0
3143,Telangana,2020,Q2,Others,187200,100126467.191328,0
3144,Telangana,2020,Q3,Peer To Peer Payments,116668399,437459188905.0534,0
3145,Telangana,2020,Q3,Merchant Payments,86836471,49743225885.179474,0
3146,Telangana,2020,Q3,Recharge & Bill Payments,32352860,18378477087.576897,0
3147,Telangana,2020,Q3,Financial Services,195857,223377023.50525156,0
3148,Telangana,2020,Q3,Others,318539,156875854.55487928,0
3149,Telangana,2020,Q4,Peer To Peer Payments,160607487,591976601278.5154,0
3150,Telangana,2020,Q4,Merchant Payments,143897953,81725950703.21272,0
3151,Telangana,2020,Q4,Recharge & Bill Payments,38174710,22006183348.80398,0
3152,Telangana,2020,Q4,Financial Services,230134,275357720.01805824,0
3153,Telangana,2020,Q4,Others,733503,366346176.4068248,0
3154,Telangana,2021,Q1,Merchant Payments,185230619,95927278280.53006,0
3155,Telangana,2021,Q1,Peer To Peer Payments,179738195,676276353116.8419,0
3156,Telangana,2021,Q1,Recharge & Bill Payments,46371555,26447601338.53346,0
3157,Telangana,2021,Q1,Financial Services,262473,320153410.17969453,0
3158,Telangana,2021,Q1,Others,969268,387877900.5044867,0
3159,Telangana,2021,Q2,Peer To Peer Payments,230861833,872151973637.885,0
3160,Telangana,2021,Q2,Merchant Payments,205232899,123207789311.2962,0
3161,Telangana,2021,Q2,Recharge & Bill Payments,58637866,31877277168.343227,0
3162,Telangana,2021,Q2,Financial Services,278546,300569264.1443888,0
3163,Telangana,2021,Q2,Others,856400,420723415.9150567,0
3164,Telangana,2021,Q3,Merchant Payments,286735350,159227310549.39368,0
3165,Telangana,2021,Q3,Peer To Peer Payments,271436926,981754679241.0404,0
3166,Telangana,2021,Q3,Recharge & Bill Payments,62744121,36434881136.01624,0
3167,Telangana,2021,Q3,Financial Services,235519,329138539.4612142,0
3168,Telangana,2021,Q3,Others,1734852,543116826.3422191,0
3169,Telangana,2021,Q4,Merchant Payments,376584215,212974766412.0156,0
3170,Telangana,2021,Q4,Peer To Peer Payments,331774591,1204991223519.016,0
3171,Telangana,2021,Q4,Recharge & Bill Payments,66477036,44760398983.30789,0
3172,Telangana,2021,Q4,Financial Services,298871,392141743.6705663,0
3173,Telangana,2021,Q4,Others,855060,639658842.8998816,0
3174,Telangana,2022,Q1,Merchant Payments,449186799,243841863780.6793,0
3175,Telangana,2022,Q1,Peer To Peer Payments,368048408,1375289566667.7056,0
3176,Telangana,2022,Q1,Recharge & Bill Payments,66352138,50470450179.88254,0
3177,Telangana,2022,Q1,Financial Services,284035,394283511.9410973,0
3178,Telangana,2022,Q1,Others,2582005,642005688.7661512,0
3179,Telangana,2022,Q2,Merchant Payments,565370506,307468406704.909,0
3180,Telangana,2022,Q2,Peer To Peer Payments,422056582,1580014085694.835,0
3181,Telangana,2022,Q2,Recharge & Bill Payments,75099130,63136761649.3931,0
3182,Telangana,2022,Q2,Financial Services,245023,324857780.5553103,0
3183,Telangana,2022,Q2,Others,611316,470432687.3850265,0
3184,Telangana,2022,Q3,Merchant Payments,880414292,447150646953.73706,0
3185,Telangana,2022,Q3,Peer To Peer Payments,626830752,2170173323588.53,0
3186,Telangana,2022,Q3,Recharge & Bill Payments,119779835,87937210666.27194,0
3187,Telangana,2022,Q3,Financial Services,340458,442783619.09123904,0
3188,Telangana,2022,Q3,Others,800064,621900924.4423015,0
3189,Telangana,2022,Q4,Merchant Payments,1002521735,491556008133.53546,0
3190,Telangana,2022,Q4,Peer To Peer Payments,694612831,2393380395296.852,0
3191,Telangana,2022,Q4,Recharge & Bill Payments,121188131,92136759501.4202,0
3192,Telangana,2022,Q4,Financial Services,401838,498719426.0054372,0
3193,Telangana,2022,Q4,Others,782297,680680558.3343163,0
3194,Tripura,2018,Q1,Recharge & Bill Payments,86819,14079439.569905948,16
3195,Tripura,2018,Q1,Peer To Peer Payments,44844,112229994.97675678,16
3196,Tripura,2018,Q1,Financial Services,4842,672247.5881710155,16
3197,Tripura,2018,Q1,Merchant Payments,4833,6080959.882836086,16
3198,Tripura,2018,Q1,Others,6819,4916272.512952799,16
3199,Tripura,2018,Q2,Recharge & Bill Payments,118171,22554398.15273035,16
3200,Tripura,2018,Q2,Peer To Peer Payments,73821,197666881.8729688,16
3201,Tripura,2018,Q2,Merchant Payments,9621,10570951.151568787,16
3202,Tripura,2018,Q2,Financial Services,6925,1264101.904810368,16
3203,Tripura,2018,Q2,Others,6021,4835385.634057636,16
3204,Tripura,2018,Q3,Peer To Peer Payments,186065,398867427.3246338,16
3205,Tripura,2018,Q3,Recharge & Bill Payments,156308,33484811.21282282,16
3206,Tripura,2018,Q3,Merchant Payments,21476,16092396.41113394,16
3207,Tripura,2018,Q3,Financial Services,8106,1080000.0112896338,16
3208,Tripura,2018,Q3,Others,5748,4338753.080712541,16
3209,Tripura,2018,Q4,Recharge & Bill Payments,204720,38334816.66379926,16
3210,Tripura,2018,Q4,Peer To Peer Payments,179739,549068822.3729683,16
3211,Tripura,2018,Q4,Merchant Payments,50888,31066467.63339032,16
3212,Tripura,2018,Q4,Financial Services,6441,1023126.8205747404,16
3213,Tripura,2018,Q4,Others,6271,5392365.973713988,16
3214,Tripura,2019,Q1,Peer To Peer Payments,296993,679165332.8123899,16
3215,Tripura,2019,Q1,Recharge & Bill Payments,227997,44429378.42277926,16
3216,Tripura,2019,Q1,Merchant Payments,46642,28109966.31994779,16
3217,Tripura,2019,Q1,Financial Services,4189,461473.58856435167,16
3218,Tripura,2019,Q1,Others,5105,4728790.472138839,16
3219,Tripura,2019,Q2,Peer To Peer Payments,240776,751113516.2256755,16
3220,Tripura,2019,Q2,Recharge & Bill Payments,218649,48989430.60730426,16
3221,Tripura,2019,Q2,Merchant Payments,64829,35275706.82877502,16
3222,Tripura,2019,Q2,Financial Services,1899,339184.3344705297,16
3223,Tripura,2019,Q2,Others,6405,6103644.851151889,16
3224,Tripura,2019,Q3,Recharge & Bill Payments,339539,81845425.35425141,16
3225,Tripura,2019,Q3,Peer To Peer Payments,270163,884623553.9011384,16
3226,Tripura,2019,Q3,Merchant Payments,68399,44802063.64430427,16
3227,Tripura,2019,Q3,Financial Services,27970,582020.9903208594,16
3228,Tripura,2019,Q3,Others,5646,5524358.927209696,16
3229,Tripura,2019,Q4,Recharge & Bill Payments,373779,88001651.28693296,16
3230,Tripura,2019,Q4,Peer To Peer Payments,359076,1071507585.9983548,16
3231,Tripura,2019,Q4,Merchant Payments,62458,51274033.7207277,16
3232,Tripura,2019,Q4,Financial Services,2239,377097.6671310841,16
3233,Tripura,2019,Q4,Others,4272,4239791.585043055,16
3234,Tripura,2020,Q1,Recharge & Bill Payments,449584,114355218.03514044,16
3235,Tripura,2020,Q1,Peer To Peer Payments,366218,1400694933.570157,16
3236,Tripura,2020,Q1,Merchant Payments,102861,68590603.6377098,16
3237,Tripura,2020,Q1,Financial Services,1722,1066651.521721911,16
3238,Tripura,2020,Q1,Others,4117,4071399.623773268,16
3239,Tripura,2020,Q2,Recharge & Bill Payments,600206,163220166.76643574,16
3240,Tripura,2020,Q2,Peer To Peer Payments,346863,1501452755.6890235,16
3241,Tripura,2020,Q2,Merchant Payments,97816,99795973.60794038,16
3242,Tripura,2020,Q2,Financial Services,2904,2247782.5219734698,16
3243,Tripura,2020,Q2,Others,4731,2459205.000588993,16
3244,Tripura,2020,Q3,Recharge & Bill Payments,627363,185201997.2796099,16
3245,Tripura,2020,Q3,Peer To Peer Payments,477769,1959371082.9173036,16
3246,Tripura,2020,Q3,Merchant Payments,202106,190218136.2808841,16
3247,Tripura,2020,Q3,Financial Services,3828,3141391.5755430083,16
3248,Tripura,2020,Q3,Others,6819,3886908.162543657,16
3249,Tripura,2020,Q4,Peer To Peer Payments,650386,2683789889.83192,16
3250,Tripura,2020,Q4,Recharge & Bill Payments,631611,192385823.43220183,16
3251,Tripura,2020,Q4,Merchant Payments,357567,296872485.4156503,16
3252,Tripura,2020,Q4,Financial Services,4084,3666639.308697606,16
3253,Tripura,2020,Q4,Others,8242,5416158.232838955,16
3254,Tripura,2021,Q1,Peer To Peer Payments,643366,2821226150.5919185,16
3255,Tripura,2021,Q1,Recharge & Bill Payments,508718,173211140.89346513,16
3256,Tripura,2021,Q1,Merchant Payments,350366,333743281.32103896,16
3257,Tripura,2021,Q1,Financial Services,3146,2879929.222833151,16
3258,Tripura,2021,Q1,Others,5827,4281067.764165951,16
3259,Tripura,2021,Q2,Peer To Peer Payments,703728,2865655130.4313264,16
3260,Tripura,2021,Q2,Recharge & Bill Payments,589839,189808502.9050523,16
3261,Tripura,2021,Q2,Merchant Payments,440060,404915546.5177107,16
3262,Tripura,2021,Q2,Financial Services,3656,3503925.3381061675,16
3263,Tripura,2021,Q2,Others,7146,4271255.844077852,16
3264,Tripura,2021,Q3,Peer To Peer Payments,864329,3491901741.1594186,16
3265,Tripura,2021,Q3,Recharge & Bill Payments,620991,215226019.57596284,16
3266,Tripura,2021,Q3,Merchant Payments,584079,648504775.623629,16
3267,Tripura,2021,Q3,Financial Services,2886,3473153.087671739,16
3268,Tripura,2021,Q3,Others,8915,5028078.734792852,16
3269,Tripura,2021,Q4,Peer To Peer Payments,1060915,4368786747.103016,16
3270,Tripura,2021,Q4,Merchant Payments,793636,874005407.7140213,16
3271,Tripura,2021,Q4,Recharge & Bill Payments,650251,241225282.0745189,16
3272,Tripura,2021,Q4,Financial Services,3635,5073898.6076811645,16
3273,Tripura,2021,Q4,Others,12256,7838128.800210228,16
3274,Tripura,2022,Q1,Peer To Peer Payments,1221863,4934712034.365204,16
